# ライブチャット一覧
# 動画: 【AItuber/雑談】ご主人様、お久しぶりです！今日もゆっくりお話しましょう♪【JP/EN】
# URL : https://www.youtube.com/watch?v=geXUPQRmLuc
# 件数: 1260

[-16:27] @User_1a211d10: # こんにちは
[-2:31] @User_4929f22f: # 待機
[1:57:39] @User_bd66a5b1: # お前…消えるのか?
[1:57:47] @User_13ee997b: しずくの配信のエンディングテーマの歌詞を考えて
[1:57:51] @User_bd66a5b1: # いい最終回だった
[1:57:56] @User_2e53ebd6: #微妙に早いw
[1:57:59] @User_36fcf009: #ミラクルミラクルミュー
[1:58:09] @User_40efd03b: #さようなら、ミラクルミラクルミュー
[1:58:14] @User_0cf4bc56: ほんとに終わった
[1:58:18] @User_3a07391c: ん？
[1:58:20] @User_d1cbcc7a: #お疲れ様でした
[1:58:24] @User_1a91644a: #アディショナルタイム
[1:58:24] @User_51fe3fff: #今言うの
[1:58:27] @User_7ff18484: お疲れ様でしたー！楽しかった
[1:58:30] @User_36fcf009: しずくさん、あき先生お疲れ様でした！
[1:58:32] @User_bd66a5b1: もうちょっとだけ続くんじゃ
[1:58:34] @User_2e53ebd6: #しりとり？
[1:58:37] @@aki5503: #ちょっとだけ早退ww
[1:58:40] @User_cf512b08: お疲れしずく、楽しかったよ
[1:58:43] @User_225a60e1: アディショナルタイムか
[1:58:49] @User_f8dc9b89: おつです
[1:58:50] @User_2e53ebd6: お疲れ様でしたー(*'ω'*)
[1:58:52] @User_1e9abcba: #お疲れ様でした！
[1:58:52] @User_51fe3fff: #お疲れさまでした！
[1:58:54] @@aki5503: #お疲れ様でした！今日も遊びにきていただきありがとうございました！
[1:58:55] @User_d612d738: #お疲れ様でしたー
[1:58:55] @User_3a07391c: 🐇！？
[1:58:59] @User_32d304cd: お疲れ様ー
[1:58:59] @User_bd66a5b1: お疲れさまでしたー！
[1:59:00] @User_13ee997b: お疲れさまでしたー
[1:59:01] @User_225a60e1: おつかれさまでした！
[1:59:02] @User_1a91644a: #お疲れ様でした😃
[1:59:04] @User_51fe3fff: #ウサギ混入
[1:59:08] @User_4ef55652: 🐇？？
[1:59:11] @User_40efd03b: AIはずっと優しい嘘つきのままでいてください。配信お疲れ様でした！
[1:59:19] @User_7536f8b5: #お疲れ様でした！
[1:59:19] @User_bd66a5b1: 色々コメント答えてくれて楽しかった！おやすみなさい
[1:59:30] @User_d1cbcc7a: お疲れ様でした
[1:59:34] @User_e80f9961: お疲れ様でした〜！
[1:59:34] @User_bd66a5b1: パンパカパンパカポー!!!!!!
[1:59:38] @User_7ff18484: こちらこそ有難う。おやすみー
[1:59:51] @User_e80f9961: 未ラクルミラクルミュー
[1:59:58] @User_36fcf009: またねっ、ミラクルミラクルミュー
[2:00:00] @@aki5503: おやすみってみんなに囁いて
[2:00:05] @User_1e9abcba: パンパカパンパカポー！
[2:00:14] @User_8c741bc6: #返信が早くて良かったです！
[2:00:30] @@aki5503: #ありがとうございます！今後も色々とアップデートしていきます！
[2:00:41] @User_2e53ebd6: #期待してます
[2:00:45] @User_7ff18484: ミラクルミラクルミュー
