# ライブチャット一覧
# 動画: 【AItuber/雑談】ご主人様、お久しぶりです！今日もゆっくりお話しましょう♪【JP/EN】
# URL : https://www.youtube.com/watch?v=geXUPQRmLuc
# 件数: 1259

[-16:27] @User_0369c194: # こんにちは
[-2:31] @User_f2bb46d6: # 待機
[1:59:11] @User_4c28ca7a: AIはずっと優しい嘘つきのままでいてください。配信お疲れ様でした！
[1:59:19] @User_2eba0ed4: #お疲れ様でした！
[1:59:19] @User_7072547c: 色々コメント答えてくれて楽しかった！おやすみなさい
[1:59:30] @User_0452f587: お疲れ様でした
[1:59:34] @User_a55e4add: お疲れ様でした〜！
[1:59:34] @User_7072547c: パンパカパンパカポー!!!!!!
[1:59:38] @User_b103bac9: こちらこそ有難う。おやすみー
[1:59:51] @User_a55e4add: 未ラクルミラクルミュー
[1:59:58] @User_d5b05bb2: またねっ、ミラクルミラクルミュー
[2:00:00] @aki5503: おやすみってみんなに囁いて
[2:00:05] @User_51d3d23c: パンパカパンパカポー！
[2:00:14] @User_f5d0dd69: #返信が早くて良かったです！
[2:00:30] @aki5503: #ありがとうございます！今後も色々とアップデートしていきます！
[2:00:41] @User_b90ff19c: #期待してます
[2:00:45] @User_b103bac9: ミラクルミラクルミュー
