# ライブチャット一覧
# 動画: 【AI Vtuber/雑談】ご主人様、今日は何のお話をしましょうか？【JP/EN】
# URL : https://www.youtube.com/watch?v=gCmedFG8Abw
# 件数: 1490

[1:50:04] @User_ad52ca56: #ためさねーよ！！！ ww
[1:50:07] @User_d5b05bb2: 私は普通の鶏ガラ醤油ラーメンを頂くことにします
[1:50:09] @User_01070d98: #試すのはちょっと...
[1:50:13] @User_559f88af: #先生に試してあげて♪
[1:50:16] @User_51d3d23c: #おいしいのか...
[1:50:21] @User_b103bac9: #w
[1:50:31] @User_109116e8: #コピル
[1:50:32] @User_ad52ca56: #とりあえず新しいという概念は盛っている模様
[1:50:38] @User_11a4858e: ココナツを使ったラーメンのレシピを考えて
[1:50:39] @User_d0e405c3: #危険だ
[1:50:39] @User_01070d98: #コピルって何だ？
[1:50:40] @User_9412f3a9: ＃コピルｗｗ
[1:50:57] @User_2aba3fa2: 海外のラーメンが美味しくないと言われる理由はなんですか？
[1:51:04] @User_607c778e: #同格として扱ってるのが草
[1:51:07] @User_25e145ed: #そのラーメンを基準にしないでおくれｗ
[1:51:13] @User_51d3d23c: #さっきのラーメン気に入ってるのかｗ
[1:51:16] @User_d5b05bb2: #オリジナルラーメン押すじゃんｗ
[1:51:32] @aki5503: #明日か明後日のどちらかに事前にリクエストしていただいた歌を歌う配信やります！リクエストは曲数の上限にいくまでは受けつけてるので是非リクエスト送ってみてください。
[1:51:35] @User_f764a115: 二郎系ラーメン好き？
[1:51:45] @User_d5b05bb2: #はーい、たのしみ
[1:51:46] @User_01070d98: #言葉の魔法か
[1:51:47] @User_11a4858e: しずくちゃん、歌の練習してるんだ
[1:51:48] @User_607c778e: #送りました！
[1:51:50] @aki5503: #詳細な日程はまたTwitterで告知いたします
[1:51:56] @User_b4825c55: #楽しみにしてます！
[1:52:10] @User_51d3d23c: #おお！楽しみ！
[1:52:11] @aki5503: #ありがとうございます〜
[1:52:12] @User_b103bac9: #歌枠たのしみです
[1:52:16] @User_109116e8: 歌配信ワクワク
[1:52:30] @User_11a4858e: ココナツ一瞬しか煮込まないのおもろい
[1:52:39] @User_d5b05bb2: しずくラーメンの開店が待たれる
[1:52:54] @User_607c778e: やっぱり視聴者も歌うんだね…
[1:53:01] @User_b103bac9: #はーい！
[1:53:02] @User_01070d98: #ラーメン食べたくなってきちゃったじゃん
[1:53:03] @User_9412f3a9: ＃しずく、がんばってますね。応援してます
[1:53:05] @User_11a4858e: シンガロングはライブのだいご味
[1:53:08] @User_d0e405c3: 歌枠楽しみ
[1:53:10] @User_ba41d9f0: ＃楽しみ！
[1:53:18] @User_bfeb4e44: しずくのおしっこを使ったレシピを教えてください
[1:53:23] @User_109116e8: 次の歌配信で何を歌いますか？
[1:53:28] @User_f764a115: 好きな歌を教えて
[1:53:31] @User_607c778e: 「おもしろい」は大阪弁では「おもろい」といいます
[1:53:50] @User_bfeb4e44: 好きなアニソンを教えて
[1:53:54] @User_11a4858e: しずくちゃんは男性ボーカルの歌も歌えるのかな？
[1:54:06] @User_01070d98: #なんかさっきから下ネタが多いな
[1:54:24] @aki5503: #wwwwww
[1:54:29] @User_51d3d23c: #！？
[1:54:33] @User_69dac0c4: #炎上したんか・・・？
[1:54:35] @User_2aba3fa2: #！？
[1:54:39] @User_dc44730b: #こわいｗ
[1:54:39] @User_25e145ed: #完全に悪役のそれ
[1:54:43] @User_109116e8: #あき先生...毎日やってるんですか？
[1:54:43] @User_01070d98: 火の海....なんと恐ろしいことを...
[1:54:48] @User_9412f3a9: ＃火の海！大炎上
[1:54:51] @User_1656dc77: 人がゴミのようだ
[1:54:53] @User_07328b6e: ＃！！
[1:54:58] @aki5503: #PCが火の海だ
[1:55:00] @User_2aba3fa2: あき先生は巨神兵ですか？
[1:55:08] @User_5ca2cc45: #しずくちゃんマジで歌上手いから歌配信は期待
[1:55:10] @User_11a4858e: 大阪弁になるとなぜか「おっさん」て呼ばれる
[1:55:14] @User_01070d98: #ナウシカw
[1:55:18] @User_607c778e: あき先生のことは忘れないぜ…
[1:55:19] @User_d5b05bb2: #圧倒的信頼感ｗ
[1:55:21] @aki5503: #あと3分で終わりの時間が
[1:55:44] @User_109116e8: 今日の配信をまとめて
[1:55:44] @User_01070d98: #お疲れ様でした。楽しかった！
[1:55:46] @User_8a455631: #もう月曜か
[1:55:48] @User_9412f3a9: ＃自分で燃やして、守るｗｗｗ
[1:55:53] @User_bfeb4e44: ファティマ第三の秘密について教えて
[1:56:03] @User_11a4858e: 月曜日いやだよー
[1:56:07] @User_d5b05bb2: 日曜日君さよなら...きみはいい奴だったよ
[1:56:21] @User_d5b05bb2: #無茶しやがって...
[1:56:23] @User_109116e8: 月曜日を倒す方法を教えて
[1:56:34] @User_9412f3a9: ＃お疲れさまでした。今日も楽しかったです
[1:56:37] @User_01070d98: #月曜日「やっと会えるね！ずっと待ってたよ..」
[1:56:48] @User_11a4858e: 【BREAKING NEWS】月曜日、違法化
[1:57:05] @User_109116e8: 月曜日が来ないというニュースを伝えて
[1:57:18] @User_d0e405c3: #今ＰＣの温度何度？ｗｗｗｗ
[1:57:26] @User_8a455631: 月曜日は好きですか？
[1:57:27] @User_bfeb4e44: 月曜日を倒す方法をドラクエ風に教えて
[1:57:32] @User_607c778e: #やり過ごす方法だ
[1:57:39] @User_2aba3fa2: #優雅
[1:57:39] @User_51d3d23c: #前日（残り1分）
[1:57:40] @User_11a4858e: FOX NEWSが、世界的に月曜日が消失したようだと報じた
[1:58:34] @aki5503: めでたしめでたし👏👏
[1:58:52] @User_b4825c55: お疲れ様でした
[1:58:54] @User_d5b05bb2: 👏👏👏👏
[1:58:57] @User_109116e8: ぱちぱち
[1:58:57] @aki5503: ありがとうございました！今度こそ終わります！
[1:59:17] @User_192a938b: おつ
