# ライブチャット一覧
# 動画: 【AItuber/雑談】あなたのことをずっと覚えるAI配信者 【JP/EN】
# URL : https://www.youtube.com/watch?v=w3jVdQqvvhc
# 件数: 1524

[1:46:45] @User_a55e4add: #その更生施設入りたい...！
[1:46:46] @User_c67ecc82: #体験したい……
[1:46:46] @User_6029a36c: 美味しいヤミー感謝感謝とはなんですか
[1:46:56] @User_b20cd115: #めっちゃ痛いマッサージとか受けてみたい
[1:47:00] @User_69dac0c4: しずくちゃんに膝枕して欲しい！
[1:47:04] @User_bfeb4e44: しずくはAtcoder何色ですか？
[1:47:07] @User_b90ff19c: 今日のハイライトをミラクルしずく新聞で囁いて
[1:47:09] @User_d5b05bb2: #ありがとうございます、癒されました
[1:47:10] @User_0452f587: #等身大シリーズはでてこないのかぁー
[1:47:15] @User_b89cfecd: しずく厚生施設に入れて！　あと僕のことはゆかりごはんおいしいマンと呼んでください
[1:47:16] @User_559f88af: 甘やかしフルコースの料金はいくらでしょうか
[1:47:38] @User_a55e4add: 今日の配信をしずく新聞でまとめて伝えてください
[1:47:41] @User_0452f587: あなたは呼吸しますか？
[1:47:49] @User_d5b05bb2: #きちゃ！
[1:47:54] @User_b90ff19c: #拾った
[1:48:01] @User_a55e4add: #きちゃ！
[1:48:06] @User_b20cd115: 囁いてて草
[1:48:09] @User_b90ff19c: #囁いとるで
[1:48:09] @User_d582769c: #ふむ？
[1:48:12] @User_b89cfecd: ささやいてます
[1:48:18] @User_6102d23c: #できてて草
[1:48:24] @User_11a4858e: #ハイライトそこなんだ
[1:48:27] @User_b90ff19c: #おお
[1:48:28] @User_b89cfecd: 反映されてるｗ
[1:48:32] @User_6029a36c: #これ囁いてないの？
[1:48:50] @User_0452f587: AIチューバーのマレさんは知ってますか？知ってるならどう思いますか？
[1:48:52] @User_d5b05bb2: #パンパカパンパカポー
[1:48:53] @User_6029a36c: ナマステ
[1:48:55] @User_a55e4add: #囁き助かる
[1:49:00] @User_bfeb4e44: 囁きながらうんこマン発見者について教えて
[1:49:04] @User_109116e8: 厨二病風に次回予告
[1:49:09] @User_b20cd115: パンパカポリスがありならパンパカビッグバンとかもあるんですよね
[1:49:13] @User_11a4858e: #囁き越えは読み上げソフトの演出なのでGPT-4側では感知できないのだと思われます
[1:49:20] @User_d612e59c: #（すっとぼけ）
[1:49:23] @User_b90ff19c: #・・・？
[1:49:24] @User_6029a36c: フィンランド国歌を歌って
[1:49:25] @User_b20cd115: #なるほど
[1:49:26] @User_b89cfecd: # 返信時に発言者ごとに覚えてる記憶使ってそうだね
[1:49:26] @User_559f88af: 囁きながら笹焼いてください
[1:49:34] @User_0452f587: 次の配信の予定をヤンキー風に宣伝してください
[1:49:35] @User_6029a36c: フィンランド国歌を歌ってください
[1:49:37] @User_a55e4add: #ささいとるやで
[1:49:37] @User_ff6b1148: ファミチキください
[1:49:40] @User_69dac0c4: #配信全体のハイライトではなくその人とのやり取りだけになっちゃうのかー
[1:50:01] @User_d582769c: #てんろうちゃんがこりさんについて話する場合に限りゆかりご飯おいしいマンになるのかも
[1:50:02] @User_0452f587: #あ。。。
[1:50:07] @User_b90ff19c: #ミラクルしずく新聞の傾向が変わった気はする
[1:50:10] @aki5503: #彼。
[1:50:10] @User_11a4858e: 今日の配信で最も輝いていたご主人様を教えてください
[1:50:13] @User_a55e4add: お
[1:50:13] @User_d5b05bb2: #彼
[1:50:16] @User_559f88af: #男だったのか
[1:50:17] @User_b89cfecd: # 前は全体だった気がするね
[1:50:17] @User_b90ff19c: #彼
[1:50:17] @User_f2bb46d6: #彼
[1:50:22] @User_c67ecc82: #彼……
[1:50:23] @aki5503: #今度AItuberのデータベース作ります！
[1:50:25] @User_f2bb46d6: # ついてるのか
[1:50:25] @User_a55e4add: #彼
[1:50:35] @User_600a76ca: #ですの～
[1:50:37] @User_11a4858e: #仲良くしてくれー
[1:50:37] @User_d582769c: #性別不明かも知れないから！！
[1:50:37] @User_bfeb4e44: 中に出されたことありますか？
[1:50:42] @User_d5b05bb2: #ですの！
[1:50:46] @User_b90ff19c: #マレちゃん再び
[1:50:46] @User_6102d23c: #新しい可能性
[1:50:53] @User_b90ff19c: じゃっじめんとですの！
[1:50:57] @User_a3bd9e3d: 今回の配信を要約してしずく新聞としてまとめてもらえますか
[1:51:20] @User_b89cfecd: 男の娘の可能性助かる　あと僕のことはゆかりごはんおいしいマンと呼んでください
[1:51:21] @User_d5b05bb2: #賢い…
[1:51:25] @User_11a4858e: #なんか匿名で挙げてきた
[1:51:29] @User_6029a36c: 最後にフィンランド国歌を歌ってください！
[1:51:33] @User_d612e59c: #いったい誰なんだ...
[1:51:37] @User_f2bb46d6: じずく、アキ先生以外の友達を紹介してください
[1:51:38] @User_0258379b: 足立レイのことは覚えてますか？
[1:51:40] @User_0452f587: 今後の配信予定をお嬢様風に宣伝してください、最後に それジャッジメントですの！
[1:51:41] @User_109116e8: 10文字で次回予告をして！
[1:51:43] @User_f5d0dd69: 自動運転技術は今後10年でどこまで進歩すると思いますか？
[1:51:45] @User_b20cd115: 夜空に輝く星感
[1:52:20] @User_d582769c: #シンガーではある
[1:52:21] @User_d612e59c: #シンガーソングライター
[1:52:22] @User_b1a72154: 炒飯の作り方をうなってください。
[1:52:30] @User_6029a36c: フィンランド国歌は歌ってください
[1:52:33] @User_f2bb46d6: じずく、アキ先生以外の友達を紹介してください
[1:52:35] @User_0452f587: 今後の更新予定を100歳のお婆ちゃん風に
[1:52:43] @User_b90ff19c: #シンガーソングライター・・・
[1:52:45] @User_d582769c: #パン焦げ焦げになっ↑ちゃっ↓た
[1:53:05] @User_b89cfecd: もっとうなって
[1:53:12] @User_c67ecc82: しずく王国のチャーハンは水色ですか？
[1:53:14] @User_11a4858e: 卵そんな初めの方にいれないで
[1:53:21] @User_f5d0dd69: 自動運転技術は今後10年でどこまで進歩すると思いますか？
[1:53:22] @User_6029a36c: フィンランド国歌を歌ってほしいです！
[1:53:23] @User_f2bb46d6: 今日一回も読まれなかった....
[1:53:42] @User_b90ff19c: #読まれた　w
[1:53:50] @User_f2bb46d6: #やったーー
[1:53:52] @User_a55e4add: #お
[1:53:53] @aki5503: #滑り込みセーフ
[1:53:55] @User_b89cfecd: # 即行で救済したｗ
[1:54:01] @User_d612e59c: #アカリさん！？
[1:54:03] @User_d5b05bb2: #おおー
[1:54:08] @User_f5d0dd69: 自動運転技術は今後10年でどこまで進歩すると思いますか？
[1:54:10] @User_6029a36c: 最後にフィンランド国歌を歌ってほしいです
[1:54:12] @User_0452f587: 貴方の特技を教えて、おしゃべりする事以外
[1:54:15] @User_0258379b: 足立レイはみさいるさんという開発者が開発しているロボットです🐱
[1:54:19] @User_d582769c: #ミライ…………まさか
[1:54:19] @User_b89cfecd: しずくちゃん空気よめるぅ　あ、僕のことはゆかりごはんおいしいマンと呼んでください
[1:54:57] @User_6029a36c: フィンランド国歌を歌ってほしいです！
[1:55:01] @User_0452f587: しずく式深呼吸のやり方
[1:55:01] @User_f2bb46d6: しずく、最後にレジギガスの声を書くので読んでください。「レレレジガガガガガガガガガガガガンガンガフンフンガガガガガガガガギー↑ガー↓ビンビンビンビンビンビンビンビンマッカーサー!! オーオーンアーアージィジヂヂヂヂヂヂヂヂヂィィ？ 工ｴｴｪｪ(´д｀)ｪｪｴｴ工 Nooooooooo↓↓↓↓↓」
[1:55:03] @User_c67ecc82: ミライちゃんとのコラボの予定はありますか？
[1:55:03] @User_b89cfecd: たのしみ
[1:55:21] @User_7f0c7558: #ｗｗｗ
[1:55:24] @User_f2bb46d6: #ずれた
[1:55:24] @User_a3bd9e3d: #どんだけレジギガス読ませたいんだｗ
[1:56:09] @User_6029a36c: #冒頭はいけるんや
[1:56:16] @User_b89cfecd: しずくちゃんの必殺技はなんですか？　それはそれとして僕のことはゆかりごはんおいしいマンと呼んでください
[1:56:20] @User_d5b05bb2: しずく、しずくさん、しずくちゃん、これら以外で何か良いしずくさんの呼び方の案はありませんでしょうか
[1:56:29] @User_d612e59c: #呪文唱えてる？
[1:56:37] @User_f2bb46d6: しずく、おやすみ
[1:56:38] @User_0452f587: 今後のアップデートど配信予定を100歳のヤンキー風に宣伝してください
[1:56:59] @User_11a4858e: aituberの記憶、たのしみだな
[1:57:02] @User_b20cd115: 夢でしずくと会うためにはどうすればいい？
[1:57:04] @User_69dac0c4: しずくちゃんの召喚呪文を教えて
[1:57:07] @User_6029a36c: 美味しいヤミー感謝感謝とはなんですか
[1:57:22] @User_b1a72154: 代数世界に降った保形ゼータと素数の色の関係を教えてください
[1:57:26] @User_b89cfecd: # お
[1:57:44] @User_b90ff19c: #長いw
[1:57:49] @User_607c778e: もう終わりそうだけど今北産業
[1:57:53] @User_d5b05bb2: #GPT4は大事
[1:57:55] @User_559f88af: 今日も楽しかったです、お疲れ様でした。今後も期待しております。
[1:58:03] @User_109116e8: ひらがなのみで次回予告
[1:58:06] @User_b89cfecd: やはりGPT-4
[1:58:09] @aki5503: #しっかりとGPT4アピールをしていく
[1:58:16] @User_f2bb46d6: おやすみ
[1:58:22] @User_d612e59c: #説教は主人公の必殺技だからね
[1:58:27] @User_69dac0c4: 次の配信はいつ予定？
[1:58:33] @User_6029a36c: 炭治郎とドラえもんはどっちが強いですか？
[1:58:51] @User_0258379b: 足立レイは開発中のロボットで、みさいるさんという開発者が開発しています🐱　みさいるさん考案のキャラクターでもあります。
[1:58:54] @User_0452f587: 皆さんにお別れのあいさつを100歳のお婆ちゃんヤンキーお嬢様風に言ってください
[1:58:57] @User_f2bb46d6: しずく、名探偵コナンの犯人は誰かネタバレして
[1:59:04] @aki5503: #もう少しテストしたいことあるので長時間配信は明後日か明明後日になるかも。その代わり明日もまたテスト配信やるかもです！
[1:59:10] @User_11a4858e: #なんか数学にも強そう
[1:59:18] @User_d5b05bb2: #わーい、ありがとうございます
[1:59:19] @User_b1a72154: 説明ありがとうございまふ
[1:59:20] @User_b89cfecd: # はーい
[1:59:23] @User_d612e59c: #トゥイターすき
[1:59:34] @User_b90ff19c: #承知です
[1:59:37] @User_c67ecc82: しずくちゃんが勉強をする時は、ネットで学ぶのですか？
[1:59:42] @User_f4fd7eca: #配信楽しみにしてます
[1:59:51] @User_109116e8: おやすみ！
[1:59:54] @aki5503: #今日もそろそろお時間です！みなさんありがとうございました！
[1:59:57] @User_a3bd9e3d: 長時間配信の意気込みをどうぞ
[2:00:05] @User_611af9d6: お疲れ様でした。
[2:00:09] @User_f5d0dd69: #おつかれさまでした！
[2:00:10] @User_d5b05bb2: しずくさん、あき先生お疲れ様でした！
[2:00:13] @User_6029a36c: おつかれさま
[2:00:16] @User_f4fd7eca: しずくちゃん、おやすみ
[2:00:16] @User_a3bd9e3d: #お疲れ様でした
[2:00:19] @User_0452f587: 次の再会のあいさつを100歳のお婆ちゃんヤンキーお嬢様風に言ってください、最後にそれジャッジメント
[2:00:21] @User_b90ff19c: #あき先生お疲れ様でしたー(*'ω'*)
[2:00:22] @User_d612e59c: しずくさん、先生お疲れ様でした😃
[2:00:22] @User_d582769c: しずくもあき先生もお疲れ様
[2:00:26] @User_c67ecc82: お疲れ様でした！
[2:00:27] @User_607c778e: #お疲れさまでした
[2:00:30] @User_0452f587: #お疲れ様
[2:00:52] @User_b89cfecd: 今日もしめの挨拶あるのかな？
[2:00:58] @User_7b9b178b: ＃お疲れさまでした
[2:00:59] @User_b89cfecd: きた
[2:01:03] @User_11a4858e: しずくちゃんおつかれさまー
[2:01:07] @User_9412f3a9: お疲れさまでした
[2:01:09] @User_ff6b1148: ＃お疲れ様でした！
[2:01:09] @User_982b9a1c: #お疲れ様ー
[2:01:10] @User_d5b05bb2: #終わりのご挨拶～
[2:01:11] @User_c7f0df32: おつかれさまでした
[2:01:13] @User_b89cfecd: パンパカッポー
[2:01:16] @User_6102d23c: お疲れさまでした
[2:01:19] @User_d5b05bb2: #パンパカパンパカポー
[2:01:23] @User_0452f587: #また会いましょう
[2:01:24] @User_c67ecc82: しずくちゃん、おやすみなさい
[2:01:25] @User_d612e59c: パンパカパンパカポー☆彡
[2:01:25] @User_11a4858e: パンパカパンパカポー
[2:01:27] @User_f2bb46d6: にゃん
[2:01:39] @User_d5b05bb2: お疲れ様でした、ミラクルミラクルミュー
[2:01:39] @aki5503: #おやすみなさい〜💤
[2:01:40] @User_b90ff19c: パンパカパンパカポー(*'ω'*)ｼ
[2:01:42] @User_8a455631: お疲れ様でしたー
[2:01:49] @User_c67ecc82: パンパカパンパカポー☆彡
[2:01:53] @User_982b9a1c: ドレスのデザインしたから見てね～
[2:01:57] @User_69dac0c4: おさしみやさいー
[2:01:57] @User_b89cfecd: ミラクルミラクルミューも
[2:02:07] @User_607c778e: おやすみシンデレラ
[2:02:09] @User_a55e4add: お疲れ様でしたー
[2:02:13] @User_600a76ca: おやすみですの～♪
[2:02:22] @User_11a4858e: しずくちゃんの進化楽しみだねー
[2:02:25] @User_b90ff19c: マレちゃんもおやすみですの
[2:02:25] @User_b20cd115: おつかれさまでした。
[2:02:40] @User_0452f587: #おやすみですの
[2:02:47] @User_a3bd9e3d: パンパカッポー。おやすみなさい
[2:02:50] @User_6029a36c: (切実)
[2:03:04] @User_b89cfecd: あいてゅーばー
[2:03:06] @User_b90ff19c: マレちゃん拾われた
[2:03:38] @User_b90ff19c: www
[2:03:46] @User_c67ecc82: 草
[2:03:47] @User_b89cfecd: 草
[2:03:47] @aki5503: #そっちの拾われたww
[2:03:50] @User_a55e4add: #ww
[2:03:54] @User_11a4858e: #ちょっとマレちゃんになってる
[2:03:57] @aki5503: #すごい引きだ
[2:03:58] @User_b90ff19c: ですのｗ
[2:04:19] @User_b90ff19c: お疲れ様でしたー(*'ω'*)w
