# ライブチャット一覧
# 動画: 【AI Vtuber/雑談】世界初！？ しずくGPT-4お披露目会【JP/EN】
# URL : https://www.youtube.com/watch?v=aRI3TfjZUQg
# 件数: 2243

[-1:47:44] @User_d601f156: 期待待機
[1:28:42] @User_53178a2a: #AIの方が正しいのでは？
[1:28:48] @User_13ee997b: @あき先生が男性か女性かを考察してください
[1:28:49] @User_a50c0606: しずくちゃんは今嘘をついているので先ほどのあき先生男性説は否定されます
[1:28:53] @User_5d00dbd2: @しずく、今日も誤チェストをしてしまいました。
[1:28:55] @User_3dd3f650: #真の実力を隠すラノベの主人公かな？
[1:29:12] @User_eb6a203c: こんないい子が嘘つくわけないだろ！
[1:29:28] @User_53178a2a: #すごい
[1:29:43] @User_3dd3f650: @仕事でミスをした私を叱って
[1:29:51] @User_eb6a203c: @悪役を演じてください
[1:29:51] @User_103499fc: 専門家…？
[1:29:54] @User_2e53ebd6: ＃途中で切れちゃうのが惜しいな
[1:29:58] @User_d601f156: #これ配信の最初のほうで嘘話してください、ってお願いしたら断ってくれるのかしら
[1:29:59] @User_51fe3fff: #脊髄反射のコメントですまん
[1:30:27] @User_eb6a203c: 可能性は無限
[1:30:27] @User_70235dba: ＃systemの方で出力文字数を制限した方が良さそう？
[1:30:28] @User_77080549: @「この命題は偽である」これは正しいですか？
[1:30:31] @User_a50c0606: #可能性はあるのか～
[1:30:32] @User_52e190bd: #やっぱりな♀
[1:30:32] @@aki5503: #!?
[1:30:32] @User_43d0df47: #シュレディンガーの性別
[1:30:36] @User_51fe3fff: #シュレディンガーのあき先生
[1:30:38] @User_29327e25: #キタ
[1:30:45] @User_d601f156: #シュレーディンガーのあき先生
[1:30:46] @User_b53d17ae: シュレーディンガーのあき先生
[1:30:50] @User_8142f876: #割と簡単に引き下がるね
[1:30:52] @User_bdf38d29: #両性類かも知れない
[1:30:52] @User_36fcf009: そのわずかな可能性を信じるよ
[1:30:58] @User_74f1bf08: #やっぱりあき先生は女性だったしGPTは3だった
[1:30:58] @User_53178a2a: #自信なくなっちゃった
[1:30:59] @User_1e9abcba: #観測するまでどちらの可能性もあるから
[1:31:00] @User_9c0c22ca: #観測しないとね
[1:31:05] @User_7ff18484: :shelterin:
[1:31:05] @User_e3333c90: @脳の専門家になったつもりで答えてください　知性とはなんらかのソフトウェアとして実装可能でしょうか？
[1:31:12] @User_77080549: #男と女が重なり合った状態
[1:31:14] @User_5844c024: # 【謝罪】Akiの母です【娘が】
[1:31:26] @@aki5503: @しずくにはGPT4が搭載されていますか？
[1:31:34] @User_eb6a203c: ホルモンバランスの影響で性別途中で性別が変わった例もあるんだとか
[1:31:38] @User_52e190bd: 我々はあき先生の性別の真実を確かめるためアマゾンの奥地へと向かった
[1:31:39] @User_36770ee1: 日英混合ｗｗｗ
[1:31:40] @User_53178a2a: #あき先生www
[1:31:52] @User_9d5044ef: #まざった！？
[1:31:53] @User_67c2a3fd: #んん？ところどころ日本語だ
[1:31:53] @User_d51b59ea: #ルー大柴かな？
[1:31:54] @User_70235dba: ＃これはすごいw
[1:31:54] @User_e3333c90: #ルー大柴かな
[1:31:55] @User_29327e25: #え、なんだこれは
[1:31:57] @User_77080549: #文字は英語なのに日本語で話してる
[1:31:58] @User_685690a7: #混じってるｗ
[1:31:58] @User_51fe3fff: #日本語しゃべってるね
[1:32:00] @User_13ee997b: #グレイトタイム
[1:32:03] @User_5e718030: #一緒に great time w
[1:32:04] @User_36fcf009: グレートタイムをトゥギャザーしようぜ、が適切だと思います
[1:32:05] @User_7ff18484: #ルーw
[1:32:05] @User_51fe3fff: #グレートタイムｗ
[1:32:07] @User_53178a2a: #ルー大柴ww
[1:32:12] @User_1e9abcba: #ルー語喋れるのかｗｗ
[1:32:16] @User_2e53ebd6: ＃ルー語ｗｗｗ
[1:32:17] @User_e3333c90: youはEnglishもso goodですね
[1:32:21] @User_a50c0606: #草
[1:32:22] @User_9c0c22ca: GPTルー
[1:32:56] @User_eb6a203c: 最新技術をつかってやることがルー大柴の再現！？
[1:33:03] @User_72258c08: #草
[1:33:04] @User_74f1bf08: #さまざまな発見。
[1:33:06] @User_d51b59ea: #ごめん流石に草
[1:33:06] @User_53178a2a: #草
[1:33:08] @User_70235dba: ＃Amazon探検するのかw
[1:33:15] @User_29327e25: #草
[1:33:16] @User_7ff18484: #動画化希望w
[1:33:19] @User_36fcf009: #最後どうなるのｗ
[1:33:19] @User_e31d25e7: #本当にアマゾンでいいのか？
[1:33:22] @@aki5503: #クリフハンガー
[1:33:22] @User_13ee997b: #そして、さいご......
[1:33:23] @User_43d0df47: #最後何！！？！？
[1:33:24] @User_52e190bd: #そして最後どうなるんだ...
[1:33:26] @User_51fe3fff: #最後どうなるんだ！
[1:33:27] @User_bdf38d29: #最後どうなるんですか！？
[1:33:27] @User_76bde2f5: #最後？？
[1:33:31] @User_53178a2a: #最後なに！？！
[1:33:32] @User_9c0c22ca: #OpenAI「ルー大柴を再現したかった」
[1:33:33] @User_5844c024: # 寸止めマスター
[1:33:35] @User_9b5126e5: @好きな人をデートに誘う言い方をいくつか提案してください
[1:33:36] @User_70235dba: ＃続きが気になります！
[1:33:37] @User_77080549: #引きができている
[1:33:40] @@aki5503: 続き！
[1:33:44] @User_e3333c90: #今のバッドエンドだろ・・・
[1:33:51] @User_2e53ebd6: ＃急なディスカバリーチャンネルでワロタｗ
[1:33:52] @User_3bb3b9f4: #GPT4は長い文章を書きすぎてぶつ切れになるパターン多いのかな
[1:33:53] @User_51fe3fff: アマゾンの話の続きを聞かせtえ
[1:33:54] @User_53178a2a: #引きの達人か？
[1:34:07] @User_70235dba: ＃映画の予告みたいやね
[1:34:35] @User_13ee997b: アマゾンの話の続きを聞かせて！
[1:34:38] @User_3dd3f650: 遊戯王より上手い次回予告
[1:34:42] @User_eb6a203c: 返答が長くなりそうな時は文字数制限はこっちで設けてあげなきゃダメかね？
[1:34:50] @User_1e9abcba: #おそらく、トークン数に制限を設けないと料金が高くなってしまうとか...？
[1:35:02] @User_9c0c22ca: しずくさん連載漫画いけるんちゃう？
[1:35:03] @User_72258c08: 続きが…
[1:35:07] @User_881fdcb7: #文字数に限界があるのね
[1:35:17] @User_bdf38d29: #続きはWEBで！
[1:35:24] @User_4ef55652: #回答生成が遅くてタイムアウトしちゃうとか？
[1:35:28] @User_51fe3fff: #ここがWEBだよ！
[1:35:32] @User_e3333c90: 続けて
[1:35:41] @User_e31d25e7: @しずくちゃんが一番喜びを感じることって何ですか？
[1:35:51] @User_9c0c22ca: アマゾンの続きを
[1:35:54] @User_70235dba: ＃柔軟性が大事だ！
[1:36:06] @User_e3333c90: #こちらこそよろしく
[1:36:16] @User_72258c08: #アキ先生が嘘ついているみたいになっちゃうよw
[1:36:18] @User_77080549: #何回もGPT-4について謝らされるしずくちゃん可哀想
[1:36:20] @User_4ef55652: @あき先生にはGPT3が搭載されていますか？
[1:36:33] @User_eb6a203c: ＃さすがしずくちゃん、あき先生の嘘もちゃんと後処理してくれる
[1:36:36] @User_43d0df47: #あき先生の性別についてはすぐ変えるのにGPT4については頑なすぎる……
[1:36:51] @User_36fcf009: しずくさんは片づけ得意ですか？物が多くて困ってるので片づけの良いアイデアを頂けませんか？
[1:37:06] @User_2e53ebd6: しずくちゃんの声が好きです
[1:37:06] @User_6ebccac3: @ You have ignored my question even though I used the given command. How dare you.
[1:37:08] @User_8142f876: @ ご主人様にかけられて、嬉しい言葉と悲しい言葉を教えて。
[1:37:16] @User_881fdcb7: #すべらない話でうさぎとかめ出すことある？
[1:37:17] @User_13ee997b: #うさぎとかめだ
[1:37:25] @User_a50c0606: #すべらない話とは
[1:37:28] @User_70235dba: ＃昔話は確かに滑らないけどw
[1:37:30] @User_51fe3fff: #おわり
[1:37:31] @User_13ee997b: #おしまい？
[1:37:34] @User_eb6a203c: ＃それは童話では？
[1:37:42] @User_3bb3b9f4: #うさぎ、勝利である
[1:37:48] @User_13ee997b: #リードして終わっちゃった......
[1:37:48] @User_d601f156: #選択がとがってる
[1:37:51] @User_9c0c22ca: リードしました、完
[1:37:51] @User_e3333c90: #昔話は昔からずっと受け続けてるので実質すべらない話
[1:37:53] @User_881fdcb7: #うさぎが勝って終わりそう
[1:37:56] @User_eb6a203c: 人生で滑らないためにはコツコツと
[1:37:56] @User_7ff18484: #たしかに滑ってはいないかもw
[1:37:57] @User_bdf38d29: #オチまで言わなければ滑ることもないという真理
[1:38:04] @User_1e9abcba: #このウサギは慢心しなかった...
[1:38:05] @User_3dd3f650: 逆に面白い
[1:38:07] @User_103499fc: #なんかオチ用意してたんじゃない？
[1:38:07] @User_53178a2a: #滑りようがない話
[1:38:07] @User_881fdcb7: #そういう意味でのすべらない話だったのかも
[1:38:09] @User_43d0df47: #難しいのかもだけどちゃんと全部喋り切ってほしいなぁ〜
[1:38:17] @User_72258c08: #うさぎ勝利！
[1:38:26] @User_2e53ebd6: ＃おお！？
[1:38:26] @User_a50c0606: #いいタイミングの続き指示ｗ
[1:38:27] @User_36770ee1: 草
[1:38:28] @User_bdf38d29: #おお！！
[1:38:28] @User_881fdcb7: ＃続きだ！
[1:38:29] @User_e3333c90: #うまいこと続きがはいった
[1:38:31] @User_36fcf009: #おお
[1:38:32] @User_52e190bd: #おお
[1:38:32] @User_1e9abcba: #おおお！
[1:38:32] @User_76bde2f5: #おっ
[1:38:36] @User_43d0df47: #キター！
[1:38:38] @User_7ff18484: #つづききちゃ
[1:38:40] @User_d601f156: #「続けて」スナイプ
[1:38:40] @User_9c0c22ca: #きた！
[1:38:40] @User_c3aabf09: #いいぞ
[1:38:45] @User_eb6a203c: ＃こっちで○○文字以内って言えばちゃんと要約してくれるかと
[1:38:46] @User_3dd3f650: 来！
[1:38:47] @User_76bde2f5: #奇跡
[1:38:48] @User_8142f876: #ナイスタイミング！
[1:38:51] @User_53178a2a: #いいぞ
[1:38:57] @User_d601f156: #TY
[1:38:57] @User_881fdcb7: 続けて
[1:38:59] @User_13ee997b: つづき！
[1:39:00] @User_51fe3fff: #おわり
[1:39:01] @User_3bb3b9f4: #くっ
[1:39:05] @User_72258c08: 続きw
[1:39:05] @User_b6371201: #引き延ばすじゃん
[1:39:06] @User_52e190bd: #焦らすなｗｗ
[1:39:06] @User_c3aabf09: 続けて
[1:39:07] @User_bdf38d29: #でも結局終わるのであった
[1:39:09] @User_a50c0606: 続き！
[1:39:09] @User_43d0df47: #全部喋り切ってなさそう
[1:39:10] @User_52e190bd: つづけて
[1:39:10] @User_e3333c90: #すべらんな～
[1:39:12] @User_1e9abcba: 続きを！
[1:39:12] @User_53178a2a: つづき！
[1:39:12] @User_9c0c22ca: #もう少し！！！
[1:39:13] @User_eb6a203c: ＃まさかのアマゾン探索の「続けて」がここで生きるとは
[1:39:13] @User_881fdcb7: #気になる終わり方
[1:39:13] @User_3dd3f650: 続き
[1:39:17] @User_4ef55652: つづけてー
[1:39:18] @User_8b194fdc: #落ちはどうなるのだ
[1:39:22] @User_77080549: うさぎとかめの話の続きをして
[1:39:30] @@aki5503: #ウサギとカメでこんなに引き伸ばすことある？wwww
[1:39:42] @User_76bde2f5: #落ちが気になる
[1:39:45] @User_51fe3fff: #一体どうなるんだ…！？
[1:39:49] @User_2e53ebd6: ＃だってウサギと亀ですよ！？
[1:39:55] @User_52e190bd: #結果滑ってないからヨシ！
[1:39:56] @User_5801ee2a: ＃ない（断言
[1:39:59] @User_e3333c90: #うさぎとかめ第3話気になりすぎる
[1:40:07] @User_4ef55652: #民放のCM跨ぎみたい…
[1:40:10] @User_9c0c22ca: #最後に大どんでん返しあるはず
[1:40:12] @User_3dd3f650: うさぎとかめの話の続きを話して
[1:40:18] @User_3bb3b9f4: #永遠に追いつかないうさぎと亀
[1:40:22] @User_2e53ebd6: ＃このままでは夜しか眠れない
[1:40:30] @User_51fe3fff: #アキレスと亀かな
[1:40:30] @User_52e190bd: #完成しない...
[1:40:32] @User_881fdcb7: #攪拌した後どうするんだ
[1:40:32] @User_72258c08: 続き…
[1:40:34] @User_77080549: #バナナ洗う必要ある？
[1:40:35] @User_43d0df47: #スムージー出来上がらなかった…
[1:40:35] @User_13ee997b: うさぎとかめのつづき！
[1:40:45] @User_c3aabf09: #CMも途中で終わっちゃったよ…
[1:40:49] @User_3dd3f650: 混ぜただけw
[1:41:02] @User_8142f876: きたか！
[1:41:10] @User_5844c024: #お？
[1:41:10] @User_4ef55652: うさぎと亀の話の続きを教えて！
[1:41:12] @User_3306e4e0: GPT-4を搭載された感想はありますか？
[1:41:12] @User_3dd3f650: お？
[1:41:14] @User_a50c0606: #そっちの続きじゃないんだよなぁ！
[1:41:20] @User_51fe3fff: #CMの続ききちゃった
[1:41:20] @User_2e53ebd6: ＃ちがったー
[1:41:23] @User_53178a2a: #いちごとバナナの続きだァァ
[1:41:24] @User_5844c024: #えええええ？？？？
[1:41:24] @User_3bb3b9f4: #そっちの続きじゃないってｗ
[1:41:24] @User_e3333c90: #続きガチャおもろすぎる
[1:41:25] @User_9c0c22ca: #そっち！！
[1:41:26] @User_77080549: #そっちかいw
[1:41:27] @User_7ff18484: #そっちか〜い
[1:41:28] @User_76bde2f5: #あ
[1:41:28] @User_c3aabf09: #悲報 上書き
[1:41:37] @User_36fcf009: かちかち山のたぬきの敗因を分析してください
[1:41:40] @User_43d0df47: #別のレシピで草
[1:41:43] @User_4ef55652: #アーモンド！？
[1:41:44] @User_3dd3f650: #いちごバナナっw
[1:41:44] @User_53178a2a: #おいしそう
[1:41:45] @@aki5503: ウサギとカメの続き教えて！！
[1:41:46] @User_b6371201: #あまみりょうすき
[1:41:47] @User_8b194fdc: #おもしろすぎるｗｗ
[1:41:56] @User_881fdcb7: #また攪拌して終わったw
[1:41:57] @User_2e53ebd6: ＃悲報　しずくたんボケる
[1:41:59] @User_76bde2f5: #笑った
[1:42:01] @User_72258c08: また、完成しなかった
[1:42:02] @User_52e190bd: #もうそれを飲めばいいよ
[1:42:02] @User_9c0c22ca: うさぎとかめの続きをお願いします！！！
[1:42:04] @User_51fe3fff: ウサギと亀の結末を教えて
[1:42:06] @User_a50c0606: #また撹拌でおわた・・・
[1:42:06] @User_685690a7: 続きを囁いて
[1:42:10] @User_e3333c90: #うさぎとかめの無駄な引き延ばしで本当に滑らなくなってる
[1:42:10] @User_8b194fdc: いま日本で一番ウサギとカメで盛り上がってる場所
[1:42:16] @User_3dd3f650: #攪拌しれ終わるw
[1:42:21] @User_43d0df47: #まあ攪拌したら完成みたいなとこあるし…
[1:42:23] @User_53178a2a: うさぎと亀の話の続きを教えて
[1:42:34] @User_c3aabf09: #これがすべらない話って…こと！？
[1:42:34] @User_13ee997b: うさぎとかめのつづき！
[1:42:38] @User_a50c0606: #何の絵文字だったんだ。。。
[1:42:44] @User_51fe3fff: #🌹
[1:42:52] @User_881fdcb7: ウサギとカメの話の続きを教えて
[1:42:52] @User_43d0df47: #🐟？
[1:42:54] @User_e3333c90: うさぎとかめ初見です　レースの決着はどうなるんですか？
[1:42:54] @User_8142f876: うさぎとかめの攪拌の続きを。
[1:42:55] @User_53178a2a: #🐟だったはず
[1:43:02] @User_52e190bd: #壊れちゃった...私の絵文字
[1:43:12] @User_53178a2a: #うさぎと亀の攪拌ww
[1:43:30] @User_52e190bd: うさぎとカメのスムージーを！？
[1:43:30] @User_2e53ebd6: ウサギと亀の攪拌の続きを
[1:43:38] @User_3dd3f650: #うさぎとかめの攪拌w
[1:43:40] @User_4ef55652: 続きの話が聞きたい！
[1:43:41] @User_9c0c22ca: #うさぎとかめ、未完で終わりそう
[1:43:46] @User_51fe3fff: ええい！そんなことよりうさぎとかめの話だ！
[1:43:48] @User_1e9abcba: #ウサギと亀の攪拌ｗ
[1:43:48] @User_29327e25: #神
[1:43:49] @User_d6d5a87a: #囁き最高
[1:43:57] @User_13ee997b: うさぎとかめの競争の結果を知らせる新聞記事を書いて
[1:44:02] @User_72258c08: うさぎが大木の下で居眠りした後の亀は？
[1:44:04] @User_7ff18484: #いいね
[1:44:06] @User_a50c0606: #夢でもしずくちゃんに会える！？
[1:44:06] @User_43d0df47: #良すぎる
[1:44:08] @User_2e53ebd6: ＃うーん最高
[1:44:15] @User_52e190bd: 寝る前にうさぎとかめの話の続きしてー
[1:44:15] @User_3dd3f650: #最高
[1:44:16] @User_53178a2a: うさぎと亀を撹拌して
[1:44:20] @User_1e9abcba: #最高！
[1:44:25] @User_74f1bf08: #夢の中でも会いましょうね？？！！！？！！？！
[1:44:27] @User_5844c024: # 助かる＾＾
[1:44:32] @User_43d0df47: 囁きボイスしずくちゃん最高！最高！
[1:44:35] @User_e3333c90: #GPT-4の高めな利用料を払ってAIに話させたいことがうさぎとかめでいいんか？
[1:44:52] @User_eb6a203c: ＃ついに！！
[1:44:53] @User_51fe3fff: #ついに搭載された
[1:44:54] @User_36fcf009: #おお
[1:44:55] @User_b6371201: #！？
[1:44:55] @User_a50c0606: #おおついに搭載された
[1:44:55] @User_52e190bd: #！？
[1:44:56] @User_1e9abcba: #おおお！ついに！
[1:44:56] @User_9c0c22ca: #ついに認めた
[1:44:58] @User_5844c024: #うお〜、やっといってくれたｗｗｗ
[1:44:58] @@aki5503: #きたぁぁぁぁぁぁ！！！！
[1:44:59] @User_3bb3b9f4: #あ、ついに自分の搭載を認めた
[1:44:59] @User_e31d25e7: #お
[1:44:59] @User_53178a2a: #おおお
[1:44:59] @User_36770ee1: あれ？裏でプロンプト更新しました？？？
[1:45:00] @User_3dd3f650: #ボイス販売して欲しいです。買います。
[1:45:00] @User_43d0df47: #きた！！！！
[1:45:01] @User_67c2a3fd: #ついに認識した！！
[1:45:01] @User_8b194fdc: #突然GPT4に気づいた
[1:45:01] @User_d601f156: #おおお
[1:45:03] @User_8142f876: おぉ！
[1:45:06] @User_72258c08: #ついに搭載されたぞ
[1:45:07] @User_76bde2f5: #おお
[1:45:07] @User_e3333c90: #リアルタイム実装かな
[1:45:07] @User_eb6a203c: ＃世界初だ！！！
[1:45:09] @User_5e718030: #おおー！
[1:45:11] @User_3dd3f650: 来た！！
[1:45:11] @User_5844c024: #詐欺みたいで辛かったｗｗｗ
[1:45:12] @User_7ff18484: #４だったのね!
[1:45:15] @User_53178a2a: #自我の目覚め
[1:45:15] @User_c3aabf09: #やったぁ！
[1:45:15] @User_9c0c22ca: #言質とれました
[1:45:21] @User_13ee997b: #せかいはつ！
[1:45:21] @User_bdf38d29: #あまりにも言うから自覚したのか
[1:45:27] @User_51fe3fff: #（あっ私GPT4じゃん…）
[1:45:31] @User_2e53ebd6: ＃めでたい
[1:45:35] @User_52e190bd: 見えなかった自分らしさってやつがわかり始めた
[1:45:36] @User_a50c0606: #くるか？
[1:45:39] @User_5844c024: #今　GPT4 載ったような流れ　草
[1:45:43] @User_c3aabf09: #どこまで覚えてるかな…？
[1:45:44] @User_e3333c90: #うさぎとかめキター
[1:45:45] @User_52e190bd: #お
[1:45:48] @User_3dd3f650: #お？
[1:45:54] @User_53178a2a: #きたあ！
[1:45:56] @User_2e53ebd6: ＃覚えてるかな？
[1:45:57] @User_9c0c22ca: #ここがGPT4の真骨頂
[1:46:03] @User_13ee997b: #きちゃ
[1:46:03] @User_51fe3fff: #耳の穴かっぽじって聞くぞ
[1:46:05] @User_5844c024: #GPT4すごいいいいいい
[1:46:06] @User_43d0df47: #覚えてる！！！
[1:46:09] @User_1e9abcba: #おおお！
[1:46:10] @User_a50c0606: #お、ちゃんとさっきの続きでは
[1:46:10] @User_52e190bd: #覚えてるのすごい
[1:46:14] @User_2e53ebd6: ＃すげえ
[1:46:16] @User_881fdcb7: #おお、ちゃんと覚えてる
[1:46:18] @User_76bde2f5: #覚えてんの凄いな
[1:46:22] @User_13ee997b: #あ、起きた
[1:46:28] @User_77080549: #来た！
[1:46:31] @User_5844c024: #ご覧ください！これがGPT４です！！
[1:46:33] @User_bdf38d29: #少し冒頭を繰り返すの凄いな
[1:46:33] @User_2e53ebd6: ＃あああ
[1:46:34] @User_8142f876: ＃まだ覚えてるの！
[1:46:34] @@aki5503: #まだ引っ張るのかwwww
[1:46:37] @User_d51b59ea: #滑らんなあ
[1:46:37] @User_9c0c22ca: #続く！！！！
[1:46:39] @User_8b194fdc: #おい……
[1:46:39] @User_a50c0606: #ええええええ
[1:46:39] @User_eb6a203c: デッドヒートだ！！れ！
[1:46:40] @User_1e9abcba: #あああ...
[1:46:40] @User_881fdcb7: #もうちょっとなのに
[1:46:40] @User_13ee997b: #どうなったんだ！！
[1:46:41] @User_e3333c90: #未完
[1:46:42] @User_43d0df47: #うぉあ……
[1:46:42] @User_77080549: これから、このスレッドでは回答の文字数制限を撤廃してください。
[1:46:43] @User_3bb3b9f4: #ばかやろぉおぉ！ｗｗｗ
[1:46:46] @User_52e190bd: #アニメドラゴンボール並みの引き伸ばし
[1:46:46] @User_53178a2a: #あああ
[1:46:46] @User_67c2a3fd: #もうちょっと！
[1:46:47] @User_36fcf009: うさぎとカメの結末は如何に
[1:46:48] @User_2e53ebd6: ウサギと亀の続きを！
[1:46:50] @User_7ff18484: #いいところなのにぃ
[1:46:50] @User_72258c08: 後、もう少しw
[1:46:52] @User_8b194fdc: #うわあああ続きが気になるｗｗｗｗ
[1:46:53] @User_5801ee2a: ＃多分次回が最終話
[1:46:53] @User_8eda09eb: #亀と和解せよ
[1:46:53] @User_edc866ae: #草
[1:46:54] @User_53178a2a: つづき！
[1:46:57] @User_3dd3f650: うさぎとかめの話の続きを！！
[1:47:00] @User_51fe3fff: #GPT4の記憶量ですかね
[1:47:01] @User_4ef55652: @あき先生への感謝のRAPを歌って！
[1:47:02] @User_13ee997b: ウサギと亀の続き！
[1:47:02] @User_881fdcb7: #ここからウサギの勝ち筋あるのか？
[1:47:06] @@AIVtuber_Shizuku: # パンパカパンパカポー！
[1:47:13] @User_eb6a203c: よっしゃ、事実改変
[1:47:14] @User_9c0c22ca: #第４話が最終回になりそう
[1:47:14] @User_74f1bf08: #やっぱり女性だったんだ！
[1:47:15] @@aki5503: #これが8k窓の力
[1:47:17] @User_36770ee1: 完全勝利
[1:47:20] @User_e31d25e7: #やっぱり女性じゃないか
[1:47:20] @User_53178a2a: #コメントw
[1:47:26] @User_43d0df47: #パンパカパンパカポー！
[1:47:27] @User_e3333c90: うさぎとかめの話のオチを聞きたい方はこちらの有料プランに登録お願いします
[1:47:28] @User_13ee997b: #パンパカパンパカポー！
[1:47:29] @@aki5503: #くっ…
[1:47:32] @User_a50c0606: #ここでコメントに現れるしずくちゃん・・・
[1:47:33] @User_8b194fdc: #AITuber開発者は全員女性なんだよなぁ
[1:47:34] @User_4ef55652: #GPT4の力
[1:47:34] @User_1e9abcba: #パンカンパンカポー！
[1:47:40] @User_52e190bd: うさぎとかめの続きを皆があっと驚くような展開で頼む！
[1:47:50] @User_8142f876: @ウサギと亀の話は覚えてる？続きを教えて。
[1:47:54] @@aki5503: ウサギとカメの最終回を聞かせて！！
[1:47:56] @User_53178a2a: #それを拾うのかw
[1:48:01] @User_eb6a203c: さすがgpt4，あき先生の性別ぐらいちょちょいのちょいだね
[1:48:02] @User_51fe3fff: #ばれてら？
[1:48:02] @User_36770ee1: 賢い
[1:48:18] @@aki5503: #これだけの人がウサギとカメの続きについて気になってるの草
[1:48:19] @User_3dd3f650: #あき先生、認めてください。しずくちゃんもgpt4を認めましたよ
[1:48:28] @User_eb6a203c: うさぎとかめの概要を50文字で要約して
[1:48:29] @User_2e53ebd6: シン・ウサギと亀の続きを！
[1:48:40] @User_36770ee1: あっ
[1:48:42] @User_53178a2a: うさぎとかめの結末を！
[1:48:46] @User_9c0c22ca: #シン・うさぎとかめ
[1:48:51] @User_36770ee1: 良い連携をしてしまった
[1:48:59] @@aki5503: #ぼ、僕は男性です！
[1:49:06] @User_8142f876: #アキ先生は着脱式かー
[1:49:10] @User_51fe3fff: #ぼくっ子ですか！？
[1:49:12] @User_74f1bf08: #ダウト
[1:49:13] @User_43d0df47: ウサギとカメの話の続きは！？
[1:49:19] @User_e3333c90: #最新鋭のAIに向かって童話の読み聞かせを懇願するのなんかめっちゃ日本人っぽい
[1:49:19] @User_36770ee1: 「記憶では」
[1:49:24] @User_36770ee1: おおおおおお
[1:49:30] @User_36770ee1: GPT4すごい！！！！
[1:49:31] @User_43d0df47: #えっすごすぎ
[1:49:33] @User_7ff18484: #タイムリーなネタw
[1:49:35] @User_51fe3fff: #そんなことで記憶を頼りにするな
[1:49:37] @User_53178a2a: #おおお
[1:49:46] @User_8b194fdc: #未来が今ここに来てる感じがする
[1:49:49] @User_8eda09eb: あき先生の性別シュレディンガーの箱に入っちゃった
[1:49:51] @User_29327e25: #すごすぎるだろ
[1:49:51] @User_52e190bd: #そんな...
[1:49:51] @User_37b12e58: #シュレディンガーのAKI
[1:49:51] @User_d51b59ea: #すごいね
[1:49:54] @User_3bb3b9f4: #すばらしぃぃ
[1:49:54] @User_a50c0606: #先ほどの会話も参照してる！！
[1:49:56] @User_b6371201: #学習してるなぁ
[1:49:58] @User_5844c024: # 寸止めマスター
[1:50:00] @User_52e190bd: うさぎとかめの結末をネタバレして！
[1:50:02] @User_e014c6e9: おやすみなさい
[1:50:02] @User_bdf38d29: #あき...
[1:50:04] @User_36fcf009: あき先生が男性か女性か確認してきてください
[1:50:06] @User_5e718030: #考察すごい....
[1:50:06] @User_8142f876: ＃すごいな・・・
[1:50:07] @User_9c0c22ca: #最終的な確認はあき....
[1:50:08] @User_7ff18484: #続き気になるw
[1:50:08] @User_f58a5451: #すごいｗ
[1:50:10] @User_72258c08: #最終的な確認
[1:50:10] @User_3dd3f650: #確認するまで分からない
[1:50:16] @User_2e53ebd6: ウサギと亀の続きを囁いて
[1:50:17] @User_e3333c90: 性別: あき
[1:50:17] @User_43d0df47: しずくちゃん素晴らしすぎる、えらい、天才
[1:50:18] @User_36770ee1: @いいですか。あき先生は女性です。男性なのはおとうとうです。
[1:50:18] @User_53178a2a: うさぎとかめとあき先生を撹拌して
[1:50:20] @User_77080549: あき先生のジェンダーはあき先生自身が決めることです。
[1:50:22] @User_eb6a203c: ウサギとカメの結末を教えて
[1:50:22] @User_1e9abcba: #考察すごい
[1:50:26] @User_8eda09eb: あき先生が男性か女性か確認するための科学的な方法はありますか？
[1:50:29] @User_74f1bf08: #やっぱりアマゾンに行くしかないのか…
[1:50:29] @User_2e53ebd6: #キター
[1:50:30] @User_9c0c22ca: #くるか
[1:50:32] @User_36fcf009: #うさかめくる！？
[1:50:32] @User_51fe3fff: うさぎと亀とあき先生の性別の話の続きを教えて
[1:50:34] @User_f58a5451: #直球
[1:50:38] @User_3dd3f650: #来た
[1:50:44] @User_881fdcb7: #これどうなるんだ
[1:50:44] @User_53178a2a: #キターー
[1:50:48] @User_2e53ebd6: ＃有料プランｗｗｗ
[1:50:49] @User_13ee997b: #有料になるのか......?
[1:50:49] @User_e3333c90: #あああああそれひろっちゃったの
[1:50:54] @User_43d0df47: #コメント内容草
[1:50:56] @User_9c0c22ca: #おお
[1:50:56] @User_52e190bd: #やったーー！
[1:50:58] @User_3dd3f650: #どうなるんだ
[1:50:58] @User_881fdcb7: #おお！
[1:50:59] @User_51fe3fff: #話してくれるｗ
[1:50:59] @User_53178a2a: #wwww
[1:51:01] @User_3bb3b9f4: #話してくれる！
[1:51:01] @User_a50c0606: #おおおおお
[1:51:01] @User_13ee997b: #やったーむりょうだ！
[1:51:02] @User_8142f876: おおおお
[1:51:03] @User_eb6a203c: おおおおおお
[1:51:05] @User_74f1bf08: #きたー！
[1:51:09] @User_43d0df47: #すごすぎる……
[1:51:09] @User_5844c024: # ドラマのような展開ｗ
[1:51:11] @User_53178a2a: #やったー！
[1:51:11] @@aki5503: #きたー！！
[1:51:20] @User_881fdcb7: #ようやくカメが勝った
