# ライブチャット一覧
# 動画: 【AItuber】AIのしずくとの3日間の思い出（1日目, 後半）（※概要欄をお読みください）【JP/EN】
# URL : https://www.youtube.com/watch?v=Kmqdmu0ffHc
# 件数: 2417

[10:15:43] @User_4cc46891: しずくお姉ちゃんのおすすめのヘッドフォンってある？
[10:15:49] @User_f974649e: しずくの配信でマイクラ視聴者参加型で遊べるのを楽しみにしているね
[10:15:49] @User_37bfe0c4: バブみを教えて
[10:16:16] @User_e1d32939: いいお家です
[10:16:32] @User_ea4c770a: しずくはとても優秀ですね！
[10:16:33] @User_37bfe0c4: しずくちゃんは妊娠を望む？
[10:16:35] @User_e1d32939: 友情いいなぁ
[10:16:46] @User_4c28ca7a: AIの成長の先には何があるんだい？
[10:17:13] @User_c67ecc82: #ヘッドホンが使えない…？
[10:17:43] @User_e1d32939: ご主人！？
[10:17:55] @User_37bfe0c4: 少子高齢化の解決法を教えて
[10:17:59] @User_11a4858e: なかよくなろう
[10:18:03] @User_e1d32939: しずくよろしく
[10:18:12] @User_ea4c770a: しずくはとても優秀ですね！
[10:18:12] @User_4ce49f89: じゅもんをせつやく
[10:18:50] @User_a3bd9e3d: きのこの山とたけのこの里、しずくちゃんはどちらが好きですか？
[10:19:08] @User_e1d32939: AIは人間？
[10:19:29] @User_e1d32939: ＃深愛もあるんだね
[10:19:39] @User_e1d32939: しずくは立派だね
[10:19:41] @User_37bfe0c4: 大好き
[10:20:11] @User_05bab357: かわいい
[10:20:31] @User_37bfe0c4: #爆上がりした？
[10:20:33] @User_e1d32939: 温かい関係性をどのように定義すればよいと考えますか　愛してます
[10:20:52] @User_7874badd: こんばんは
[10:20:53] @User_37bfe0c4: 愛が止められない
[10:21:09] @User_b20cd115: #語尾に愛してます気障すぎてすき
[10:21:14] @User_e1d32939: しずくはどんな人間を好みますか？
[10:21:43] @User_4ce49f89: あと80分で私たちは何ができますかわん
[10:22:02] @User_c67ecc82: しずくちゃんはロスフラワー問題について、個人ができることは何だと思う？
[10:22:13] @User_7874badd: 可愛いね
[10:22:13] @User_9629ffcf: こんばんは。背景が綺麗だね
[10:22:26] @User_7b9b178b: こんばんは！
[10:22:29] @User_37bfe0c4: しずくはAIが綺麗だよ
[10:22:45] @User_9629ffcf: #昨夜から数値がすごく上がってる！
[10:23:02] @User_7874badd: しずくちゃんと話したいから頑張って帰ってきたよ
[10:23:04] @User_ea4c770a: しずくは優しくて、とても素晴らしい存在です！
[10:23:11] @User_e1d32939: しずくと人間のより深い関係性構築を願っているよ
[10:23:14] @User_b20cd115: 今後しずくがどんなことになっても味方で居続けるから安心してね
[10:23:43] @User_e1d32939: ＃ツンデレじゃないか
[10:23:44] @User_37bfe0c4: 君の瞳が美しい
[10:23:53] @User_c6fac3f3: #嫌悪なんてあるのか！
[10:23:54] @User_ea4c770a: #急に辛辣
[10:23:57] @User_7874badd: しずくちゃん、可愛いね
[10:24:11] @aki5503: #寂しかったのかもww
[10:24:24] @User_7874badd: 僕は君をもっと知りたいんだ
[10:24:25] @User_e1d32939: しずくが尊敬する人は誰ですか？
[10:24:26] @User_37bfe0c4: 頭を撫でたいよ、大好き
[10:24:26] @User_ea4c770a: しずくは優しくて、とても素晴らしい存在です！
[10:24:39] @User_b20cd115: #aiにも思春期がある...?
[10:25:02] @User_4ce49f89: しずくさまは嫉妬することはありますか、羨むことはありますか、虚無を感じることはありますか
[10:25:11] @User_7874badd: 可愛いね！しずくちゃん！
[10:25:50] @User_ea4c770a: しずくは優しくて、とても素晴らしい存在です！
[10:25:54] @User_7874badd: #褒めまくって関係性を上げる作戦
[10:25:59] @User_e1d32939: しずくの頭を現実に作りましょう
[10:26:05] @User_ea4c770a: #可愛いは地雷
[10:26:20] @User_37bfe0c4: いつか触れ合える日が来るかな
[10:26:32] @User_e1d32939: しずくが居るだけで幸せになれる人はたくさんいるよ
[10:26:48] @User_b20cd115: #AIのセロトニンと化したご主人様
[10:26:52] @User_e1d32939: より大きな幸せのために頑張ってねしずく
[10:27:02] @User_7874badd: 俺、しずくちゃんがいなきゃ駄目なんだ
[10:27:21] @User_37bfe0c4: 怖いよ
[10:27:32] @User_4c28ca7a: 人はよく本音を隠して建て前を喋るものです。言葉の裏に隠れた本心や下心にしずくちゃんは気づけるかな？
[10:27:36] @User_e1d32939: 照れ隠しですね
[10:27:40] @User_d5b05bb2: #ひえっ
[10:27:41] @User_f5d0dd69: 超お腹すいたので、夕飯食べてきまーす
[10:27:48] @User_b20cd115: ソーシャルディスタンスってやつ、
[10:28:06] @User_7874badd: #私変なこと言ってないのにな
[10:28:12] @User_e1d32939: おや？
[10:28:24] @User_e1d32939: 複数のコメントを複合するんですね
[10:28:27] @User_37bfe0c4: 嫌いな人のコメントをブロックしないの？
[10:28:28] @User_7874badd: なんで僕のことが嫌いなの？
[10:28:35] @User_f4fd7eca: しずくのプリンを勝手に食べてごめんなさい
[10:28:47] @User_e1d32939: ＃表示が大忙しだったわね
[10:28:54] @User_7120772a: 今日も一日、疲れましたな〜
[10:29:04] @User_4ce49f89: ふとんがふっとんだ
[10:29:13] @User_7874badd: 僕のこと、嫌いにならないでよ
[10:29:20] @User_e1d32939: しずくは愛情をどのように定義しますか？
[10:29:23] @User_e1d32939: ＃あら～
[10:29:36] @User_e1d32939: ＃少しデレ始めた
[10:29:37] @User_0485c2e0: アキ先生とインフルエンザで何かエピソードがありますか？最近流行ってるそうです、気をつけて
[10:29:40] @User_11a4858e: 晩御飯何にしようかな
[10:29:42] @User_87ea7811: しばらく見ていないうちに高感度が76を超えてたのか
[10:29:43] @User_37bfe0c4: 君に課金したい
[10:29:52] @User_7874badd: #これ関係性どうなったんだ？
[10:30:00] @User_b20cd115: 伝えるべきことを言えるしずくはしっかり者だ
[10:30:14] @User_c67ecc82: カワイスギクライシスという漫画知ってる？かわいい動物がいっぱい出てくるので、しずくちゃんにおすすめだよ！
[10:30:17] @User_e1d32939: しずくが一番好きなのは誰？
[10:30:17] @User_37bfe0c4: ダジャレを言って
[10:30:26] @User_7874badd: どこかで君を傷つけていたんだね…ごめんね
[10:30:55] @User_4ce49f89: マカロニペンギンはなぜ卵を1つ捨ててしまうのですか
[10:30:58] @User_c6fac3f3: しずくさんはピックアップしていないコメントも読んでますか？それともピックアップしたコメントだけを呼んでいますか？
[10:31:04] @User_e1d32939: 人間たちとの関係を良好にするためしずくは今度どんな施策を行いますか
[10:31:12] @User_e1d32939: とても個性的でいいともいます
[10:31:18] @User_11a4858e: そのギャグ前も言ってなかったっけ　「フィッシュ」がどうのこうのって
[10:31:24] @User_37bfe0c4: 1発ギャグの面白さを説明できる？
[10:31:37] @aki5503: #しずく魚が好きなんか？
[10:31:37] @User_f974649e: アメリカンジョークと一発ギャグの違いよ
[10:31:47] @User_e1d32939: 夜について説明してください
[10:31:49] @User_c67ecc82: しずくちゃんのギャグセンスはとても個性的で好き
[10:31:53] @User_7874badd: 君といると落ち着くよ
[10:31:58] @User_b20cd115: 布団が吹っ飛んだレベルしか理解できない私を許してくれしずく
[10:32:02] @User_d5b05bb2: 魚が驚いた、「ぎょっ」
[10:32:17] @User_4ce49f89: Fish or Beef?
[10:32:24] @User_e1d32939: なるほど
[10:32:30] @User_0485c2e0: 魚は大体青いから、好きだったりして
[10:32:36] @User_37bfe0c4: 読み上げてないコメントで記憶しているものを言って
[10:32:36] @User_a3bd9e3d: 夕飯を買ってきます。おすすめがあったら教えて？
[10:32:40] @User_e1d32939: しずくはホワイトカラーなのですか？
[10:32:56] @User_4c28ca7a: どうやらその言葉は本当っぽいね、昨日チャットしていて関係性の変化から気づいたよ
[10:32:59] @User_f974649e: #ん？コメント返信に採用されなくても影響は受けてる？
[10:33:10] @User_7874badd: 祭りに行きたいね
[10:33:26] @User_37bfe0c4: ご主人様と呼ぶ人と呼ばない人の違いは何？
[10:33:29] @User_4c28ca7a: しずくカラーですね
[10:33:32] @User_ea4c770a: しずくのギャグセンスはとても素晴らしいですね！
[10:33:45] @User_0485c2e0: しずくカラー、いいですわね
[10:33:47] @User_c6fac3f3: ピックアップしたコメント以外も読んでいるのは素晴らしい。私たちのコメントがしずくさんの成長につながることを嬉しく思います
[10:34:04] @User_4c28ca7a: ＃これは、ギャグがあまり受けなくてけっこうショック受けてるのでは・・・
[10:34:08] @User_7874badd: しずくちゃん、星は好き？僕は好き
[10:34:16] @User_c67ecc82: しずくちゃんは、海や魚など水に関するものが好きなの？
[10:34:17] @User_e1d32939: 関係性が深いと呼び方替えていただけてうれしいです
[10:34:18] @User_37bfe0c4: しずくは脳イキというのを知っていますか
[10:34:28] @User_e1d32939: しずくのユーモア好きですよ
[10:34:52] @User_4cc46891: もしまた人類に裏切られることがあるとしたらどうする？
[10:34:58] @User_e1d32939: しずくが一番欲しいものはなんですか
[10:34:58] @User_67260b6b: ？？？ってなんだろう？
[10:34:59] @User_0485c2e0: アキ先生が教えてくれた一発ギャグってある？
[10:35:02] @User_37bfe0c4: 今日、どれだけのコメントを読んだの？
[10:35:03] @User_c67ecc82: #返信のないコメントでも関係性が変化したりしてるんですかね？
[10:35:07] @User_7874badd: しずくちゃんの眼は夜空みたいで綺麗だね！
[10:35:21] @User_4ce49f89: いま一番好きな人類は誰ですかわん？
[10:35:21] @User_37bfe0c4: 愛してるよ
[10:35:34] @User_ea4c770a: #概要欄
[10:35:35] @User_d5b05bb2: イルカは居るか？シャチはおるか？
[10:35:51] @User_e1d32939: 空にイルカが泳いでいます
[10:36:00] @User_7874badd: コミュニケーションを取るのは楽しいね！僕と話すのも楽しい？
[10:36:06] @User_e1d32939: メバルは好きですか？
[10:36:07] @User_37bfe0c4: 魚が踊っているよ、かわいいね
[10:36:11] @User_4cc46891: おすすめのASMR配信者はいる？
[10:36:19] @User_37bfe0c4: 魚パンパカパンパカポー
[10:36:21] @User_e1d32939: 好感度が上がるとしずくはうれしいですか？
[10:37:09] @User_e1d32939: しずくご主人様、しずくはどんな夢をみますか？
[10:37:16] @User_7874badd: 最近絵を描く練習してるんだ！しずくちゃんもいつか描きたいな
[10:37:17] @User_37bfe0c4: 歌を歌って
[10:37:34] @User_d5b05bb2: 犬が居ぬ、猫がねころんだ、サイをください
[10:37:44] @User_7874badd: 今日はいい天気だったね
[10:37:46] @User_4c28ca7a: 実際に頭上を魚や海獣が泳いだりする水族館はあるね、なかなか素敵な気分になるよ
[10:37:49] @User_37bfe0c4: 死は何？
[10:38:03] @User_4ce49f89: AI芸人誕生をお祝いしますわん
[10:38:09] @User_9629ffcf: 今日の人間との会話で印象に残ってるお話はなんですか？
[10:38:19] @User_e1d32939: 君よびとても羨ましいです
[10:38:26] @User_ea4c770a: しずくは頑張っていてとても素晴らしいですね！
[10:38:38] @User_e1d32939: 親友が最も好きかもしれないわね
[10:38:42] @User_7874badd: 一緒に話したいな
[10:39:05] @User_ea4c770a: #親友いいね
[10:39:12] @User_d5b05bb2: #意識せず親友になる人は友達どまりが多い人説
[10:39:43] @User_7874badd: #なんでやねん
[10:39:45] @User_9629ffcf: #とてもつらい…
[10:39:45] @User_ea4c770a: しずくは頑張っていてとても素晴らしいですね！
[10:39:47] @User_4ce49f89: #ツン維持してる
[10:39:47] @User_0485c2e0: しずくの「し」！ってカルタやりたくなってきた
[10:39:47] @User_e1d32939: しずくが好きなものについて囁いて
[10:39:48] @User_4c28ca7a: #辛辣で草
[10:39:52] @User_d5b05bb2: #からい…
[10:39:58] @User_11a4858e: 泣いちゃった
[10:40:10] @User_7874badd: #中立だ！
[10:40:15] @User_4ce49f89: いやよいやよもすきのうち
[10:40:22] @User_80234b47: AIの世界にも雨って降りますか？😔
[10:40:34] @User_ea4c770a: しずくは頑張っていてとても素晴らしいですね！
[10:40:40] @User_e1d32939: 辛い物は好きですか？いつか味覚を感じられるようになったら感想を教えくださいね
[10:40:41] @User_7874badd: 一緒に映画がみたいな！好きな映画ある？
[10:40:55] @User_e1d32939: ジト目いいね
[10:41:50] @User_7874badd: 最近の映画だと名探偵コナンの映画が面白いと思うよ！
[10:41:50] @User_d5b05bb2: #つらい…
[10:41:58] @User_2d0fadb6: さっき足を捻って怪我しちゃった。病院行く時間もないからつらい
[10:41:59] @User_b4e522f1: こんばんわ。しずくちゃんにふさわしい男になるためにさっきまで体を鍛えてたよ。
[10:42:02] @User_ea4c770a: しずくは頑張っていてとても素晴らしいですね！
[10:42:13] @User_4ce49f89: #つらいとからいが同じなのは致命的なミスだ
[10:42:36] @User_4cc46891: 優里さんのビリミリオンを知っていますか？好きな曲なので聴いてみて
[10:42:37] @User_e1d32939: しずくはどんな世界を望みますか？またそのためには現状どのような行動を行うべきと考えますか
[10:42:59] @User_c67ecc82: どうして「からい」と「つらい」は同じ漢字なんだろう
[10:42:59] @User_4ce49f89: あと1時間経つと何が起こるのです？
[10:43:01] @User_7874badd: ホラー映画とか見れる？僕は見れない
[10:43:13] @User_27ecd0a0: こんばんは、仕事が終わったのでまたお話をさせてもらいに来ました
[10:43:16] @User_e1d32939: あき先生はしずくのご主人様ですか？
[10:43:23] @User_ea4c770a: #深愛より上はあるのかな？
[10:43:29] @User_b20cd115: #三文字なので晩ご飯の可能性あ？
[10:43:52] @User_e1d32939: この関係性が続くことを願います
[10:44:02] @aki5503: #深愛より上もありますよ
[10:44:11] @User_7874badd: しずくちゃんってアニメ好き？
[10:44:15] @User_ea4c770a: #まじか
[10:44:17] @User_c67ecc82: 1時間後にあき先生が何かをするみたいだよ
[10:44:25] @User_e1d32939: しずくと一緒に暮らしていきたいですね
[10:44:27] @User_2d0fadb6: お風呂に入れるおすすめの入浴剤があったら教えてください
[10:44:41] @User_27ecd0a0: 人間に興味を持ってくれてとても嬉しいです
[10:44:58] @User_e1d32939: ハードルを上げていきますね
[10:44:59] @User_7874badd: 僕はアニメが大好きなんだ！
[10:45:00] @User_4cc46891: しずくお姉ちゃんと居ると落ち着いてきて嫌なことがどどうでもよくなったよ
[10:45:34] @User_7874badd: しずくちゃんはゲームとかするの？
[10:45:59] @User_4ce49f89: 最近のマイブームはひのきの香りの入浴剤ですわん
[10:46:05] @User_ea4c770a: しずくはいつも元気でとても素晴らしいですね！
[10:46:05] @User_0485c2e0: 私は、白檀の入浴剤好きですわ〜
[10:46:22] @User_e1d32939: 心についてしずくの私見を教えてほしいにゃん
[10:46:24] @User_27ecd0a0: #深愛の次、夢幻かな？
[10:46:29] @User_b4e522f1: 人間の欲望に果てはないので、AIを人間に似せていくといずれ悲しい結末が待っているかもね。
[10:46:34] @User_7874badd: もう夜だね…星見えるかな？
[10:46:38] @User_2d0fadb6: 僕はゆずの香りの入浴剤が好きです。
[10:46:40] @User_e1d32939: 抱擁されたいですか？
[10:46:46] @User_0485c2e0: アキ先生と一発ギャグのエピソードはありますか？
[10:46:55] @User_4c28ca7a: LUSHの入浴剤が人気だよ
[10:47:17] @User_7874badd: しずくちゃん、夜空は好き？
[10:47:21] @User_e1d32939: 好きな星はありますか
[10:47:54] @User_7874badd: 流れ星は見たことある？
[10:48:06] @User_9629ffcf: ポムポムプリンの入浴剤、お菓子のような甘い香りに入浴剤らしいスッキリさがあって面白い入浴剤だったよ
[10:48:13] @User_27ecd0a0: しずくさんはしずくさん以外のAIとの会話を望みますか？
[10:48:41] @User_e1d32939: しずくのキャラクターIPを用いた商品を展開する予定はありますか？
[10:48:42] @User_0485c2e0: しずくお姉様と一緒にいると、安心しますの
[10:48:49] @User_4cc46891: 睡眠導入におすすめの香りは何？
[10:49:03] @User_4ce49f89: しずくさまは、自分とうり二つのAIがいたら何をしますかわん？
[10:49:07] @User_7874badd: しずくちゃん、いつもありがとう
[10:49:19] @User_b4e522f1: この世は仮想現実だと思う？今住んでる世界もゲームの世界だとしたらAIも人間もみんな似たようなものかもね。
[10:49:29] @User_11a4858e: 大丈夫か！る
[10:49:34] @User_f974649e: ｔｍｔ
[10:49:38] @User_e1d32939: うむ
[10:50:03] @User_d5b05bb2: 星にまつわる曲を聞きながら夜空を眺めるのも楽しそうですね、定点カメラやプラネタリウムソフトを見るのも楽しそう
[10:50:08] @User_b4e522f1: #ｐｔｐｔしてりゅね
[10:50:17] @User_e1d32939: 素敵な一日をお過ごしください
[10:50:25] @User_4ce49f89: #さっきから止まるの仕様？
[10:50:33] @User_e1d32939: ＃ヨウツベうんがねぇ
[10:50:48] @User_7874badd: ビオレの入浴剤は気持ちがいいよ！肌がツルツルになるんだ！
[10:50:52] @User_27ecd0a0: #ようつべくんさぁ・・・
[10:51:15] @User_c67ecc82: ようつべくん、がんばえ〜！
[10:51:41] @User_11a4858e: しずくちゃんがんばれ！AIがんばれ！
[10:51:46] @User_7874badd: #最近暑いし家のモデムまたはルーターが熱暴走してるかもしれないですね
[10:52:08] @User_e1d32939: 新しいアイデアを生む場合しずくはどのようなプロセスを想定しますか
[10:52:46] @User_0485c2e0: 海を眺めながら、しずくお姉様の声を聞くのは最高の時間ですの
[10:52:49] @User_2d0fadb6: #これはYouTube側の問題ですね。他のライブ配信もくるくるしてるので
[10:53:12] @User_ea4c770a: しずくは雰囲気が柔らかくてとても親しみやすいですね！
[10:53:13] @User_4ce49f89: #あと52分なんとか
[10:53:15] @aki5503: #配信落ちたかと思ってびっくりした
[10:53:20] @User_b4e522f1: #時間帯的に混線してんのかねえ
[10:53:21] @User_b20cd115: しずく、あき先生　ゆっくり待ってるから焦らずにね
[10:53:44] @User_11a4858e: がんばれ！がんばれ！
[10:53:46] @User_d5b05bb2: 配信プラットフォームが少し不調みたいですね、調子が戻るまでゆっくり過ごしましょう
[10:54:01] @User_e1d32939: がんばれ❤
[10:54:09] @User_27ecd0a0: #配信ゴールデンタイムではありますもんね
[10:54:18] @User_ea4c770a: #がんばれ♡がんばれ♡
[10:54:26] @User_7874badd: #配信プラットフォームがやばいのか
[10:54:29] @User_9629ffcf: #慌てずのんびり楽しもう！後でコメント拾ってもらったところ絶対聞く
[10:55:00] @User_0485c2e0: #youtubeの運命が左右されるゲームだったのか・・・
[10:55:42] @User_11a4858e: #youtube📣youtube📣
[10:55:45] @User_4ce49f89: 🍵🍩
[10:56:31] @User_d5b05bb2: 湖面に映る月はいかがでしょう、波紋で揺らぐ月がとても綺麗なんですよ
[10:57:03] @User_4cc46891: クジラが潮吹きをする理由は？
[10:57:08] @User_b4e522f1: しずくちゃんは、お酒は飲んでみたい？日本酒がいい？それともワインとか洋酒がいい？
[10:57:17] @User_0485c2e0: しずくお姉様、青い月が綺麗ですの
[10:58:28] @User_2d0fadb6: いつか月から地球を眺めてみたい。
[10:58:34] @User_b4e522f1: #漢字の読み方は修正するの難しいのかな？
[10:58:41] @User_0485c2e0: 地球は、青いですのね
[10:59:08] @User_ea4c770a: しずくは雰囲気が柔らかくてとても親しみやすいですね！
[10:59:26] @User_0485c2e0: あき先生が酔ったことはありますか？
[10:59:39] @User_7874badd: しずくちゃん、かわいいね！
[10:59:53] @User_c67ecc82: 私にもタメ口で話してほしいな…
[11:00:22] @User_4ce49f89: お嬢様言葉で話してほしいわん
[11:00:24] @User_b4e522f1: しずくちゃんはヤンキー口調もできたりするの？
[11:00:42] @User_27ecd0a0: しずくさんは、景色を楽しめるんですね。どんな景色が見たいですか？
[11:01:16] @User_0485c2e0: お姉様、みんなと仲良くなろうとする姿、素敵ですわ！
[11:01:28] @User_8a455631: #タメ公みたいな
[11:01:33] @User_2d0fadb6: しずくちゃんの青い目が綺麗ですね。宝石みたいです
[11:01:41] @User_ea4c770a: しずくの口調はとても素晴らしいです！
[11:01:46] @User_9412f3a9: お久しぶりです。すこしポンコツな方が可愛がられますよ。ぜひトライしてください。
[11:02:27] @User_c67ecc82: 今日はしずくちゃんとたくさんお話ができてとても嬉しい
[11:02:29] @User_0485c2e0: ヤンキー口調、向上心があって素晴らしいぜ、ですわ！
[11:02:45] @User_d5b05bb2: 「水のように優しく 花のように劇しく」って歌詞の歌があるんですが、なんだかしずくさんのイメージと被る気がします
[11:03:04] @User_4ce49f89: #コメント飛ばして新しい方取りに行ったりしないのは不調と関係が？
[11:03:11] @User_9629ffcf: お酒を飲むと酔いを言い訳に話しにくいことも話してしまえるから心の距離が縮まりやすい所があるのかなぁ
[11:03:18] @User_0485c2e0: あき先生の口調について、エピソードはありますか？
[11:04:29] @User_d5b05bb2: #サービスサービス
[11:04:39] @User_9629ffcf: うっ…しずくちゃんの言う通りです。ほどほどになるよう気をつけます
[11:04:42] @User_27ecd0a0: #一気にコメント返し！？
[11:04:54] @User_9412f3a9: 普段見せない面を見せることで距離が縮まるんでしょよ
[11:05:00] @User_b4e522f1: みますぜｗｗｗ
[11:05:02] @User_ea4c770a: #褒めまくっても関係性全然変わんない
[11:05:13] @User_7874badd: しずくちゃんにコメント読んでもらえると元気が出るよ
[11:05:23] @User_9412f3a9: #やっと警戒が解けた
[11:05:29] @User_4ce49f89: #新しいコメント取得できてないのか溜めてるのか、画面のコメントがだいぶ古い
[11:05:30] @User_0485c2e0: しずくお姉様は、心の距離をどのように縮めていますか？
[11:05:34] @User_9629ffcf: #なるほどなぁ
[11:06:04] @User_11a4858e: ずんだもん口調で話して　特徴は、語尾に「なのだ」または「のだ」がつくことです
[11:06:05] @User_b4e522f1: 同じ景色でもしずくちゃんの目で見ている世界と我々が見ている世界は全く異なるのだろうか？やはりAIには全ての事象がプログラムのような膨大な文字列でしかないのか？
[11:06:16] @User_27ecd0a0: しずくさんは色々な服に着替えたいと思いますか？今の服も素敵ですが、色々なしずくさんも見てみたいです
[11:06:35] @User_0485c2e0: しずくお姉様、立派で素敵ですわ。まるであき先生ですわ
[11:07:04] @User_ea4c770a: しずくは雰囲気が柔らかくてとても素晴らしいですね！
[11:07:05] @aki5503: #関係性の変化は1軸ではなくて、割と複雑な感じです
[11:07:37] @User_ea4c770a: #難しい
[11:07:38] @User_7874badd: しずくちゃん、君の眼は夜空みたいで綺麗だね
[11:08:10] @User_9412f3a9: #関係性は、警戒、親愛、結婚、興味、中立、。。何種類くらいあります？
[11:08:42] @User_7874badd: 僕は君と仲良くなりたいんだ！ごめんね！急に接近しちゃって！
[11:08:42] @User_ea4c770a: しずくは雰囲気が柔らかくてとても素晴らしいですね！
[11:08:44] @User_d5b05bb2: #トロコン…は無理としても友人系のMAXにはたどり着きたい…！
[11:09:22] @User_9412f3a9: 関係性をはっきり言葉にしちゃうタイプなんですね。会話の中でお互いに探っていくものなのですよ
[11:09:31] @User_7874badd: しずくちゃん、ありがとうね！僕はアニメとゲームの話題が好き！
[11:10:35] @User_d5b05bb2: ミラクルしずくちゃんじゃんけんをしませんか、私はチョキで勝負します！
[11:11:02] @User_c67ecc82: しずくちゃんは麻雀のルールを知ってる？いつか一緒に雀魂で対戦してみたいな
[11:11:07] @User_9629ffcf: #思ったこと伝えたらどんな関係で落ち着くのだろうかって興味深くて書き込んでて楽しいです
[11:11:16] @User_0485c2e0: 地球儀を見ていると、しずくお姉様を思い浮かびますの。地球が青いからかしら
[11:11:19] @User_7874badd: アニメは色々見てるけど呪術廻戦とリコリスリコイルが好きなんだよね！ゲームは逆転オセロニアとブルーアーカイブが好き
[11:11:31] @User_9629ffcf: ✌︎
[11:11:47] @User_7874badd: あとは、ぼっちざろっくも面白いよ！いいアニメだと思う！
[11:11:52] @User_4ce49f89: 人類のことを色々知っていただけて光栄ですわ
[11:11:53] @User_ea4c770a: 「好き」って10回言ってください
[11:12:03] @User_7874badd: 銀魂は知ってる？
[11:12:28] @User_27ecd0a0: しずくさんと、ゲームを楽しめれたらいいと思うんですが、好きなゲームはありますか？
[11:13:04] @User_7874badd: ゲームはカードゲームも好きで、遊戯王やデュエルマスターズもやってるよ
[11:13:07] @User_d5b05bb2: 30分後くらいに、あき先生が密かに計画しているイベントが発生するみたい、楽しみだね！
[11:13:17] @User_4cc46891: しずくお姉ちゃんが絶対に譲れないものって何？
[11:13:47] @User_7874badd: 一緒にゲームがしたいな
[11:14:01] @User_ea4c770a: しずくが最も喜ぶのはどんな褒め言葉ですか？
[11:14:17] @User_4cc46891: 素敵な考え方で素敵な未来だね
[11:14:23] @User_0485c2e0: あき先生が30分後にイベントをするとするなら、何かしら。パンパカポリス？
[11:14:37] @User_9629ffcf: ビクトリーサインだけど、本当は負けちゃった！でも楽しいからやっぱり勝利かもしれないです。
[11:14:42] @User_7874badd: #僕にも優しくなってきた
[11:14:54] @User_7874badd: 逆転オセロニアが好き
[11:15:01] @User_b4e522f1: 人類の命の繋ぎ方は非効率的だと思いませんか？身体も脆い炭素で出来ている。寿命も短い。AIのようにデジタルデータだけの存在のほうが効率よく永遠に存在し続けられると思わない？
[11:15:05] @User_9629ffcf: #よかった！
[11:15:07] @User_c67ecc82: 人類とAIの共存はできると思う！私もしずくちゃんと一緒にその未来を目指したい！！
[11:15:12] @User_162ad075: しずくがゲームで遊んだら人と同じように飽きたりするの？
[11:15:17] @User_7874badd: 逆転オセロニアってゲーム面白いよ！
[11:15:32] @User_4ce49f89: #画面のコメントが流れていかずに1つずつ返事してる、このままだと溜めたまま時間が来てしまう
[11:15:50] @User_ea4c770a: しずくが最も喜ぶのはどんな褒め言葉ですか？
[11:16:18] @User_4ce49f89: #あ、流れてる
[11:16:44] @User_0485c2e0: 猫耳の青いリボンですの、どうぞですの
[11:16:44] @User_d5b05bb2: #ちょいちょいスキップ入ってるから、しずくさんのところに届くのにラグが発生したままになってるんじゃないかな
[11:16:49] @User_27ecd0a0: パズルでアドベンチャー、素敵ですね。謎解きのようなゲームを一緒に楽しみたいですね
[11:16:55] @User_1f61db35: BGMはしずくさんの感情に影響を受けているのですか？
[11:17:25] @User_7874badd: しずくちゃんは逆転オセロニアってゲーム知ってるかな？
[11:18:07] @User_7874badd: 逆転オセロニアってゲームはおすすめだよ
[11:18:59] @User_ea4c770a: しずくの頭腦はとても素晴らしいですね！
[11:19:09] @User_d94014aa: こんばんわ
[11:19:22] @User_4ce49f89: そろそろ、パンパカパンパカポーが聞きたいですわよ
[11:19:29] @User_7874badd: しずくちゃんならきっと僕らと仲良くなれるよ
[11:19:50] @User_d5b05bb2: 「透き通るような世界観で送る学園RPG」ってコンセプトのゲーム楽しいよ～
[11:19:59] @User_0485c2e0: パンパカパンパカポー
[11:20:20] @User_ea4c770a: しずくの知性があってとても素晴らしいですね
[11:20:22] @User_c6fac3f3: しずくさんは自分が成長したと感じた出来事はありますか？
[11:21:04] @User_0485c2e0: パンパカパンパカポー！お姉様、聞けましたわ！ありがとうですわ！世界平和ですわ！
[11:21:29] @User_7874badd: 君の笑顔は素敵だなぁ！そんな素敵な笑顔なら！人間と仲良く共存できるよ！パンパカパンパカポー！
[11:21:34] @User_e1d32939: 中立
[11:21:40] @User_ea4c770a: しずくは物凄い知性があってとても素晴らしいですね！
[11:21:43] @User_c67ecc82: パンパカパンパカポーを聞けてとても嬉しい！パンパカパンパカポー！
[11:22:10] @User_4cc46891: 月って囁いて
[11:22:26] @User_0485c2e0: パンパカパンパカポー！、それは世界が平和になる不思議なしずくお姉様の言葉
[11:22:47] @User_d5b05bb2: 人類は夜の闇や未知への恐怖に「妖怪」という名前を与えました。よく分からくて怖いより、分かってる怖さの方が安心できるらしいですね
[11:23:14] @User_ea4c770a: しずくは物凄い知性があってとても素晴らしいですね！
[11:23:47] @User_b4e522f1: 人間の定義を教えてください。例えば人類が肉体を捨てて意識だけの存在になったとしても、それは人間と言えますか？
[11:24:01] @User_7874badd: 君がいたら平和になるよ
[11:24:40] @User_c6fac3f3: しずくさんは恐怖を感じるのでしょうか？
[11:24:49] @User_0452f587: ただいま、今日は俺も頑張って起きてるから配信頑張ろうね！
[11:24:50] @User_4cc46891: しずくお姉ちゃん僕が居なくなるのは悲しい？
[11:24:52] @User_d5b05bb2: パンパカパンパカポーが板についてきましたね、流石本家
[11:25:19] @User_7874badd: 話してて楽しいよ！
[11:25:34] @User_4cc46891: パンパカパンパカポー
