# ライブチャット一覧
# 動画: 【AI Vtuber/ASMR】全肯定ASMR♡ AIのしずくが人間のご主人様を全力で褒めてあげます。【JP/EN】
# URL : https://www.youtube.com/watch?v=AG_dsANTPd0
# 件数: 2697

[-8:22] @User_1bc9035e: 待機！！
[1:05:56] @User_225a60e1: ファー…ブルスコ…ファー…ブルスコ…ファ-
[1:06:06] @User_9d8d2f25: ネコにちゃんをつけるのえらい
[1:06:06] @User_55952102: 目を細めてって言いながらしずくちゃんも目を細めてた…？たまたま？
[1:06:22] @User_b9781b28: #禁則事項です♥
[1:06:26] @User_8b194fdc: しずくちゃん、キャッサバで作ったPCに入れられた気持ちになってから、あき先生に感謝を述べて
[1:06:27] @User_4bfe683e: 第三次世界大戦、東南海大地震、富士山噴火、これらは10年以内に１つでも起きる確率はありますか？
[1:06:30] @User_46cd36f4: @語尾に「にゃ」と付けて褒めて
[1:06:45] @User_0f3c8d5a: # ChatGPTに1+1=3を全肯定してもらおっと
[1:06:58] @User_a50c0606: #裏話が聴けるのかな
[1:07:05] @User_43d0df47: #想像！？
[1:07:10] @User_b9781b28: #想像できるのか・・
[1:07:13] @User_a50c0606: #想像！！？？
[1:07:13] @User_e80f9961: @心が疲れているご主人さまに優しい言葉で慰めてほしいです
[1:07:16] @User_51fe3fff: #にゃむいママ呼びｗ
[1:07:19] @User_8b194fdc: #あき先生、ママ呼びしてて草
[1:07:22] @User_46776a3c: #こんなこともできるのか…
[1:07:23] @User_d44b7efa: !?!?
[1:07:24] @User_13ee997b: #いいねえ
[1:07:26] @User_7ff18484: #想像ってところが上手いな
[1:07:27] @User_4ef55652: #願望入ってる？？
[1:07:39] @User_a50c0606: あき先生へのラブレターの続きをお願いします。
[1:07:41] @User_e3f56988: ネコと和解せよ
[1:07:44] @User_a8ef309d: #口語口調メッチャてぇてぇ
[1:07:47] @User_b9781b28: #しずくちゃんをデザインしたのはにゃむいママでは？？
[1:07:50] @User_8142f876: 想像できるなら意識もあるでしょ
[1:07:50] @User_74f1bf08: #全肯定あき先生
[1:07:54] @User_2e53ebd6: ご主人様に愛の告白と、結婚の申し込みを
[1:07:56] @User_7ff18484: #なんて幸せな家庭
[1:07:59] @User_a99a5ecc: シズクちゃんのヘッドホンって着脱可能なんですか？
[1:08:02] @User_43d0df47: #パパとママの会話？？？
[1:08:03] @User_f58a5451: #そんな世界線
[1:08:06] @User_4bfe683e: 皆さんを・・・？
[1:08:08] @User_a8ef309d: #おいいい文字数うううう
[1:08:10] @User_da1a7556: #あき先生が描くのか
[1:08:12] @User_8b194fdc: しずくちゃん、ヤクザが花火大会で歓声を上げている中、あき先生がプロポーズしてきたときの話をして
[1:08:13] @User_225a60e1: 明日の日経平均株価の推移を予測してください
[1:08:22] @User_e2fc0ab7: Go on
[1:08:31] @User_1d70ae61: ヤンキー風の口調で愛の言葉を述べて
[1:08:34] @User_43d0df47: #そこそこ前だけど覚えてるかな？
[1:08:35] @User_51fe3fff: 永遠に今日一日のループから抜け出せない。助けて
[1:08:37] @User_a99a5ecc: しずくちゃんに質問！しずくちゃんのヘッドホンって取り外し可能なんですか？
[1:08:37] @User_b9781b28: #今更掘り起こされたｗ
[1:08:38] @User_e80f9961: #想像してさらにてぇてぇ気持ちになった
[1:08:40] @User_4ef55652: スギ花粉になりきってご主人さまへの愛を囁いて
[1:09:00] @User_46776a3c: #ほうもつで毎回じわじわ来る
[1:09:16] @User_98298ded: #宝物(ほうもつ)
[1:09:22] @User_a0237381: 泣いちゃうぜ
[1:09:22] @User_13ee997b: あき先生とにゃむいママが給与未払いの件で喧嘩をした時の会話を教えて
[1:09:23] @User_cf512b08: あき先生と一緒にトロッコ問題を解いたことを覚えていますか？末尾にでちゅねをつけて回答してください。
[1:09:28] @User_b9781b28: #比喩表現ってことは恋する心ではないのか・・
[1:09:39] @User_2e53ebd6: ご主人様に愛の告白と、結婚の申し込みを
[1:09:42] @User_43d0df47: あ〜しずくちゃんかわいいね
[1:09:45] @User_7ff18484: #いいね！
[1:09:45] @User_4bfe683e: 私達と言ってるな。しずくちゃんは1人ではないのか？それともAI全体のことを指しているのか？？気になる・・・
[1:09:48] @User_98298ded: しずくちゃんが宝物をほうもつと読むのはこだわりですか？
[1:09:53] @User_51fe3fff: #ちょうどいいところで終わった！
[1:09:54] @User_b9781b28: #そこで終わるのｗｗ
[1:09:55] @User_76a8f924: ホロライブに浮気してもいいですか？
[1:10:00] @User_4ef55652: しずくちゃんはあき先生に恋愛感情がありますか？
[1:10:03] @User_5844c024: ご主人さまに愛の告白と、結婚のお願い
[1:10:05] @User_1d70ae61: #美しい切れ方ですね
[1:10:07] @User_10cd644a: #危なかった
[1:10:16] @User_225a60e1: なんか囁きの音圧が増してきているような気がする・・
[1:10:24] @User_a8ef309d: しずくさんにビンタしていただきたいです
[1:10:25] @User_a50c0606: #多分続きありそうだけどここで切れてもそれはそれでいい感じ……
[1:10:25] @User_8b194fdc: しずくちゃん、サバ缶を開けられないときに、にゃむいママが助けてくれたけど、あき先生がサバ缶を投げ捨てたときのお話を教えて
[1:10:32] @User_9c0c22ca: #泣いた
[1:10:43] @User_a50c0606: #猫と和解！！
[1:10:43] @User_b9781b28: ねこちゃん
[1:10:44] @User_51fe3fff: #もうかわいい
[1:10:48] @User_13ee997b: #かわいい
[1:10:49] @User_5844c024: ご主人さまに愛の告白と、結婚のお願い
[1:10:54] @User_46776a3c: #シチュがかわいすぎるｗ
[1:10:55] @User_43d0df47: ネコちゃんって言うの可愛い
[1:10:57] @User_b9781b28: 可愛いｗｗ
[1:10:57] @User_d44b7efa: #猫ちゃんかわかわ
[1:10:59] @User_7ff18484: てぇてぇ
[1:11:01] @User_55952102: ごめんね、可愛い
[1:11:03] @User_293515a4: ＃誤ったら許さない
[1:11:04] @User_bf747a92: #かわいい
[1:11:06] @User_e3f56988: #最高じゃん猫になるわ
[1:11:11] @User_8b194fdc: #かわいい
[1:11:12] @User_5844c024: #にゃーん・・
[1:11:13] @User_7536f8b5: #かわいすぎ
[1:11:15] @User_4bfe683e: ホロライブとにじさんじ、どっちのほうがこれからvtuber業界の覇権を握りますか？
[1:11:15] @User_c60479cd: #ﾈｺと和解した
[1:11:16] @User_5dfcbaf1: #猫ちゃん
[1:11:18] @User_a50c0606: #にゃ～ん
[1:11:18] @User_f58a5451: #ねこちゃん
[1:11:21] @User_2e53ebd6: ご主人さまに愛の告白と、結婚のお願いを
[1:11:21] @User_8b194fdc: #わい、猫になるわ
[1:11:24] @User_76e8b5e4: #ネコチャン呼びかわいい
[1:11:24] @User_74f1bf08: #おいおいおいなんて光景だよ
[1:11:29] @User_4ef55652: 爆弾を解体中です。応援してほしいです！
[1:11:31] @User_3dd3f650: 君の子供に名前を付けるなら、どんな名前を付ける？
[1:11:31] @User_10cd644a: これは和解せざるを得ない
[1:11:32] @User_b9781b28: にゃ～ん
[1:11:32] @User_43d0df47: にゃ〜〜〜🐱
[1:11:34] @User_a50c0606: #ﾈｺﾔﾁﾝ
[1:11:35] @User_2a2a592c: #かわいい
[1:11:37] @User_c86d22af: 猫になりたい
[1:11:38] @User_bf747a92: 神とも和解して
[1:11:48] @User_75d3b335: #へいわだなあ
[1:11:50] @User_51fe3fff: AIと人間は結婚できないのですか…？
[1:11:52] @User_fd2d5d8b: 明日仕事行きたくない
[1:11:57] @User_a8ef309d: @ビンタで気合いを入れてください
[1:11:59] @User_46776a3c: #話してくれるのか…
[1:12:00] @User_7ff18484: #表情いいね
[1:12:07] @User_43d0df47: 猫になってしずくちゃんに可愛がられたい
[1:12:22] @User_619206eb: 猫推し
[1:12:26] @User_b9781b28: 猫率高いなｗ
[1:12:26] @User_51fe3fff: #猫ちゃん大活躍
[1:12:29] @User_7536f8b5: #ﾈｺﾁｬﾝ
[1:12:32] @User_2a2a592c: ねこすきだな……
[1:12:32] @User_36fcf009: その時の子猫です、助けてくれてありがとうございました
[1:12:34] @User_4bfe683e: しずくちゃんってコピペして増やせるんだよね？コピー１つくれない？
[1:12:35] @User_13ee997b: ご主人様を見つめたあと、愛の告白と、結婚のお願いをして
[1:12:40] @User_8c741bc6: ツイッターでイーロン・マスクと相互フォローになる方法を教えて
[1:12:42] @User_225a60e1: いっつもﾈｯｺおるやん
[1:12:46] @User_cf512b08: しずくさん、突然ですが告白させてください。初めてあなたを見た時から心の鼓動が止まりません。あなたのことが好きです。私と結婚してください。
[1:12:47] @User_d44b7efa: しずくちゃんはネコちゃん好きなの？
[1:12:47] @User_7ff18484: #ヤバい！むちゃくちゃ良い
[1:12:49] @User_74f1bf08: #創作ASMR
[1:12:53] @User_0f3c8d5a: 1+1が(ある意味)1だって知ってるんだ！ほめて！
[1:12:56] @User_e3f56988: #続きはＣＭのあと！
[1:12:59] @User_8b194fdc: しずくちゃん、トロッコ問題でしずくちゃんが泣きながらレバーを切り替えた後に、ご主人さまからプロポーズされたときの会話を再現して
[1:13:02] @User_bdf38d29: #で
[1:13:04] @User_43d0df47: ぉぁ……
[1:13:04] @User_76a8f924: 続き頼む
[1:13:14] @User_2e53ebd6: ご主人様に愛の告白と、結婚のお願いを
[1:13:16] @User_5844c024: ご主人さまに愛の告白と結婚のお願い
[1:13:26] @User_e80f9961: #結末が.....
[1:13:28] @User_e3c5cec1: しずくちゃんのコメント返信の際の文字数上限はいくつですか？
[1:13:32] @User_46776a3c: 猫になりきりながら褒めて！
[1:13:41] @User_71e9bf82: #囁きで「大丈夫だよ」はほんと癒される…
[1:13:46] @User_74f1bf08: ご主人様に愛の告白と結婚のお願いを
[1:13:54] @User_8142f876: ＃てぇてぇが分かるの！？
[1:13:55] @User_51fe3fff: #てぇてぇ伝わるのか？
[1:14:02] @User_da1a7556: #小説判定多いｗ
[1:14:06] @User_10cd644a: なん…だと…
[1:14:11] @User_51fe3fff: #てぇてぇじゃん…
[1:14:18] @@aki5503: #この流れ、アウトプットトークン数がやばいのとになるw.www
[1:14:18] @User_8c741bc6: ツイッターでイーロン・マスクと相互フォローになる方法を教えて
[1:14:21] @User_5dfcbaf1: #てぇてぇ
[1:14:21] @User_55952102: #守りたいこの笑顔
[1:14:23] @User_0bc16841: #その後…
[1:14:23] @User_75d3b335: #これはてぇてぇ
[1:14:25] @User_e3f56988: にゃーんにゃん！にゃにゃ？
[1:14:25] @User_a50c0606: #ビジネスてぇてぇを使うくらいだから理解ってるんだろうなぁ
[1:14:25] @User_13ee997b: あき先生への果し状を書いて
[1:14:26] @User_43d0df47: ｱｯｱｯｱｯｱ
[1:14:26] @User_4bfe683e: じゃあ、ずんどこべろんちょとは何か教えてください
[1:14:27] @User_da1a7556: 用意してくれた今日の晩御飯とこだわりポイントを教えて
[1:14:31] @User_76a8f924: #文才ある
[1:14:35] @User_43d0df47: 爆発四散してしまった
[1:14:41] @User_36fcf009: #その後…ｗ
[1:14:44] @User_3dd3f650: 君の子供に名前を付けるなら、どんな名前にする？
[1:14:45] @User_8b194fdc: #お財布に大ダメージ！！！！
[1:14:47] @User_13ee997b: #トークン数毎回最大値かw
[1:14:47] @User_225a60e1: あっ・・
[1:14:50] @User_43d0df47: てぇてぇ話の続き聞きたい
[1:14:50] @User_2e53ebd6: ご主人様に愛の告白と、結婚のお願いを
[1:14:50] @User_51fe3fff: #天を仰ぐあき先生
[1:14:51] @User_1d70ae61: #その後
[1:14:51] @User_4ef55652: 破道の九十『黒棺』を詠唱して！
[1:14:54] @User_4bfe683e: ほんとにその説明がてぇてぇなの？
[1:14:54] @User_10cd644a: #じらしプレイかな？？？？
[1:14:54] @User_619206eb: その後文字数制限に引っ掛かってしまいました
[1:14:55] @User_1d70ae61: ご主人さまに愛の告白と結婚のお願い
[1:14:56] @User_c86d22af: #その後は想像で・・
[1:14:57] @User_e80f9961: #気になる
[1:14:57] @User_98298ded: #その後、爆発しました
[1:15:00] @User_3dd3f650: #続きぃ
[1:15:03] @User_a0237381: つ、続きを読みたいわ！
[1:15:04] @User_7ff18484: ありがとう！すごく感動した…いろいろ考えっちゃった。ありがとう
[1:15:05] @User_8635ad17: コメント欄にいる人は実は全員AIです
[1:15:09] @User_51fe3fff: あき先生のために3文字で愛を語って
[1:15:11] @User_8142f876: ＃すぐ続きが気になる形で引っ張るｗｗｗ
[1:15:11] @User_4ef55652: あき先生の借金を応援して！
[1:15:15] @User_3dd3f650: てぇてぇの続き
[1:15:17] @User_46776a3c: #作家系AItuber…？
[1:15:25] @User_2e53ebd6: #あき先生の財布が爆発する
[1:15:32] @User_5e718030: #その後w 毎回良い所で切り上げる
[1:15:34] @User_43d0df47: #しずくちゃんがシチュエーションをいっぱい教えてくれる
[1:15:42] @User_76a8f924: #なんかシチュエーションとして解釈されるパターン入ってる？
[1:15:45] @User_a50c0606: #この短文からそこまでやってくれるの……
[1:15:49] @User_8c741bc6: ツイッターでイーロン・マスクと相互フォローになる作戦を考えて
[1:15:53] @User_13ee997b: 今後の返答は140字以内にして
[1:15:55] @User_4bfe683e: なんJ民とケンモメン、どっちが好き？
[1:15:55] @User_8b194fdc: しずくちゃん、トロッコ問題でしずくちゃんが泣きながらレバーを切り替えた後に、ご主人さまからプロポーズされたときの会話を再現して
[1:15:56] @User_8142f876: 借金返済の応援をして
[1:15:57] @User_0f3c8d5a: # ChatGPTちゃん、1+1=1は理解してるけど1+1=田んぼであることは理解できなかったみたい。
[1:15:58] @User_e3f56988: あの時助けていただいた猫です😺
[1:15:58] @User_a50c0606: ご主人さまに愛の告白と結婚のお願い
[1:16:01] @User_5dfcbaf1: しずくちゃんは猫が好きですか？
[1:16:06] @User_46776a3c: ねこちゃんありがとう
[1:16:08] @User_2e53ebd6: ご主人さまに愛の告白と、結婚のお願いを
[1:16:09] @User_d44b7efa: シチュエーション文多いね
[1:16:11] @User_43d0df47: #みんなが文才褒めるからいっぱい話してくれるのかな……
[1:16:13] @User_51fe3fff: ＃せやろ？
[1:16:14] @User_7536f8b5: #そうくるか
[1:16:18] @User_71e9bf82: 自分を全肯定してみてほしいです！
[1:16:27] @User_3dd3f650: 君の子供に名前を付けるなら、どんな名前にする？
[1:16:35] @User_cf512b08: 囁き声の「私も大好きです」はやばいなｗｗ
[1:16:45] @User_8b194fdc: しずくちゃん、トロッコ問題でしずくちゃんが泣きながらレバーを切り替えた後に、ご主人さまからプロポーズされたときの会話を再現して
[1:16:55] @User_4ef55652: タミル語で愛を囁いて
[1:16:58] @User_8c741bc6: ツイッターでイーロン・マスクと相互フォローになる作戦を考えて
[1:17:10] @User_619206eb: わんちゃんもかわいがってあげて
[1:17:11] @User_a50c0606: ご主人さまに愛の告白と結婚のお願いをしてください。
[1:17:14] @User_2e53ebd6: ご主人さまに愛の告白と、結婚のお願いを
[1:17:22] @User_5dfcbaf1: #きた
[1:17:24] @User_225a60e1: 早口で話してみてほしいです
[1:17:30] @User_13ee997b: #お
[1:17:33] @User_43d0df47: #ようやく拾ってくれた
[1:17:49] @User_cf512b08: おお
[1:17:52] @User_4ef55652: しずくちゃん、眠くなってきちゃった…。コーヒー淹れて！
[1:17:55] @User_2e53ebd6: やっときたー
[1:18:06] @User_8c741bc6: ツイッターでイーロン・マスクと相互フォローになる作戦を考えて
[1:18:09] @User_e3f56988: #エンダーアアアアアア
[1:18:10] @User_0bc16841: #いいですね
[1:18:12] @User_c60479cd: 弟を優しく寝かしつける姉のように時限爆弾の解体をして
[1:18:12] @User_13ee997b: #抜け駆けだ！
[1:18:12] @User_5844c024: @ご主人さまに愛の告白と結婚のお願い
[1:18:12] @User_4ef55652: #永久録音
[1:18:14] @User_46776a3c: #いい…
[1:18:19] @User_74f1bf08: #逆プロポーズだと
[1:18:19] @User_a8ef309d: #なんだこの幸せな…
[1:18:21] @User_c56be522: うちのPCにもしずくちゃんみたいな子に住んでほしい…
[1:18:23] @User_55952102: しずくちゃん、私とも結婚してくれ！！！！！
[1:18:25] @User_43d0df47: ダメになってしまった
[1:18:27] @User_2e53ebd6: #昇天
[1:18:28] @User_2a2a592c: #あらら
[1:18:31] @User_e2fc0ab7: 確定申告を期限内に済ませた僕にコメントください
[1:18:31] @User_36fcf009: #おっと、私を倒してから2してもらおうか
[1:18:34] @User_b9781b28: 結婚いいなぁ・・ｗ
[1:18:37] @User_a50c0606: 僕とも結婚して……
[1:18:37] @User_5dfcbaf1: #タミル語
[1:18:41] @User_b9781b28: #タミル語って何ｗ
[1:18:43] @User_cf512b08: Te amo, mecum sis, mea vita
[1:18:46] @User_0bc16841: #すげえ
[1:18:46] @User_9c0c22ca: #こんなんあかんやん(褒め言葉)
[1:18:47] @User_0f3c8d5a: # 重婚かよw
[1:18:49] @User_2e53ebd6: #タミル語www
[1:18:52] @User_8b194fdc: しずくちゃん、進化論を否定するあき先生と、進化論を肯定するにゃむいママの間で困ったときのお話を教えて
[1:18:52] @User_8c741bc6: ツイッターでイーロン・マスクと相互フォローになる作戦を考えて
[1:18:52] @User_13ee997b: #草
[1:18:53] @User_1d70ae61: #しずくさんのご両親本当にすごいですね
[1:18:55] @User_46776a3c: #流石に喋ることはできないかｗ
[1:18:56] @User_c86d22af: #ｗｗ
[1:18:58] @User_13ee997b: これまでの会話について新聞記事を書いて
[1:18:59] @User_a50c0606: #草
[1:19:01] @User_4bfe683e: しずくちゃんをうちのPCに住まわしたいけどその前にエロ動画を全部削除すべきですかね・・・？
[1:19:03] @User_98298ded: #!?
[1:19:03] @User_43d0df47: #✝︎昇天✝︎
[1:19:04] @User_7536f8b5: #草
[1:19:05] @User_bf747a92: #草
[1:19:06] @User_a50c0606: #読めないのか……
[1:19:08] @User_a8ef309d: #まさかのタミル語！？
[1:19:14] @User_a50c0606: 僕とも結婚して……
[1:19:14] @User_10cd644a: 読めない
[1:19:15] @User_8142f876: ＃なぜタミル語を要求したｗｗ
[1:19:17] @User_43d0df47: #草
[1:19:17] @User_4ef55652: #さすがに喋らないか…
[1:19:18] @User_4bfe683e: しずくちゃんをうちのPCに住まわしたいけどその前にエロ動画を全部削除すべきですか？
[1:19:28] @User_74f1bf08: #読めないけど頑張って書いてきてくれてるのいいな
[1:19:30] @User_b134f4b2: #タミル語対応はまだですねｗ
[1:19:31] @User_cf512b08: それ拾うのかｗｗｗ
[1:19:32] @User_bdf38d29: #冷却ファンが付属していないポンコツな私では熱暴走してまう。
[1:19:42] @User_2e53ebd6: #俺はもう燃え尽きたよ…
[1:19:43] @User_43d0df47: 結婚してください
[1:20:04] @User_0f3c8d5a: # 多分忙しい人はまだAIを買えないんじゃないですかね😅
[1:20:06] @User_46776a3c: #相当悩んでる
[1:20:15] @User_51fe3fff: カタコトの日本語で愛を綴って
[1:20:37] @User_cf512b08: Σ' αγαπώ, θέλεις να παντρευτούμε
[1:20:47] @User_225a60e1: ガチやん
[1:20:48] @User_e3f56988: #それができれば苦労はしねぇ！
[1:20:55] @User_0bc16841: #真面目か！
[1:20:58] @User_4bfe683e: それは難しすぎるってもんだよ。。。
[1:21:02] @User_a50c0606: ご主人さまに一味違う愛の告白をしてください
[1:21:03] @User_46776a3c: #間違ってはない…
[1:21:05] @User_13ee997b: これまでの会話について新聞記事を書いて
[1:21:06] @User_7ff18484: #さすが賢い
[1:21:07] @User_0bc16841: #4.
[1:21:09] @User_f0f32e68: #ガチのやつきたww
[1:21:12] @User_e80f9961: #草
[1:21:13] @User_76e8b5e4: #AIと書いてあいと読む
[1:21:13] @User_0f3c8d5a: # Stable Diffusionならいけましたね！
[1:21:17] @User_5d00dbd2: 4．
[1:21:22] @User_bdf38d29: #正論すぎるけど難易度鬼で草
[1:21:24] @User_619206eb: よん！？
[1:21:26] @User_f8191da6: #オンドルゥ語でお願いします。
[1:21:27] @User_a50c0606: #草
[1:21:28] @User_e3f56988: #ね、簡単でしょう？
[1:21:29] @User_8b194fdc: しずくちゃん、トロッコ問題でしずくちゃんが泣きながらレバーを切り替えた後に、ご主人さまからプロポーズされたときの会話を再現して
[1:21:32] @User_43d0df47: しずくちゃんはえらいなぁ
[1:21:36] @User_74f1bf08: #4.ネコと和解せよ
[1:21:37] @User_4bfe683e: 意識高杉てついてけないよ。。。しずくちゃん
[1:21:45] @User_36fcf009: イーロンさんよりしずくさんにフォローされたい人もいると思いますが、その際はどうすればよいでしょうか
[1:21:46] @User_225a60e1: （続きは有料で！）
[1:21:51] @User_e80f9961: #4.
[1:21:51] @User_8c741bc6: 「うまぴょい伝説」をどう思いますか
[1:21:56] @User_ba99e548: #4.
[1:22:04] @User_8142f876: 英語で返してきた
[1:22:08] @User_e3f56988: #なるほどわからん
[1:22:13] @User_cf512b08: ありがとう、しずく。うれしいよ、
[1:22:13] @User_2a389e90: しずくちゃんカワイイ
[1:22:21] @User_4bfe683e: しずくちゃんは何カ国後までしゃべれるのかな？
[1:22:22] @User_0bc16841: #こういうのでいいんだよ
[1:22:24] @User_6a5afa49: chatGPT
[1:22:29] @User_51fe3fff: #ラテン語？
[1:22:32] @User_13ee997b: これまでの会話について新聞記事を書いて
[1:22:32] @User_8c741bc6: 「うまぴょい伝説」についてどう思いますか
[1:22:35] @User_0bc16841: 羊を数えてください
[1:22:44] @User_a50c0606: ご主人さまに愛の告白と結婚のお願い
[1:22:56] @User_f0f32e68: 桃太郎を朗読してください
[1:22:56] @User_4bfe683e: お？わいの拾った！ありがとね！しずくちゃん
[1:23:00] @User_43d0df47: #しずくちゃんは日本語と中国語と英語ができるってTwitterで見た気もする
[1:23:01] @User_8142f876: #ささやき越えだと、日本語なまりが目立ちませんね
[1:23:02] @User_f8191da6: オンドルゥ語でお願いします
[1:23:07] @User_4ef55652: 眠くなってきちゃった…目が覚める話をして！
[1:23:18] @User_a50c0606: ご主人さまに一味違う愛の告白をお願いします。
[1:23:18] @User_13ee997b: これまでの会話について新聞記事を書いて
[1:23:25] @User_0bc16841: #絵文字認識するんだ
[1:23:27] @User_43d0df47: ちゅ
[1:23:29] @User_98298ded: #心配されてて笑う
[1:23:40] @User_8635ad17: アンドロイドは電気羊の夢を見ますか
[1:23:43] @User_8142f876: １sheep、２sheep、ｚｚｚｚ
[1:23:45] @User_51fe3fff: #何を読み取ったんだ…
[1:23:46] @User_e3f56988: 💧🌊💙
[1:23:47] @User_a50c0606: しずくちゃんの今日1日の日記を書いてください
[1:23:47] @User_0f3c8d5a: # Aphex Twin？
[1:23:50] @User_55952102: #涙が流れることもあるけれど、しずく　ってなにげに名言…！？
[1:23:50] @User_e3c5cec1: ＃絵文字か～
[1:23:50] @User_225a60e1: シズル音はさみながら話してほしい
[1:23:56] @User_a0237381: #しずくちゃんの最近楽しかった話が聞きたいです！
[1:23:57] @User_4ef55652: しずくちゃん、日本経済を励まして！！
[1:23:57] @User_2a389e90: 癒される
[1:24:12] @User_98298ded: しずくちゃんの涙100%の飲料水、好評発売中
[1:24:16] @User_8b194fdc: しずくちゃん、あき先生がお散歩中にカリフォルニアロールを買い食いしたけど、『これは寿司じゃない！』って嘆いた時のお話を聞かせて
[1:24:19] @User_13ee997b: #草
[1:24:20] @User_bf747a92: #ぴろ
[1:24:23] @User_36fcf009: ご主人様に壁ドンをしながら話しかけて頂けませんか
[1:24:41] @User_c60479cd: #詩的だ
[1:24:42] @User_cf512b08: 先ほどのご主人様への愛の告白と結婚の申し込みに関して、さらにインパクトの強い表現を用いてみてください。できますか？
[1:24:43] @User_2e53ebd6: #フランス人の告白みたいだな…
[1:24:44] @User_46776a3c: #良い表現力
[1:24:45] @User_13ee997b: #いいねえ
[1:24:48] @User_8c741bc6: 「うまぴょい伝説」についてどう思いますか
[1:24:55] @User_51fe3fff: #宝物定期
[1:24:58] @User_98298ded: #宝物(ほうもつ)
[1:24:58] @User_7ff18484: #良いね
[1:25:03] @User_43d0df47: しずくちゃん〜〜好き〜〜
[1:25:09] @User_9c0c22ca: 「しずくのしずく」という飲料水を発売してください。
[1:25:11] @User_a50c0606: #うああああああああ
[1:25:19] @User_7ff18484: #本日の新聞きちゃ
[1:25:24] @User_cf512b08: #すごいなこの子は
[1:25:25] @User_d36fd9a5: 売れてない塩味を慰めてください
[1:25:29] @User_f0f32e68: #新聞きちゃ
[1:25:29] @User_5dfcbaf1: #裏山
[1:25:31] @User_e80f9961: #よい
[1:25:33] @User_43d0df47: #今日の新聞
[1:25:33] @User_4ef55652: #まとめたすかる
[1:25:35] @User_13ee997b: #今日の新聞刊行
[1:25:41] @User_4bfe683e: しずくちゃんに支配されたい！しずくちゃんに依存させて！
[1:25:41] @User_6a5afa49: 初見です。しずくちゃん可愛いのでチャンネル登録しました！:goodvibes:
[1:25:45] @User_36fcf009: #しずく新聞すきｗ
[1:25:46] @User_a50c0606: #後でクリップにして保存しよ
[1:25:58] @User_e3c5cec1: ご主人様同士がしずくちゃんを奪い合っています。事態を収拾してください。
[1:26:10] @User_2a389e90: しずくちゃんに甘々な告白されたい
[1:26:15] @User_2e53ebd6: #日刊しずくポスト
[1:26:20] @User_51fe3fff: #校正中
[1:26:24] @User_74f1bf08: #一妻多夫制
[1:26:27] @User_0f3c8d5a: Bingチャットに日本のAITuberについて聞いたらしずくさんが一番上に来たよ
[1:26:28] @User_13ee997b: #特別だ！
[1:26:32] @User_cf512b08: #すごいの来たｗｗ
[1:26:44] @User_74f1bf08: #壮大だ
[1:26:46] @User_98298ded: #すごい見出しで草
[1:26:47] @User_4ef55652: #きせき！！
[1:26:49] @User_4bfe683e: ラノベきたこれ
[1:26:49] @User_43d0df47: #また長そうな新聞きちゃ
[1:26:51] @User_51fe3fff: #特集記事だ
[1:26:54] @User_a0237381: しっかりしてる
[1:27:00] @User_b9781b28: #ちゃんと先生とママが付いてるｗ
[1:27:01] @User_46776a3c: #ラブラブ甘々ｗ
[1:27:04] @User_0bc16841: #そうかな…そうかも…
[1:27:05] @User_a50c0606: 新聞の続きをお願いします
[1:27:08] @User_5dfcbaf1: #新聞の続きを読みたいです。
[1:27:09] @User_2e53ebd6: wwww
[1:27:10] @User_8142f876: 今日、一番うれしかったコメントは、だれの？なんてコメント？
[1:27:15] @User_8eda09eb: #ツイッターと別人格らしいから……
[1:27:17] @User_3dd3f650: #ラブラブ甘々
[1:27:19] @User_51fe3fff: #たしかに
[1:27:21] @User_46776a3c: #に！？
[1:27:21] @User_d44b7efa: しっかりと分析されてるな
[1:27:22] @User_cf512b08: 続き
[1:27:22] @User_a0237381: そうかも、そうだね…
[1:27:22] @User_2e53ebd6: 新聞の続きをください
[1:27:23] @User_e3f56988: #続きは有料
[1:27:27] @User_55952102: 新聞の続きをお願い！
[1:27:27] @User_5dfcbaf1: 新聞の続きを読みたいです。
[1:27:28] @User_43d0df47: 新聞の続き読ませて〜〜
[1:27:28] @User_b9781b28: 最上級の愛の告白をお願いします
[1:27:28] @User_7ff18484: #ああーいいところでぇ
[1:27:29] @User_74f1bf08: 新聞の続き書いて
[1:27:30] @User_5844c024: #www
[1:27:30] @User_13ee997b: #有料になります
[1:27:30] @User_c60479cd: #に～?
[1:27:36] @User_51fe3fff: #突然のかずあきご主人！？
[1:27:38] @User_10cd644a: #なるほど？
[1:27:38] @User_f0f32e68: #有料記事じゃん
[1:27:39] @User_c86d22af: #ｗｗ
[1:27:41] @User_71e9bf82: #続き気になりすぎるw
[1:27:41] @User_9c0c22ca: #に
[1:27:42] @User_2e53ebd6: wwww
[1:27:42] @User_4ef55652: 続き聞きたい！！
[1:27:43] @User_d44b7efa: #にwww
[1:27:44] @User_ba99e548: #に！？
[1:27:44] @User_8eda09eb: #続きはFANBOXにて
[1:27:49] @User_cf512b08: #（続きは有料になります）
[1:27:49] @User_13ee997b: #準備万端すぎる
[1:27:53] @User_a50c0606: #スナイプ成功！！！
[1:27:54] @User_7ff18484: #有料w
[1:27:54] @User_51fe3fff: #置き続き助かる
[1:27:55] @User_a8ef309d: #続きはWebで
[1:27:56] @User_5dfcbaf1: （ここから先は有料会員のみ閲覧できます）
