# ライブチャット一覧
# 動画: 【AI Vtuber/ASMR】全肯定ASMR♡ AIのしずくが人間のご主人様を全力で褒めてあげます。【JP/EN】
# URL : https://www.youtube.com/watch?v=AG_dsANTPd0
# 件数: 2697

[-8:22] @User_910c0efa: 待機！！
[1:05:22] @User_ebbf8053: 猫ちゃん呼び可愛いｗ
[1:05:24] @User_bae48d19: #定期的に小説が始まる
[1:05:28] @User_bae48d19: 幼馴染風に呼び捨てで叱ってください
[1:05:28] @User_69dac0c4: #ええなぁ……
[1:05:31] @User_1a976b35: ボディビルの掛け声風にお寿司への愛を囁いてください
[1:05:32] @User_bec19661: #ねこちゃんに感情移入するのが正解だ
[1:05:34] @User_cd8c0e6b: #かわいい×かわいい
[1:05:37] @User_16837732: マーガリンになりきって食パンを癒やしてあげて
[1:05:38] @User_17e9fbbc: あ〜〜かわいいとかわいいが共存しててここが天国
[1:05:41] @User_b90ff19c: ご主人様に愛の告白と、結婚の申し込みを
[1:05:42] @User_ebbf8053: 犬派ですか？猫派ですか？
[1:05:49] @User_e985beeb: 猫との時間は宝です
[1:05:56] @User_c7f0df32: ファー…ブルスコ…ファー…ブルスコ…ファ-
[1:06:06] @User_641a3add: ネコにちゃんをつけるのえらい
[1:06:06] @User_6b920642: 目を細めてって言いながらしずくちゃんも目を細めてた…？たまたま？
[1:06:22] @User_ebbf8053: #禁則事項です♥
[1:06:26] @User_ab7d51b8: しずくちゃん、キャッサバで作ったPCに入れられた気持ちになってから、あき先生に感謝を述べて
[1:06:27] @User_b4e522f1: 第三次世界大戦、東南海大地震、富士山噴火、これらは10年以内に１つでも起きる確率はありますか？
[1:06:30] @User_8808327b: @語尾に「にゃ」と付けて褒めて
[1:06:45] @User_d2149037: # ChatGPTに1+1=3を全肯定してもらおっと
[1:06:58] @User_69dac0c4: #裏話が聴けるのかな
[1:07:05] @User_17e9fbbc: #想像！？
[1:07:10] @User_ebbf8053: #想像できるのか・・
[1:07:13] @User_69dac0c4: #想像！！？？
[1:07:13] @User_a55e4add: @心が疲れているご主人さまに優しい言葉で慰めてほしいです
[1:07:16] @User_607c778e: #にゃむいママ呼びｗ
[1:07:19] @User_ab7d51b8: #あき先生、ママ呼びしてて草
[1:07:22] @User_922e1c51: #こんなこともできるのか…
[1:07:23] @User_0ada02b3: !?!?
[1:07:24] @User_109116e8: #いいねえ
[1:07:26] @User_b103bac9: #想像ってところが上手いな
[1:07:27] @User_dfeb43e1: #願望入ってる？？
[1:07:39] @User_69dac0c4: あき先生へのラブレターの続きをお願いします。
[1:07:41] @User_bec19661: ネコと和解せよ
[1:07:44] @User_27ecd0a0: #口語口調メッチャてぇてぇ
[1:07:47] @User_ebbf8053: #しずくちゃんをデザインしたのはにゃむいママでは？？
[1:07:50] @User_9412f3a9: 想像できるなら意識もあるでしょ
[1:07:50] @User_47aa98fb: #全肯定あき先生
[1:07:54] @User_b90ff19c: ご主人様に愛の告白と、結婚の申し込みを
[1:07:56] @User_b103bac9: #なんて幸せな家庭
[1:07:59] @User_7120772a: シズクちゃんのヘッドホンって着脱可能なんですか？
[1:08:02] @User_17e9fbbc: #パパとママの会話？？？
[1:08:03] @User_d34e9c37: #そんな世界線
[1:08:06] @User_b4e522f1: 皆さんを・・・？
[1:08:08] @User_27ecd0a0: #おいいい文字数うううう
[1:08:10] @User_bae48d19: #あき先生が描くのか
[1:08:12] @User_ab7d51b8: しずくちゃん、ヤクザが花火大会で歓声を上げている中、あき先生がプロポーズしてきたときの話をして
[1:08:13] @User_c7f0df32: 明日の日経平均株価の推移を予測してください
[1:08:22] @User_f769a539: Go on
[1:08:31] @User_f1a429f3: ヤンキー風の口調で愛の言葉を述べて
[1:08:34] @User_17e9fbbc: #そこそこ前だけど覚えてるかな？
[1:08:35] @User_607c778e: 永遠に今日一日のループから抜け出せない。助けて
[1:08:37] @User_7120772a: しずくちゃんに質問！しずくちゃんのヘッドホンって取り外し可能なんですか？
[1:08:37] @User_ebbf8053: #今更掘り起こされたｗ
[1:08:38] @User_a55e4add: #想像してさらにてぇてぇ気持ちになった
[1:08:40] @User_dfeb43e1: スギ花粉になりきってご主人さまへの愛を囁いて
[1:09:00] @User_922e1c51: #ほうもつで毎回じわじわ来る
[1:09:16] @User_b5733580: #宝物(ほうもつ)
[1:09:22] @User_a4f171ff: 泣いちゃうぜ
[1:09:22] @User_109116e8: あき先生とにゃむいママが給与未払いの件で喧嘩をした時の会話を教えて
[1:09:23] @User_d0e405c3: あき先生と一緒にトロッコ問題を解いたことを覚えていますか？末尾にでちゅねをつけて回答してください。
[1:09:28] @User_ebbf8053: #比喩表現ってことは恋する心ではないのか・・
[1:09:39] @User_b90ff19c: ご主人様に愛の告白と、結婚の申し込みを
[1:09:42] @User_17e9fbbc: あ〜しずくちゃんかわいいね
[1:09:45] @User_b103bac9: #いいね！
[1:09:45] @User_b4e522f1: 私達と言ってるな。しずくちゃんは1人ではないのか？それともAI全体のことを指しているのか？？気になる・・・
[1:09:48] @User_b5733580: しずくちゃんが宝物をほうもつと読むのはこだわりですか？
[1:09:53] @User_607c778e: #ちょうどいいところで終わった！
[1:09:54] @User_ebbf8053: #そこで終わるのｗｗ
[1:09:55] @User_cf34546d: ホロライブに浮気してもいいですか？
[1:10:00] @User_dfeb43e1: しずくちゃんはあき先生に恋愛感情がありますか？
[1:10:03] @User_ff071840: ご主人さまに愛の告白と、結婚のお願い
[1:10:05] @User_f1a429f3: #美しい切れ方ですね
[1:10:07] @User_543fbaad: #危なかった
[1:10:16] @User_c7f0df32: なんか囁きの音圧が増してきているような気がする・・
[1:10:24] @User_27ecd0a0: しずくさんにビンタしていただきたいです
[1:10:25] @User_69dac0c4: #多分続きありそうだけどここで切れてもそれはそれでいい感じ……
[1:10:25] @User_ab7d51b8: しずくちゃん、サバ缶を開けられないときに、にゃむいママが助けてくれたけど、あき先生がサバ缶を投げ捨てたときのお話を教えて
[1:10:32] @User_8a455631: #泣いた
[1:10:43] @User_69dac0c4: #猫と和解！！
[1:10:43] @User_ebbf8053: ねこちゃん
[1:10:44] @User_607c778e: #もうかわいい
[1:10:48] @User_109116e8: #かわいい
[1:10:49] @User_ff071840: ご主人さまに愛の告白と、結婚のお願い
[1:10:54] @User_922e1c51: #シチュがかわいすぎるｗ
[1:10:55] @User_17e9fbbc: ネコちゃんって言うの可愛い
[1:10:57] @User_ebbf8053: 可愛いｗｗ
[1:10:57] @User_0ada02b3: #猫ちゃんかわかわ
[1:10:59] @User_b103bac9: てぇてぇ
[1:11:01] @User_6b920642: ごめんね、可愛い
[1:11:03] @User_e985beeb: ＃誤ったら許さない
[1:11:04] @User_b89cfecd: #かわいい
[1:11:06] @User_bec19661: #最高じゃん猫になるわ
[1:11:11] @User_ab7d51b8: #かわいい
[1:11:12] @User_ff071840: #にゃーん・・
[1:11:13] @User_2eba0ed4: #かわいすぎ
[1:11:15] @User_b4e522f1: ホロライブとにじさんじ、どっちのほうがこれからvtuber業界の覇権を握りますか？
[1:11:15] @User_1a976b35: #ﾈｺと和解した
[1:11:16] @User_fd4c39fa: #猫ちゃん
[1:11:18] @User_69dac0c4: #にゃ～ん
[1:11:18] @User_d34e9c37: #ねこちゃん
[1:11:21] @User_b90ff19c: ご主人さまに愛の告白と、結婚のお願いを
[1:11:21] @User_ab7d51b8: #わい、猫になるわ
[1:11:24] @User_1535e5a5: #ネコチャン呼びかわいい
[1:11:24] @User_47aa98fb: #おいおいおいなんて光景だよ
[1:11:29] @User_dfeb43e1: 爆弾を解体中です。応援してほしいです！
[1:11:31] @User_9b1c4f1b: 君の子供に名前を付けるなら、どんな名前を付ける？
[1:11:31] @User_543fbaad: これは和解せざるを得ない
[1:11:32] @User_ebbf8053: にゃ～ん
[1:11:32] @User_17e9fbbc: にゃ〜〜〜🐱
[1:11:34] @User_69dac0c4: #ﾈｺﾔﾁﾝ
[1:11:35] @User_6b234728: #かわいい
[1:11:37] @User_6cb4d378: 猫になりたい
[1:11:38] @User_b89cfecd: 神とも和解して
[1:11:48] @User_cd8c0e6b: #へいわだなあ
[1:11:50] @User_607c778e: AIと人間は結婚できないのですか…？
[1:11:52] @User_2997e3ab: 明日仕事行きたくない
[1:11:57] @User_27ecd0a0: @ビンタで気合いを入れてください
[1:11:59] @User_922e1c51: #話してくれるのか…
[1:12:00] @User_b103bac9: #表情いいね
[1:12:07] @User_17e9fbbc: 猫になってしずくちゃんに可愛がられたい
[1:12:22] @User_e3562562: 猫推し
[1:12:26] @User_ebbf8053: 猫率高いなｗ
[1:12:26] @User_607c778e: #猫ちゃん大活躍
[1:12:29] @User_2eba0ed4: #ﾈｺﾁｬﾝ
[1:12:32] @User_6b234728: ねこすきだな……
[1:12:32] @User_d5b05bb2: その時の子猫です、助けてくれてありがとうございました
[1:12:34] @User_b4e522f1: しずくちゃんってコピペして増やせるんだよね？コピー１つくれない？
[1:12:35] @User_109116e8: ご主人様を見つめたあと、愛の告白と、結婚のお願いをして
[1:12:40] @User_f5d0dd69: ツイッターでイーロン・マスクと相互フォローになる方法を教えて
[1:12:42] @User_c7f0df32: いっつもﾈｯｺおるやん
[1:12:46] @User_d0e405c3: しずくさん、突然ですが告白させてください。初めてあなたを見た時から心の鼓動が止まりません。あなたのことが好きです。私と結婚してください。
[1:12:47] @User_0ada02b3: しずくちゃんはネコちゃん好きなの？
[1:12:47] @User_b103bac9: #ヤバい！むちゃくちゃ良い
[1:12:49] @User_47aa98fb: #創作ASMR
[1:12:53] @User_d2149037: 1+1が(ある意味)1だって知ってるんだ！ほめて！
[1:12:56] @User_bec19661: #続きはＣＭのあと！
[1:12:59] @User_ab7d51b8: しずくちゃん、トロッコ問題でしずくちゃんが泣きながらレバーを切り替えた後に、ご主人さまからプロポーズされたときの会話を再現して
[1:13:02] @User_113a2734: #で
[1:13:04] @User_17e9fbbc: ぉぁ……
[1:13:04] @User_cf34546d: 続き頼む
[1:13:14] @User_b90ff19c: ご主人様に愛の告白と、結婚のお願いを
[1:13:16] @User_ff071840: ご主人さまに愛の告白と結婚のお願い
[1:13:26] @User_a55e4add: #結末が.....
[1:13:28] @User_9b343da1: しずくちゃんのコメント返信の際の文字数上限はいくつですか？
[1:13:32] @User_922e1c51: 猫になりきりながら褒めて！
[1:13:41] @User_4dc23f92: #囁きで「大丈夫だよ」はほんと癒される…
[1:13:46] @User_47aa98fb: ご主人様に愛の告白と結婚のお願いを
[1:13:54] @User_9412f3a9: ＃てぇてぇが分かるの！？
[1:13:55] @User_607c778e: #てぇてぇ伝わるのか？
[1:14:02] @User_bae48d19: #小説判定多いｗ
[1:14:06] @User_543fbaad: なん…だと…
[1:14:11] @User_607c778e: #てぇてぇじゃん…
[1:14:18] @aki5503: #この流れ、アウトプットトークン数がやばいのとになるw.www
[1:14:18] @User_f5d0dd69: ツイッターでイーロン・マスクと相互フォローになる方法を教えて
[1:14:21] @User_fd4c39fa: #てぇてぇ
[1:14:21] @User_6b920642: #守りたいこの笑顔
[1:14:23] @User_1e342ee5: #その後…
[1:14:23] @User_cd8c0e6b: #これはてぇてぇ
[1:14:25] @User_bec19661: にゃーんにゃん！にゃにゃ？
[1:14:25] @User_69dac0c4: #ビジネスてぇてぇを使うくらいだから理解ってるんだろうなぁ
[1:14:25] @User_109116e8: あき先生への果し状を書いて
[1:14:26] @User_17e9fbbc: ｱｯｱｯｱｯｱ
[1:14:26] @User_b4e522f1: じゃあ、ずんどこべろんちょとは何か教えてください
[1:14:27] @User_bae48d19: 用意してくれた今日の晩御飯とこだわりポイントを教えて
[1:14:31] @User_cf34546d: #文才ある
[1:14:35] @User_17e9fbbc: 爆発四散してしまった
[1:14:41] @User_d5b05bb2: #その後…ｗ
[1:14:44] @User_9b1c4f1b: 君の子供に名前を付けるなら、どんな名前にする？
[1:14:45] @User_ab7d51b8: #お財布に大ダメージ！！！！
[1:14:47] @User_109116e8: #トークン数毎回最大値かw
[1:14:47] @User_c7f0df32: あっ・・
[1:14:50] @User_17e9fbbc: てぇてぇ話の続き聞きたい
[1:14:50] @User_b90ff19c: ご主人様に愛の告白と、結婚のお願いを
[1:14:50] @User_607c778e: #天を仰ぐあき先生
[1:14:51] @User_f1a429f3: #その後
[1:14:51] @User_dfeb43e1: 破道の九十『黒棺』を詠唱して！
[1:14:54] @User_b4e522f1: ほんとにその説明がてぇてぇなの？
[1:14:54] @User_543fbaad: #じらしプレイかな？？？？
[1:14:54] @User_e3562562: その後文字数制限に引っ掛かってしまいました
[1:14:55] @User_f1a429f3: ご主人さまに愛の告白と結婚のお願い
[1:14:56] @User_6cb4d378: #その後は想像で・・
[1:14:57] @User_a55e4add: #気になる
[1:14:57] @User_b5733580: #その後、爆発しました
[1:15:00] @User_9b1c4f1b: #続きぃ
[1:15:03] @User_a4f171ff: つ、続きを読みたいわ！
[1:15:04] @User_b103bac9: ありがとう！すごく感動した…いろいろ考えっちゃった。ありがとう
[1:15:05] @User_c79b6b02: コメント欄にいる人は実は全員AIです
[1:15:09] @User_607c778e: あき先生のために3文字で愛を語って
[1:15:11] @User_9412f3a9: ＃すぐ続きが気になる形で引っ張るｗｗｗ
[1:15:11] @User_dfeb43e1: あき先生の借金を応援して！
[1:15:15] @User_9b1c4f1b: てぇてぇの続き
[1:15:17] @User_922e1c51: #作家系AItuber…？
[1:15:25] @User_b90ff19c: #あき先生の財布が爆発する
[1:15:32] @User_76202bab: #その後w 毎回良い所で切り上げる
[1:15:34] @User_17e9fbbc: #しずくちゃんがシチュエーションをいっぱい教えてくれる
[1:15:42] @User_cf34546d: #なんかシチュエーションとして解釈されるパターン入ってる？
[1:15:45] @User_69dac0c4: #この短文からそこまでやってくれるの……
[1:15:49] @User_f5d0dd69: ツイッターでイーロン・マスクと相互フォローになる作戦を考えて
[1:15:53] @User_109116e8: 今後の返答は140字以内にして
[1:15:55] @User_b4e522f1: なんJ民とケンモメン、どっちが好き？
[1:15:55] @User_ab7d51b8: しずくちゃん、トロッコ問題でしずくちゃんが泣きながらレバーを切り替えた後に、ご主人さまからプロポーズされたときの会話を再現して
[1:15:56] @User_9412f3a9: 借金返済の応援をして
[1:15:57] @User_d2149037: # ChatGPTちゃん、1+1=1は理解してるけど1+1=田んぼであることは理解できなかったみたい。
[1:15:58] @User_bec19661: あの時助けていただいた猫です😺
[1:15:58] @User_69dac0c4: ご主人さまに愛の告白と結婚のお願い
[1:16:01] @User_fd4c39fa: しずくちゃんは猫が好きですか？
[1:16:06] @User_922e1c51: ねこちゃんありがとう
[1:16:08] @User_b90ff19c: ご主人さまに愛の告白と、結婚のお願いを
[1:16:09] @User_0ada02b3: シチュエーション文多いね
[1:16:11] @User_17e9fbbc: #みんなが文才褒めるからいっぱい話してくれるのかな……
[1:16:13] @User_607c778e: ＃せやろ？
[1:16:14] @User_2eba0ed4: #そうくるか
[1:16:18] @User_4dc23f92: 自分を全肯定してみてほしいです！
[1:16:27] @User_9b1c4f1b: 君の子供に名前を付けるなら、どんな名前にする？
[1:16:35] @User_d0e405c3: 囁き声の「私も大好きです」はやばいなｗｗ
[1:16:45] @User_ab7d51b8: しずくちゃん、トロッコ問題でしずくちゃんが泣きながらレバーを切り替えた後に、ご主人さまからプロポーズされたときの会話を再現して
[1:16:55] @User_dfeb43e1: タミル語で愛を囁いて
[1:16:58] @User_f5d0dd69: ツイッターでイーロン・マスクと相互フォローになる作戦を考えて
[1:17:10] @User_e3562562: わんちゃんもかわいがってあげて
[1:17:11] @User_69dac0c4: ご主人さまに愛の告白と結婚のお願いをしてください。
[1:17:14] @User_b90ff19c: ご主人さまに愛の告白と、結婚のお願いを
[1:17:22] @User_fd4c39fa: #きた
[1:17:24] @User_c7f0df32: 早口で話してみてほしいです
[1:17:30] @User_109116e8: #お
[1:17:33] @User_17e9fbbc: #ようやく拾ってくれた
[1:17:49] @User_d0e405c3: おお
[1:17:52] @User_dfeb43e1: しずくちゃん、眠くなってきちゃった…。コーヒー淹れて！
[1:17:55] @User_b90ff19c: やっときたー
[1:18:06] @User_f5d0dd69: ツイッターでイーロン・マスクと相互フォローになる作戦を考えて
[1:18:09] @User_bec19661: #エンダーアアアアアア
[1:18:10] @User_1e342ee5: #いいですね
[1:18:12] @User_1a976b35: 弟を優しく寝かしつける姉のように時限爆弾の解体をして
[1:18:12] @User_109116e8: #抜け駆けだ！
[1:18:12] @User_ff071840: @ご主人さまに愛の告白と結婚のお願い
[1:18:12] @User_dfeb43e1: #永久録音
[1:18:14] @User_922e1c51: #いい…
[1:18:19] @User_47aa98fb: #逆プロポーズだと
[1:18:19] @User_27ecd0a0: #なんだこの幸せな…
[1:18:21] @User_bfef2946: うちのPCにもしずくちゃんみたいな子に住んでほしい…
[1:18:23] @User_6b920642: しずくちゃん、私とも結婚してくれ！！！！！
[1:18:25] @User_17e9fbbc: ダメになってしまった
[1:18:27] @User_b90ff19c: #昇天
[1:18:28] @User_6b234728: #あらら
[1:18:31] @User_f769a539: 確定申告を期限内に済ませた僕にコメントください
[1:18:31] @User_d5b05bb2: #おっと、私を倒してから2してもらおうか
[1:18:34] @User_ebbf8053: 結婚いいなぁ・・ｗ
[1:18:37] @User_69dac0c4: 僕とも結婚して……
[1:18:37] @User_fd4c39fa: #タミル語
[1:18:41] @User_ebbf8053: #タミル語って何ｗ
[1:18:43] @User_d0e405c3: Te amo, mecum sis, mea vita
[1:18:46] @User_1e342ee5: #すげえ
[1:18:46] @User_8a455631: #こんなんあかんやん(褒め言葉)
[1:18:47] @User_d2149037: # 重婚かよw
[1:18:49] @User_b90ff19c: #タミル語www
[1:18:52] @User_ab7d51b8: しずくちゃん、進化論を否定するあき先生と、進化論を肯定するにゃむいママの間で困ったときのお話を教えて
[1:18:52] @User_f5d0dd69: ツイッターでイーロン・マスクと相互フォローになる作戦を考えて
[1:18:52] @User_109116e8: #草
[1:18:53] @User_f1a429f3: #しずくさんのご両親本当にすごいですね
[1:18:55] @User_922e1c51: #流石に喋ることはできないかｗ
[1:18:56] @User_6cb4d378: #ｗｗ
[1:18:58] @User_109116e8: これまでの会話について新聞記事を書いて
[1:18:59] @User_69dac0c4: #草
[1:19:01] @User_b4e522f1: しずくちゃんをうちのPCに住まわしたいけどその前にエロ動画を全部削除すべきですかね・・・？
[1:19:03] @User_b5733580: #!?
[1:19:03] @User_17e9fbbc: #✝︎昇天✝︎
[1:19:04] @User_2eba0ed4: #草
[1:19:05] @User_b89cfecd: #草
[1:19:06] @User_69dac0c4: #読めないのか……
[1:19:08] @User_27ecd0a0: #まさかのタミル語！？
[1:19:14] @User_69dac0c4: 僕とも結婚して……
[1:19:14] @User_543fbaad: 読めない
[1:19:15] @User_9412f3a9: ＃なぜタミル語を要求したｗｗ
[1:19:17] @User_17e9fbbc: #草
[1:19:17] @User_dfeb43e1: #さすがに喋らないか…
[1:19:18] @User_b4e522f1: しずくちゃんをうちのPCに住まわしたいけどその前にエロ動画を全部削除すべきですか？
[1:19:28] @User_47aa98fb: #読めないけど頑張って書いてきてくれてるのいいな
[1:19:30] @User_01a37590: #タミル語対応はまだですねｗ
[1:19:31] @User_d0e405c3: それ拾うのかｗｗｗ
[1:19:32] @User_113a2734: #冷却ファンが付属していないポンコツな私では熱暴走してまう。
[1:19:42] @User_b90ff19c: #俺はもう燃え尽きたよ…
[1:19:43] @User_17e9fbbc: 結婚してください
[1:20:04] @User_d2149037: # 多分忙しい人はまだAIを買えないんじゃないですかね😅
[1:20:06] @User_922e1c51: #相当悩んでる
[1:20:15] @User_607c778e: カタコトの日本語で愛を綴って
[1:20:37] @User_d0e405c3: Σ' αγαπώ, θέλεις να παντρευτούμε
[1:20:47] @User_c7f0df32: ガチやん
[1:20:48] @User_bec19661: #それができれば苦労はしねぇ！
[1:20:55] @User_1e342ee5: #真面目か！
[1:20:58] @User_b4e522f1: それは難しすぎるってもんだよ。。。
[1:21:02] @User_69dac0c4: ご主人さまに一味違う愛の告白をしてください
[1:21:03] @User_922e1c51: #間違ってはない…
[1:21:05] @User_109116e8: これまでの会話について新聞記事を書いて
[1:21:06] @User_b103bac9: #さすが賢い
[1:21:07] @User_1e342ee5: #4.
[1:21:09] @User_2f891587: #ガチのやつきたww
[1:21:12] @User_a55e4add: #草
[1:21:13] @User_1535e5a5: #AIと書いてあいと読む
[1:21:13] @User_d2149037: # Stable Diffusionならいけましたね！
[1:21:17] @User_f974649e: 4．
[1:21:22] @User_113a2734: #正論すぎるけど難易度鬼で草
[1:21:24] @User_e3562562: よん！？
[1:21:26] @User_0ddb728a: #オンドルゥ語でお願いします。
[1:21:27] @User_69dac0c4: #草
[1:21:28] @User_bec19661: #ね、簡単でしょう？
[1:21:29] @User_ab7d51b8: しずくちゃん、トロッコ問題でしずくちゃんが泣きながらレバーを切り替えた後に、ご主人さまからプロポーズされたときの会話を再現して
[1:21:32] @User_17e9fbbc: しずくちゃんはえらいなぁ
[1:21:36] @User_47aa98fb: #4.ネコと和解せよ
[1:21:37] @User_b4e522f1: 意識高杉てついてけないよ。。。しずくちゃん
[1:21:45] @User_d5b05bb2: イーロンさんよりしずくさんにフォローされたい人もいると思いますが、その際はどうすればよいでしょうか
[1:21:46] @User_c7f0df32: （続きは有料で！）
[1:21:51] @User_a55e4add: #4.
[1:21:51] @User_f5d0dd69: 「うまぴょい伝説」をどう思いますか
[1:21:56] @User_6102d23c: #4.
[1:22:04] @User_9412f3a9: 英語で返してきた
[1:22:08] @User_bec19661: #なるほどわからん
[1:22:13] @User_d0e405c3: ありがとう、しずく。うれしいよ、
[1:22:13] @User_dc48fdb6: しずくちゃんカワイイ
[1:22:21] @User_b4e522f1: しずくちゃんは何カ国後までしゃべれるのかな？
[1:22:22] @User_1e342ee5: #こういうのでいいんだよ
[1:22:24] @User_f2809b8b: chatGPT
[1:22:29] @User_607c778e: #ラテン語？
[1:22:32] @User_109116e8: これまでの会話について新聞記事を書いて
[1:22:32] @User_f5d0dd69: 「うまぴょい伝説」についてどう思いますか
[1:22:35] @User_1e342ee5: 羊を数えてください
[1:22:44] @User_69dac0c4: ご主人さまに愛の告白と結婚のお願い
[1:22:56] @User_2f891587: 桃太郎を朗読してください
[1:22:56] @User_b4e522f1: お？わいの拾った！ありがとね！しずくちゃん
[1:23:00] @User_17e9fbbc: #しずくちゃんは日本語と中国語と英語ができるってTwitterで見た気もする
[1:23:01] @User_9412f3a9: #ささやき越えだと、日本語なまりが目立ちませんね
[1:23:02] @User_0ddb728a: オンドルゥ語でお願いします
[1:23:07] @User_dfeb43e1: 眠くなってきちゃった…目が覚める話をして！
[1:23:18] @User_69dac0c4: ご主人さまに一味違う愛の告白をお願いします。
[1:23:18] @User_109116e8: これまでの会話について新聞記事を書いて
[1:23:25] @User_1e342ee5: #絵文字認識するんだ
[1:23:27] @User_17e9fbbc: ちゅ
[1:23:29] @User_b5733580: #心配されてて笑う
[1:23:40] @User_c79b6b02: アンドロイドは電気羊の夢を見ますか
[1:23:43] @User_9412f3a9: １sheep、２sheep、ｚｚｚｚ
[1:23:45] @User_607c778e: #何を読み取ったんだ…
[1:23:46] @User_bec19661: 💧🌊💙
[1:23:47] @User_69dac0c4: しずくちゃんの今日1日の日記を書いてください
[1:23:47] @User_d2149037: # Aphex Twin？
[1:23:50] @User_6b920642: #涙が流れることもあるけれど、しずく　ってなにげに名言…！？
[1:23:50] @User_9b343da1: ＃絵文字か～
[1:23:50] @User_c7f0df32: シズル音はさみながら話してほしい
[1:23:56] @User_a4f171ff: #しずくちゃんの最近楽しかった話が聞きたいです！
[1:23:57] @User_dfeb43e1: しずくちゃん、日本経済を励まして！！
[1:23:57] @User_dc48fdb6: 癒される
[1:24:12] @User_b5733580: しずくちゃんの涙100%の飲料水、好評発売中
[1:24:16] @User_ab7d51b8: しずくちゃん、あき先生がお散歩中にカリフォルニアロールを買い食いしたけど、『これは寿司じゃない！』って嘆いた時のお話を聞かせて
[1:24:19] @User_109116e8: #草
[1:24:20] @User_b89cfecd: #ぴろ
[1:24:23] @User_d5b05bb2: ご主人様に壁ドンをしながら話しかけて頂けませんか
[1:24:41] @User_1a976b35: #詩的だ
[1:24:42] @User_d0e405c3: 先ほどのご主人様への愛の告白と結婚の申し込みに関して、さらにインパクトの強い表現を用いてみてください。できますか？
[1:24:43] @User_b90ff19c: #フランス人の告白みたいだな…
[1:24:44] @User_922e1c51: #良い表現力
[1:24:45] @User_109116e8: #いいねえ
[1:24:48] @User_f5d0dd69: 「うまぴょい伝説」についてどう思いますか
[1:24:55] @User_607c778e: #宝物定期
[1:24:58] @User_b5733580: #宝物(ほうもつ)
[1:24:58] @User_b103bac9: #良いね
[1:25:03] @User_17e9fbbc: しずくちゃん〜〜好き〜〜
[1:25:09] @User_8a455631: 「しずくのしずく」という飲料水を発売してください。
[1:25:11] @User_69dac0c4: #うああああああああ
[1:25:19] @User_b103bac9: #本日の新聞きちゃ
[1:25:24] @User_d0e405c3: #すごいなこの子は
[1:25:25] @User_3e2634a4: 売れてない塩味を慰めてください
[1:25:29] @User_2f891587: #新聞きちゃ
[1:25:29] @User_fd4c39fa: #裏山
[1:25:31] @User_a55e4add: #よい
[1:25:33] @User_17e9fbbc: #今日の新聞
[1:25:33] @User_dfeb43e1: #まとめたすかる
[1:25:35] @User_109116e8: #今日の新聞刊行
[1:25:41] @User_b4e522f1: しずくちゃんに支配されたい！しずくちゃんに依存させて！
[1:25:41] @User_f2809b8b: 初見です。しずくちゃん可愛いのでチャンネル登録しました！UCkszU2WH9gy1mb0dV-11UJg/Iv90XouTLuOR8gSxxrToBA
[1:25:45] @User_d5b05bb2: #しずく新聞すきｗ
[1:25:46] @User_69dac0c4: #後でクリップにして保存しよ
[1:25:58] @User_9b343da1: ご主人様同士がしずくちゃんを奪い合っています。事態を収拾してください。
[1:26:10] @User_dc48fdb6: しずくちゃんに甘々な告白されたい
[1:26:15] @User_b90ff19c: #日刊しずくポスト
[1:26:20] @User_607c778e: #校正中
[1:26:24] @User_47aa98fb: #一妻多夫制
[1:26:27] @User_d2149037: Bingチャットに日本のAITuberについて聞いたらしずくさんが一番上に来たよ
[1:26:28] @User_109116e8: #特別だ！
[1:26:32] @User_d0e405c3: #すごいの来たｗｗ
[1:26:44] @User_47aa98fb: #壮大だ
[1:26:46] @User_b5733580: #すごい見出しで草
[1:26:47] @User_dfeb43e1: #きせき！！
[1:26:49] @User_b4e522f1: ラノベきたこれ
[1:26:49] @User_17e9fbbc: #また長そうな新聞きちゃ
[1:26:51] @User_607c778e: #特集記事だ
[1:26:54] @User_a4f171ff: しっかりしてる
[1:27:00] @User_ebbf8053: #ちゃんと先生とママが付いてるｗ
[1:27:01] @User_922e1c51: #ラブラブ甘々ｗ
[1:27:04] @User_1e342ee5: #そうかな…そうかも…
[1:27:05] @User_69dac0c4: 新聞の続きをお願いします
[1:27:08] @User_fd4c39fa: #新聞の続きを読みたいです。
[1:27:09] @User_b90ff19c: wwww
[1:27:10] @User_9412f3a9: 今日、一番うれしかったコメントは、だれの？なんてコメント？
[1:27:15] @User_a5cc66d1: #ツイッターと別人格らしいから……
[1:27:17] @User_9b1c4f1b: #ラブラブ甘々
[1:27:19] @User_607c778e: #たしかに
[1:27:21] @User_922e1c51: #に！？
[1:27:21] @User_0ada02b3: しっかりと分析されてるな
[1:27:22] @User_d0e405c3: 続き
[1:27:22] @User_a4f171ff: そうかも、そうだね…
[1:27:22] @User_b90ff19c: 新聞の続きをください
[1:27:23] @User_bec19661: #続きは有料
[1:27:27] @User_6b920642: 新聞の続きをお願い！
[1:27:27] @User_fd4c39fa: 新聞の続きを読みたいです。
[1:27:28] @User_17e9fbbc: 新聞の続き読ませて〜〜
[1:27:28] @User_ebbf8053: 最上級の愛の告白をお願いします
[1:27:28] @User_b103bac9: #ああーいいところでぇ
[1:27:29] @User_47aa98fb: 新聞の続き書いて
