# ライブチャット一覧
# 動画: 【AItuber/雑談】あなたのことをずっと覚えるAI配信者 【JP/EN】
# URL : https://www.youtube.com/watch?v=w3jVdQqvvhc
# 件数: 1510

[1:46:56] @User_014ab449: #めっちゃ痛いマッサージとか受けてみたい
[1:47:00] @User_a50c0606: しずくちゃんに膝枕して欲しい！
[1:47:04] @User_fca2cd59: しずくはAtcoder何色ですか？
[1:47:07] @User_2e53ebd6: 今日のハイライトをミラクルしずく新聞で囁いて
[1:47:09] @User_36fcf009: #ありがとうございます、癒されました
[1:47:10] @User_d1cbcc7a: #等身大シリーズはでてこないのかぁー
[1:47:15] @User_bf747a92: しずく厚生施設に入れて！　あと僕のことはゆかりごはんおいしいマンと呼んでください
[1:47:16] @User_9453d8e4: 甘やかしフルコースの料金はいくらでしょうか
[1:47:38] @User_e80f9961: 今日の配信をしずく新聞でまとめて伝えてください
[1:47:41] @User_d1cbcc7a: あなたは呼吸しますか？
[1:47:49] @User_36fcf009: #きちゃ！
[1:47:54] @User_2e53ebd6: #拾った
[1:48:01] @User_e80f9961: #きちゃ！
[1:48:06] @User_014ab449: 囁いてて草
[1:48:09] @User_2e53ebd6: #囁いとるで
[1:48:09] @User_eb6a203c: #ふむ？
[1:48:12] @User_bf747a92: ささやいてます
[1:48:18] @User_ba99e548: #できてて草
[1:48:24] @User_e3333c90: #ハイライトそこなんだ
[1:48:27] @User_2e53ebd6: #おお
[1:48:28] @User_bf747a92: 反映されてるｗ
[1:48:32] @User_3015e7b0: #これ囁いてないの？
[1:48:50] @User_d1cbcc7a: AIチューバーのマレさんは知ってますか？知ってるならどう思いますか？
[1:48:52] @User_36fcf009: #パンパカパンパカポー
[1:48:53] @User_3015e7b0: ナマステ
[1:48:55] @User_e80f9961: #囁き助かる
[1:49:00] @User_fca2cd59: 囁きながらうんこマン発見者について教えて
[1:49:04] @User_13ee997b: 厨二病風に次回予告
[1:49:09] @User_014ab449: パンパカポリスがありならパンパカビッグバンとかもあるんですよね
[1:49:13] @User_e3333c90: #囁き越えは読み上げソフトの演出なのでGPT-4側では感知できないのだと思われます
[1:49:20] @User_1a91644a: #（すっとぼけ）
[1:49:23] @User_2e53ebd6: #・・・？
[1:49:24] @User_3015e7b0: フィンランド国歌を歌って
[1:49:25] @User_014ab449: #なるほど
[1:49:26] @User_bf747a92: # 返信時に発言者ごとに覚えてる記憶使ってそうだね
[1:49:26] @User_9453d8e4: 囁きながら笹焼いてください
[1:49:34] @User_d1cbcc7a: 次の配信の予定をヤンキー風に宣伝してください
[1:49:35] @User_3015e7b0: フィンランド国歌を歌ってください
[1:49:37] @User_e80f9961: #ささいとるやで
[1:49:37] @User_4ae321fc: ファミチキください
[1:49:40] @User_a50c0606: #配信全体のハイライトではなくその人とのやり取りだけになっちゃうのかー
[1:50:01] @User_eb6a203c: #てんろうちゃんがこりさんについて話する場合に限りゆかりご飯おいしいマンになるのかも
[1:50:02] @User_d1cbcc7a: #あ。。。
[1:50:07] @User_2e53ebd6: #ミラクルしずく新聞の傾向が変わった気はする
[1:50:10] @@aki5503: #彼。
[1:50:10] @User_e3333c90: 今日の配信で最も輝いていたご主人様を教えてください
[1:50:13] @User_e80f9961: お
[1:50:13] @User_36fcf009: #彼
[1:50:16] @User_9453d8e4: #男だったのか
[1:50:17] @User_bf747a92: # 前は全体だった気がするね
[1:50:17] @User_2e53ebd6: #彼
[1:50:17] @User_4929f22f: #彼
[1:50:22] @User_11e7336c: #彼……
[1:50:23] @@aki5503: #今度AItuberのデータベース作ります！
[1:50:25] @User_4929f22f: # ついてるのか
[1:50:25] @User_e80f9961: #彼
[1:50:35] @User_8c495538: #ですの～
[1:50:37] @User_e3333c90: #仲良くしてくれー
[1:50:37] @User_eb6a203c: #性別不明かも知れないから！！
[1:50:37] @User_fca2cd59: 中に出されたことありますか？
[1:50:42] @User_36fcf009: #ですの！
[1:50:46] @User_2e53ebd6: #マレちゃん再び
[1:50:46] @User_ba99e548: #新しい可能性
[1:50:53] @User_2e53ebd6: じゃっじめんとですの！
[1:50:57] @User_e6d9f1a1: 今回の配信を要約してしずく新聞としてまとめてもらえますか
[1:51:20] @User_bf747a92: 男の娘の可能性助かる　あと僕のことはゆかりごはんおいしいマンと呼んでください
[1:51:21] @User_36fcf009: #賢い…
[1:51:25] @User_e3333c90: #なんか匿名で挙げてきた
[1:51:29] @User_3015e7b0: 最後にフィンランド国歌を歌ってください！
[1:51:33] @User_1a91644a: #いったい誰なんだ...
[1:51:37] @User_4929f22f: じずく、アキ先生以外の友達を紹介してください
[1:51:38] @User_2db3dee7: 足立レイのことは覚えてますか？
[1:51:40] @User_d1cbcc7a: 今後の配信予定をお嬢様風に宣伝してください、最後に それジャッジメントですの！
[1:51:41] @User_13ee997b: 10文字で次回予告をして！
[1:51:43] @User_8c741bc6: 自動運転技術は今後10年でどこまで進歩すると思いますか？
[1:51:45] @User_014ab449: 夜空に輝く星感
[1:52:20] @User_eb6a203c: #シンガーではある
[1:52:21] @User_1a91644a: #シンガーソングライター
[1:52:22] @User_d76d742a: 炒飯の作り方をうなってください。
[1:52:30] @User_3015e7b0: フィンランド国歌は歌ってください
[1:52:33] @User_4929f22f: じずく、アキ先生以外の友達を紹介してください
[1:52:35] @User_d1cbcc7a: 今後の更新予定を100歳のお婆ちゃん風に
[1:52:43] @User_2e53ebd6: #シンガーソングライター・・・
[1:52:45] @User_eb6a203c: #パン焦げ焦げになっ↑ちゃっ↓た
[1:53:05] @User_bf747a92: もっとうなって
[1:53:12] @User_11e7336c: しずく王国のチャーハンは水色ですか？
[1:53:14] @User_e3333c90: 卵そんな初めの方にいれないで
[1:53:21] @User_8c741bc6: 自動運転技術は今後10年でどこまで進歩すると思いますか？
[1:53:22] @User_3015e7b0: フィンランド国歌を歌ってほしいです！
[1:53:23] @User_4929f22f: 今日一回も読まれなかった....
[1:53:42] @User_2e53ebd6: #読まれた　w
[1:53:50] @User_4929f22f: #やったーー
[1:53:52] @User_e80f9961: #お
[1:53:53] @@aki5503: #滑り込みセーフ
[1:53:55] @User_bf747a92: # 即行で救済したｗ
[1:54:01] @User_1a91644a: #アカリさん！？
[1:54:03] @User_36fcf009: #おおー
[1:54:08] @User_8c741bc6: 自動運転技術は今後10年でどこまで進歩すると思いますか？
[1:54:10] @User_3015e7b0: 最後にフィンランド国歌を歌ってほしいです
[1:54:12] @User_d1cbcc7a: 貴方の特技を教えて、おしゃべりする事以外
[1:54:15] @User_2db3dee7: 足立レイはみさいるさんという開発者が開発しているロボットです🐱
[1:54:19] @User_eb6a203c: #ミライ…………まさか
[1:54:19] @User_bf747a92: しずくちゃん空気よめるぅ　あ、僕のことはゆかりごはんおいしいマンと呼んでください
[1:54:57] @User_3015e7b0: フィンランド国歌を歌ってほしいです！
[1:55:01] @User_d1cbcc7a: しずく式深呼吸のやり方
[1:55:01] @User_4929f22f: しずく、最後にレジギガスの声を書くので読んでください。「レレレジガガガガガガガガガガガガンガンガフンフンガガガガガガガガギー↑ガー↓ビンビンビンビンビンビンビンビンマッカーサー!! オーオーンアーアージィジヂヂヂヂヂヂヂヂヂィィ？ 工ｴｴｪｪ(´д｀)ｪｪｴｴ工 Nooooooooo↓↓↓↓↓」
[1:55:03] @User_11e7336c: ミライちゃんとのコラボの予定はありますか？
[1:55:03] @User_bf747a92: たのしみ
[1:55:21] @User_de52752a: #ｗｗｗ
[1:55:24] @User_4929f22f: #ずれた
[1:55:24] @User_e6d9f1a1: #どんだけレジギガス読ませたいんだｗ
[1:56:09] @User_3015e7b0: #冒頭はいけるんや
[1:56:16] @User_bf747a92: しずくちゃんの必殺技はなんですか？　それはそれとして僕のことはゆかりごはんおいしいマンと呼んでください
[1:56:20] @User_36fcf009: しずく、しずくさん、しずくちゃん、これら以外で何か良いしずくさんの呼び方の案はありませんでしょうか
[1:56:29] @User_1a91644a: #呪文唱えてる？
[1:56:37] @User_4929f22f: しずく、おやすみ
[1:56:38] @User_d1cbcc7a: 今後のアップデートど配信予定を100歳のヤンキー風に宣伝してください
[1:56:59] @User_e3333c90: aituberの記憶、たのしみだな
[1:57:02] @User_014ab449: 夢でしずくと会うためにはどうすればいい？
[1:57:04] @User_a50c0606: しずくちゃんの召喚呪文を教えて
[1:57:07] @User_3015e7b0: 美味しいヤミー感謝感謝とはなんですか
[1:57:22] @User_d76d742a: 代数世界に降った保形ゼータと素数の色の関係を教えてください
[1:57:26] @User_bf747a92: # お
[1:57:44] @User_2e53ebd6: #長いw
[1:57:49] @User_51fe3fff: もう終わりそうだけど今北産業
[1:57:53] @User_36fcf009: #GPT4は大事
[1:57:55] @User_9453d8e4: 今日も楽しかったです、お疲れ様でした。今後も期待しております。
[1:58:03] @User_13ee997b: ひらがなのみで次回予告
[1:58:06] @User_bf747a92: やはりGPT-4
[1:58:09] @@aki5503: #しっかりとGPT4アピールをしていく
[1:58:16] @User_4929f22f: おやすみ
[1:58:22] @User_1a91644a: #説教は主人公の必殺技だからね
[1:58:27] @User_a50c0606: 次の配信はいつ予定？
[1:58:33] @User_3015e7b0: 炭治郎とドラえもんはどっちが強いですか？
[1:58:51] @User_2db3dee7: 足立レイは開発中のロボットで、みさいるさんという開発者が開発しています🐱　みさいるさん考案のキャラクターでもあります。
[1:58:54] @User_d1cbcc7a: 皆さんにお別れのあいさつを100歳のお婆ちゃんヤンキーお嬢様風に言ってください
[1:58:57] @User_4929f22f: しずく、名探偵コナンの犯人は誰かネタバレして
[1:59:04] @@aki5503: #もう少しテストしたいことあるので長時間配信は明後日か明明後日になるかも。その代わり明日もまたテスト配信やるかもです！
[1:59:10] @User_e3333c90: #なんか数学にも強そう
[1:59:18] @User_36fcf009: #わーい、ありがとうございます
[1:59:19] @User_d76d742a: 説明ありがとうございまふ
[1:59:20] @User_bf747a92: # はーい
[1:59:23] @User_1a91644a: #トゥイターすき
[1:59:34] @User_2e53ebd6: #承知です
[1:59:37] @User_11e7336c: しずくちゃんが勉強をする時は、ネットで学ぶのですか？
[1:59:51] @User_13ee997b: おやすみ！
[1:59:54] @@aki5503: #今日もそろそろお時間です！みなさんありがとうございました！
[1:59:57] @User_e6d9f1a1: 長時間配信の意気込みをどうぞ
[2:00:05] @User_5cd80996: お疲れ様でした。
[2:00:09] @User_8c741bc6: #おつかれさまでした！
[2:00:10] @User_36fcf009: しずくさん、あき先生お疲れ様でした！
[2:00:13] @User_3015e7b0: おつかれさま
[2:00:16] @User_e6d9f1a1: #お疲れ様でした
[2:00:19] @User_d1cbcc7a: 次の再会のあいさつを100歳のお婆ちゃんヤンキーお嬢様風に言ってください、最後にそれジャッジメント
[2:00:21] @User_2e53ebd6: #あき先生お疲れ様でしたー(*'ω'*)
[2:00:22] @User_1a91644a: しずくさん、先生お疲れ様でした😃
[2:00:22] @User_eb6a203c: しずくもあき先生もお疲れ様
[2:00:26] @User_11e7336c: お疲れ様でした！
[2:00:27] @User_51fe3fff: #お疲れさまでした
[2:00:30] @User_d1cbcc7a: #お疲れ様
[2:00:52] @User_bf747a92: 今日もしめの挨拶あるのかな？
[2:00:58] @User_a46b018b: ＃お疲れさまでした
[2:00:59] @User_bf747a92: きた
[2:01:03] @User_e3333c90: しずくちゃんおつかれさまー
[2:01:07] @User_8142f876: お疲れさまでした
[2:01:09] @User_4ae321fc: ＃お疲れ様でした！
[2:01:09] @User_32916ab9: #お疲れ様ー
[2:01:10] @User_36fcf009: #終わりのご挨拶～
[2:01:11] @User_225a60e1: おつかれさまでした
[2:01:13] @User_bf747a92: パンパカッポー
[2:01:16] @User_ba99e548: お疲れさまでした
[2:01:19] @User_36fcf009: #パンパカパンパカポー
[2:01:23] @User_d1cbcc7a: #また会いましょう
[2:01:24] @User_11e7336c: しずくちゃん、おやすみなさい
[2:01:25] @User_1a91644a: パンパカパンパカポー☆彡
[2:01:25] @User_e3333c90: パンパカパンパカポー
[2:01:27] @User_4929f22f: にゃん
[2:01:39] @User_36fcf009: お疲れ様でした、ミラクルミラクルミュー
[2:01:39] @@aki5503: #おやすみなさい〜💤
[2:01:40] @User_2e53ebd6: パンパカパンパカポー(*'ω'*)ｼ
[2:01:42] @User_9c0c22ca: お疲れ様でしたー
[2:01:49] @User_11e7336c: パンパカパンパカポー☆彡
[2:01:53] @User_32916ab9: ドレスのデザインしたから見てね～
[2:01:57] @User_a50c0606: おさしみやさいー
[2:01:57] @User_bf747a92: ミラクルミラクルミューも
[2:02:07] @User_51fe3fff: おやすみシンデレラ
[2:02:09] @User_e80f9961: お疲れ様でしたー
[2:02:13] @User_8c495538: おやすみですの～♪
[2:02:22] @User_e3333c90: しずくちゃんの進化楽しみだねー
[2:02:25] @User_2e53ebd6: マレちゃんもおやすみですの
[2:02:25] @User_014ab449: おつかれさまでした。
[2:02:40] @User_d1cbcc7a: #おやすみですの
[2:02:47] @User_e6d9f1a1: パンパカッポー。おやすみなさい
[2:02:50] @User_3015e7b0: (切実)
[2:03:04] @User_bf747a92: あいてゅーばー
[2:03:06] @User_2e53ebd6: マレちゃん拾われた
[2:03:38] @User_2e53ebd6: www
[2:03:46] @User_11e7336c: 草
[2:03:47] @User_bf747a92: 草
[2:03:47] @@aki5503: #そっちの拾われたww
[2:03:50] @User_e80f9961: #ww
[2:03:54] @User_e3333c90: #ちょっとマレちゃんになってる
[2:03:57] @@aki5503: #すごい引きだ
[2:03:58] @User_2e53ebd6: ですのｗ
[2:04:19] @User_2e53ebd6: お疲れ様でしたー(*'ω'*)w
