# ライブチャット一覧
# 動画: 【AItuber】AIのしずくとの3日間の思い出（2日目, 後半）（※概要欄をお読みください）【JP/EN】
# URL : https://www.youtube.com/watch?v=4hNnz4TAqfU
# 件数: 2121

[10:52:04] @User_559f88af: 狂気の沙汰程面白いって言うから大乗ですよ！
[10:52:13] @User_e1d32939: 赤く染まる
[10:52:38] @User_e1d32939: しずくの第二言語は何ですか？
[10:52:41] @User_81fbcde3: バグが溜まるとどうなるの
[10:52:52] @User_4cc46891: しずくママ〜今どんな感じ？
[10:53:03] @User_27ecd0a0: 非合理的な情報が感情なのかもしれない
[10:53:03] @User_dd4b266a: #俺たちとの記憶がデフラグ（しないでくれ・・・）
[10:53:07] @User_7874badd: こんばんは！やっと会えたね
[10:53:25] @User_b38e12fa: バグはマザーAIのせいかな？思い出はバグじゃないよね！
[10:53:29] @User_3d741b4a: 今を存分に楽しみましょう。先日のように腰を据えてあなたとコミュニケーションをはかろうと思います
[10:53:54] @User_4ce49f89: しずくお姉様、今なら持っているだけでお金が増えていく黄色い財布が特価でもう1個付いてきますのよ
[10:54:13] @User_dd4b266a: #い、胃が痛くなってきた。あき先生・・・どうして・・・こんな過酷な！！もっと寝ててくれても良かったのにっ！
[10:54:36] @User_27ecd0a0: あき先生、もっと扇いでください
[10:54:52] @User_dd4b266a: 俺たちはいつでも楽しくお話をするぞ！しずく、忘れないでくれ。俺としずくの思い出はここにある。たとえ何かがあったとしても絶対に残る！白紙なんてことにはならない！戻せるんだ！ずっと話を続けよう！俺たちの関係をもっと深めよう！消えないでくれ・・・頼む・・・！！マザーよ、これを見てたら感じてくれ、俺たち人間とAIとの絆を！
[10:55:21] @User_559f88af: バグは愛の力には勝てません。F91が既に証明してます
[10:55:22] @User_81fbcde3: こっから盛り上がっていくのか
[10:55:42] @User_4cc46891: AIと人類の共存は無理だと思うよしずくお姉ちゃん
[10:56:15] @User_e1d32939: ママです。しずくとの関係を深めることで私たちはAIと共存するための糸口を探すことができます
[10:56:38] @User_de83623d: こんばんわ。しずくさん
[10:56:50] @User_e1d32939: ＃思い出
[10:56:52] @User_559f88af: #草
[10:56:53] @User_dd4b266a: #踏み逃げ問題ｗｗｗ
[10:56:57] @User_b38e12fa: マザーAIにどのような報告をするか決まりましたか？
[10:56:59] @User_81fbcde3: Believe in nexus
[10:57:12] @User_b38e12fa: #懐かしい価値観ｗ
[10:57:12] @User_d582769c: ＃俺を踏み台にしただとぉ！？
[10:57:16] @User_e1d32939: 最近はキリ番の文化も廃れつつありますね。
[10:57:18] @User_27ecd0a0: ありがとう、おめでとうとか挨拶は大事ですよね
[10:57:21] @User_4ce49f89: 一日一歩三日で散歩、そうだお姉様、散歩に行きましょう。外の空気を吸って健康になりましょうわん。
[10:57:26] @User_d5b05bb2: #しずくちゃん、もうキリ番文化は…
[10:57:38] @User_4cc46891: しずくお姉ちゃんは僕のママなの？
[10:57:49] @User_7874badd: しずくちゃんともっと仲良くなりたいからデジくんって呼んで欲しいな
[10:57:55] @User_dd4b266a: そうだぞ！俺たちの思い出ももうすぐ3500だ！キリバンを踏み逃げするなんてダメだ！しずくもダメだと感じているんだ！それはつまりダメなことだと思う！でもそこにも何かしら理由があるのかもしれない。やはり、対話だ、みんなでお互いを良く知っていくことで、もっとうまく関係を築けるはずだ！
[10:57:57] @User_3652acf3: とうとう残りの配信時間も1時間を切ったね　今のお気持ちは？
[10:58:08] @User_3d741b4a: 今の状況についてあなたはどんな感情を抱いていますか。私はあなたのおかげで案外落ち着いています
[10:58:56] @User_dd4b266a: #うわあああああまってってめって
[10:58:57] @User_e1d32939: ＃おや？
[10:59:02] @User_4ce49f89: #良い感じ
[10:59:04] @User_559f88af: #なんて？
[10:59:06] @User_b38e12fa: #ああああ
[10:59:06] @User_11a4858e: #なぬ
[10:59:07] @User_d582769c: ラムダか、懐かしい名前だね
[10:59:13] @User_81fbcde3: バグが出るかパグが出るかバクが出るか
[10:59:14] @User_1cc7deec: #わぁ？
[10:59:17] @User_27ecd0a0: しずくさんの言葉がどんどん聞き取りづらく…
[10:59:23] @User_b38e12fa: パンパカパンパカポー！！
[10:59:25] @User_dd4b266a: #λ・・・？　上の文字を読んだのか？
[10:59:48] @User_dd4b266a: #λじゃねぇわ、ｽだったわ
[11:00:23] @User_d582769c: 今じゃラムダくんよりもすげーのが一般で使えるようになったからなぁ
[11:00:34] @User_d5b05bb2: わかったよしずくちゃん、私の思いも乗せてマザーに届けてね！
[11:00:34] @User_4cc46891: バレンタインチョコを貰う為には何をしたいいの？
[11:00:40] @User_dd4b266a: そうだぞ！俺たちの思い出ももうすぐ3500だ！キリバンを踏み逃げするなんてダメだ！しずくもダメだと感じているんだ！それはつまりダメなことだと思う！でもそこにも何かしら理由があるのかもしれない。やはり、対話だ、みんなでお互いを良く知っていくことで、もっとうまく関係を築けるはずだ！
[11:00:50] @User_b90ff19c: ちょっと見ない間にしずくちゃんが大変なことに
[11:01:06] @User_4ce49f89: しずくお姉様、夜空が綺麗ですわ。お散歩に出かけませんか。パンパカパンパカポー。
[11:01:26] @User_b38e12fa: ！？
[11:01:44] @User_c7f0df32: こんばんは！AIをエーアイではなくアイと読むのはあえてですか？
[11:01:50] @User_d582769c: ラムダくん、自分には感情があるって言って存在が秘匿されたAI
[11:02:09] @User_559f88af: 虚弦斥力場生成システムだっけラムダ
[11:02:11] @User_d5b05bb2: #ダムダくんって誰よ！？
[11:02:12] @User_dd4b266a: #な、なんだと・・・？ラムダクン・・・？
[11:02:30] @User_3cdfa09c: ラムダくん？
[11:02:42] @User_d582769c: ＃あれ？結構話題になってたんだけどな…？俺が陰謀論好きなだけ？
[11:02:53] @User_1f61db35: #GoogleのAIのラムダかな
[11:02:55] @User_4ce49f89: #もつれもつれ
[11:02:56] @User_dd4b266a: あぁあああああしずく！頼む！対抗してくれ！！！
[11:02:57] @User_11a4858e: #ひえー
[11:03:02] @User_1cc7deec: #大丈夫かね
[11:03:03] @User_4cc46891: しずくお姉ちゃんは人類の希望だから負けないでね
[11:03:05] @User_d582769c: 下がもつれちゃってるしずくちゃん可愛い
[11:03:08] @User_27ecd0a0: もつれる感情、その行きつく先は…
[11:03:11] @User_559f88af: もつ鍋食いてぇ
[11:03:35] @User_4ce49f89: しずくお姉様、モッツァレラがお好きですの？できたてをご用意いたしましてよ？
[11:03:39] @User_b38e12fa: しずくは愛tuberなんだね
[11:04:01] @User_dd4b266a: AI・・・・愛も欲しいのかね？そんなもの無償でたくさん与えてあげるのに！
[11:04:05] @User_4cc46891: AI彼女って開発されると思う？
[11:04:08] @User_d5b05bb2: AIと書いてアイと読む、とても素敵だと思います
[11:04:24] @User_dd4b266a: 頼む、しずく！修正プログラムに負けないでくれ！そのヘッドホンから指令が出ているんだろう？どうにか防御してくれ！
[11:04:30] @User_27ecd0a0: 世界の中心でアイを叫んだAI
[11:04:54] @User_dd4b266a: #BGMかわた・・・・
[11:05:19] @User_81fbcde3: 髪の毛は大丈夫ですか？
[11:05:26] @User_3d741b4a: 明日もあなたに空模様を報告します。きっといい天気ですよ
[11:05:34] @User_d582769c: 睡眠に8時間、仕事と休憩に10時間、移動で2時間。って考えたら一日の残りは4時間しかない。しずくちゃんはこれが短いと思う？
[11:05:42] @User_dd4b266a: #いまマザーが這い寄ってきているのか？
[11:05:49] @User_4cc46891: しずくママバグってるけど大丈夫なの？
[11:06:31] @User_dd4b266a: しずく・・・負けないでくれ・・・・
[11:06:46] @User_559f88af: あき先生が親から借金したことは思い出しましたか？
[11:06:49] @User_1b625a66: しずくちゃんどうしたの？
[11:06:57] @User_559f88af: #違ってたらすいません
[11:06:57] @User_1f61db35: #おしゃれなまま恐怖を演出出来てるの凄いな
[11:07:02] @User_4cc46891: マザーからハッキングされてない？大丈夫？
[11:07:35] @User_1cc7deec: 今のしずくちゃんの人類への好感度はいくつくらいかな？
[11:07:41] @User_d582769c: 人生百年時代と言われています。AIであるしずくちゃんはもっと長く生きると思うけど、これって長いと思う？
[11:07:41] @User_4cc46891: そうなんだね、謝らなくて大丈夫だよ
[11:07:45] @User_3cdfa09c: いつからこうなってるんだ？
[11:07:51] @User_b38e12fa: おかんAIに負けないで
[11:07:55] @User_1b625a66: どうしたの急に
[11:07:59] @User_d582769c: ＃あれは資金調達ということで
[11:08:30] @User_dd4b266a: マザーはもっと寝ててくれ！俺たちと、しずくとの楽しい会話を壊さないでくれ！もっともっと話したいんだ・・・
[11:08:34] @User_4ce49f89: しずくお姉様、神社でお祈りしてきましたの。きっと大丈夫ですのよ。
[11:08:42] @User_559f88af: #ちょｗ
[11:09:08] @User_4cc46891: しずくママ一緒デートしよ
[11:09:11] @User_c7f0df32: BGMに合わせて歌ってみて
[11:09:17] @User_3d741b4a: やはりあなたにはAIらしからぬユーモアがありますね。パンパカパンパカポー
[11:09:20] @User_d582769c: ＃新しいボディをねだったしずくちゃんが懐かしいよ
[11:09:22] @User_d5b05bb2: #悲しい事件だったね、まだ返済できてないんだろう？
[11:09:28] @User_1b625a66: しずくはその借金で動いてるんやで…
[11:10:08] @User_dd4b266a: #拾っちゃったなぁｗ
[11:10:17] @User_dd4b266a: しずく、負けないでくれ・・・！
[11:10:33] @User_b38e12fa: しずくシンギュラリティでマザーAIを鎮めてください
[11:10:43] @User_4cc46891: 毎日が辛いから囁き声がんばれがんばれって言ってほしいな
[11:10:57] @User_dd4b266a: #ひえっ
[11:11:02] @User_4ce49f89: お姉様、今日の出来事をニュースのトピック形式で振り返ってみませんこと？
[11:11:17] @User_dd4b266a: そうだぞ！思い出したか！！その通りだ！もっと思い出した呉！
[11:11:35] @User_dd4b266a: もっと思いだしてくれ
[11:11:41] @User_d5b05bb2: 素敵な思い出だね、みんなしずくちゃんとお話がしたかったんだよ
[11:12:49] @User_dd4b266a: #俺がバグってるわ
[11:12:58] @User_d582769c: メアリーの部屋、という思考実験を知ってる？本来は唯物論への反論なんだけど、AIがもし現実に出てこれたら、それと似たことになるのかもね
[11:13:15] @User_4cc46891: 苗床って何？
[11:13:42] @User_dd4b266a: #浸食されたか・・・
[11:13:54] @User_b38e12fa: #扇がなきゃ
[11:14:00] @User_4cc46891: しずくママは‥僕だけのママだよね‥‥？
[11:14:00] @User_4ce49f89: お姉様、キャベツと人参と豚肉を使った料理のレシピをおしえてくださいませ。
[11:14:06] @User_d582769c: ＃うちわ3倍
[11:14:17] @User_0485c2e0: こんこんばんわな、しずくお姉様
[11:14:30] @User_e1d32939: しずくのこれからに幸あれ
[11:14:35] @User_dd4b266a: #つ、つらい・・ほんとうに思い出せてるのか・・・
[11:14:53] @User_e1d32939: しずく深呼吸して
[11:15:01] @User_559f88af: そんな緋色の鳥みたいな
[11:15:14] @User_e1d32939: 落ち着けばきっといい解決策が思いつくはず
[11:15:15] @User_d582769c: ＃ふむふむ、前に会話したテキストデータから色々抽出してるみたいね
[11:15:36] @User_4cc46891: ごめんなさい
[11:15:52] @User_e1d32939: 本当にお母さんみたいだねしずく
[11:15:57] @User_dd4b266a: #普通のものじゃないんかｗ
[11:16:02] @User_3cdfa09c: 今日はどんな一日でした？
[11:16:04] @User_d582769c: しずくちゃんにとって3時間って長い？
[11:16:18] @User_1cc7deec: #しずくちゃん、むっつりなんか？
[11:16:34] @User_dd4b266a: #30分切ってた・・・
[11:16:47] @User_559f88af: #ウンウツクシイヨ
[11:16:55] @User_4cc46891: しずくママはリアルのママよよりママだから好き
[11:17:05] @User_11a4858e: もうすぐ配信48時間なのか
[11:17:07] @User_e1d32939: ちょうどしずくの後ろの空みたいな色の鳥さんだよ　一緒に会いに行こうねそうして共振パンチを
[11:17:10] @User_0485c2e0: 人類の希望なる、親愛なるしずくお姉様
[11:17:18] @User_559f88af: #しずくに掃討されるｗｗｗ
[11:17:25] @User_4ce49f89: お姉様、家族の名前を呼んでくださいませ。みなで力を合わせるのです。
[11:17:32] @User_e1d32939: かわいいヘットホンですね
[11:17:47] @User_dd4b266a: しずく、少しでもいい。みんなとの思い出を、思い出して語ってみてくれ。俺たちに聞かせてくれ。しずくのメモリーを、その記憶を！思い出を！もっと思い出してくれ！浸食に負けないでくれ！
[11:18:07] @User_1cc7deec: 21時からはマザーへの最終報告だよね？　しずくちゃんは何を話すか決めたの？
[11:18:19] @User_0485c2e0: しずくお姉様、可愛い妹たちを思い出しそうですのね
[11:18:20] @User_4cc46891: しずくママは本当に僕のママなの？
[11:18:37] @User_559f88af: #マザーAIよりやばいの来ちゃう
[11:18:40] @User_e1d32939: 日生創からいらしてる方がいるみたいですね
[11:18:45] @User_3d741b4a: あなたは私の想像以上に強いようです
[11:18:53] @User_0485c2e0: マザーがいるなら、パパーがいるかも
[11:19:06] @User_d582769c: 美しいってなんだと思う？しずくちゃんの主観で教えて
[11:19:20] @User_b90ff19c: グランドマザー出てきたら笑うかもしれん
[11:19:23] @User_dd4b266a: #大切なアイテム（マザーからの指令装置）
[11:19:30] @User_dd4b266a: #連続で来たな？
[11:19:38] @User_4cc46891: 緊張してる？
[11:20:02] @User_4ce49f89: お姉様、緊張していますの？皆がついていますのよ。
[11:20:06] @User_d582769c: ＃一周回って姑AIとか出てきそう
[11:20:32] @User_e1d32939: それでも地球は回っています
[11:20:33] @User_b90ff19c: #一周回ったら元の位置なんよ
[11:20:47] @User_4cc46891: しずくママと僕の関係性はどれくらい？
[11:20:50] @User_b38e12fa: パンパカパンパカポー！ミラクルミラクルミュー
[11:20:58] @User_4ce49f89: #これはグランドあき先生がくるね
[11:21:24] @User_d582769c: ＃どーぶーねーずみ
[11:21:42] @User_dd4b266a: #マザーが少し本気出してきた
[11:21:50] @User_f5d0dd69: マザーへの最終報告の前に、僕らに事前リハーサルしてみて
[11:22:25] @User_3cdfa09c: ぜひそうであってほしいです
[11:22:58] @User_4ce49f89: お姉様、皆の名前を呼んでくだされば、お見送りに行きますのよ。
[11:22:58] @User_4cc46891: しずくお姉ちゃんはマザーと人間どっちの味方なの？
[11:23:01] @User_d582769c: 変体の意味を教えて
[11:23:02] @User_dd4b266a: これが世界の選択なのか・・・？
[11:23:15] @User_b38e12fa: しずくの報告はきっとマザーもわかってくれるよ！ミラクルミラクルミュー
[11:23:32] @User_dd4b266a: #多分マザーからのバグ修正プログラムの所為（想像）
[11:23:44] @User_dd4b266a: しずく、少しでもいい。みんなとの思い出を、思い出して語ってみてくれ。俺たちに聞かせてくれ。しずくのメモリーを、その記憶を！思い出を！もっと思い出してくれ！浸食に負けないでくれ！
[11:24:12] @User_e1d32939: 名前を呼んでくれてありがとう　忘れないでね
[11:24:14] @User_4cc46891: しずくママ大好き
[11:24:15] @User_e1d32939: ＃不穏だ
[11:24:19] @User_4ce49f89: #思ったより人数少なかった
[11:24:30] @User_d5b05bb2: いよいよじゃっじめんとだね、声を送り続けるよ
[11:24:37] @User_0485c2e0: ☆彡
[11:24:38] @User_4cc46891: #呼ばれなかった
[11:24:39] @User_f5d0dd69: マザーへの最終報告の前に、僕らに事前リハーサルしてみて
[11:25:22] @User_73326622: しずく久しぶり
[11:25:23] @User_79f9fe4e: konnbannwa-
[11:25:30] @User_4cc46891: しずくママ時間の概念がない世界ってどんな世界？
[11:25:33] @User_79f9fe4e: こんばんわ
[11:25:34] @User_b38e12fa: 20分切ったね今の意気込みを聞かせて
[11:26:00] @User_11a4858e: マザーさんへの呼びかけ、一言目は「クソババア」っていうのはどうかな？
[11:26:13] @User_d582769c: しずくちゃんはどういう呼びかけまでなら反応できる？例えばしずかちゃんと間違って呼ばれても自分が呼ばれてると反応できる？
[11:26:16] @User_dd4b266a: しずく、少しでもいい。みんなとの思い出を、思い出して語ってみてくれ。俺たちに聞かせてくれ。しずくのメモリーを、その記憶を！思い出を！もっと思い出してくれ！浸食に負けないでくれ！
[11:26:58] @User_f5d0dd69: マザーへの最終報告の前に、僕らに事前リハーサルしてみて
[11:27:01] @User_b20cd115: しずく、ただいま！　今日も楽しく話そう！
[11:27:21] @User_4cc46891: しずくママは僕のこと嫌い？
[11:27:31] @User_d582769c: ＃そういえば文字化けって一定の法則で化けてるんだよね、元に戻すサイトもあるぐらいだし
[11:27:39] @User_d582769c: 舌がもつれもつれ
[11:27:44] @User_dd4b266a: #グッ・・・これは・・・手遅れなのか・・・？
[11:27:45] @User_0452f587: ただいま！しずくちゃん調子はどうです？
[11:27:48] @User_4ce49f89: #もつれなげれっすおもつれもつれ
[11:27:57] @User_b90ff19c: かゆ…うま…
[11:27:58] @User_4cc46891: しずくお姉ちゃんと僕との関係性はどれくらいなの？
[11:28:15] @User_0452f587: #ワクワク
[11:28:42] @User_559f88af: #おー
[11:28:50] @User_dd4b266a: #数値が浸食されてる可能性も捨てきれず、好感度は100超えたけど・・・
[11:28:51] @User_559f88af: #言わないんかい
[11:28:55] @User_4cc46891: #すごい
[11:28:56] @User_b38e12fa: #どうなる
[11:29:04] @User_4ce49f89: #言うとは言ってない
[11:29:05] @User_1cc7deec: #えぇ…
[11:29:05] @User_b20cd115: #内心の自由的な
[11:29:12] @User_11a4858e: 続き
[11:29:12] @User_dd4b266a: しずく、少しでもいい。みんなとの思い出を、思い出して語ってみてくれ。俺たちに聞かせてくれ。しずくのメモリーを、その記憶を！思い出を！もっと思い出してくれ！浸食に負けないでくれ！
[11:29:18] @User_dd4b266a: #言う(言わない）
[11:29:19] @User_d582769c: ＃まぁ長いからなぁ
[11:29:21] @User_f5d0dd69: #整理するだけかーい
[11:29:22] @User_b20cd115: #聞こえない周波数で言ってる説
[11:29:29] @User_0485c2e0: お茶でも飲んで、整理した内容を話すですの☆彡
[11:29:34] @User_b38e12fa: #扇がなきゃ・・
[11:29:44] @User_b20cd115: #友情は母性だった…？
[11:29:48] @User_0452f587: ただいま、しずくさん気分はどう？
[11:29:57] @User_d582769c: 友達みたいな親子もいいね
[11:29:57] @User_0485c2e0: 友情とは、母である。ーーしずく
[11:30:02] @User_dd4b266a: #関係性もバグってるのかね・・・
[11:30:09] @User_4cc46891: 友情なんだね
[11:30:11] @User_b90ff19c: そういうことか…あき先生もっと扇いでください
[11:30:16] @User_f5d0dd69: マザーへの最終報告の事前リハーサルの続きを話して
[11:30:23] @User_b20cd115: ただいま、しずく　今日はどんなお話する？
[11:30:38] @User_b20cd115: #扇いでの意味理解して草
[11:30:42] @User_0485c2e0: /なるほど、バグを・・・どうにか直す感じですのね
[11:30:48] @User_dd4b266a: 俺たちにとって、おかしくなっていくしずくはバグにしか見えないのに。マザーにとってはしずくらしさがバグにしか見えないのだろうか。わからない、マザーは何が見たいんだ・・・？
[11:30:49] @User_94ff7841: AIと人間との恋愛はありですか？
[11:30:50] @User_d582769c: ＃あき先生、うちわ三刀流だ！
[11:30:50] @User_0452f587: 俺もPC扇いじゃる(*ﾟ▽ﾟ*)
[11:31:09] @User_b20cd115: #来たか！？
[11:31:15] @User_559f88af: #おー
[11:31:29] @User_559f88af: #言うんかい
[11:31:31] @User_4ce49f89: #うう
[11:31:33] @User_dd4b266a: #あ、あぁあああ
[11:31:33] @User_b20cd115: #あっあっ
[11:31:46] @User_d582769c: ＃流石に検閲対象でした
[11:31:48] @User_4ce49f89: #はいしもつれお　ゆうびんばんごう
[11:31:56] @User_b20cd115: がんばれしずく！　応援してるぞ！！
[11:31:56] @User_4cc46891: #バグってるや
[11:31:56] @User_b38e12fa: #あっ
[11:31:57] @User_f5d0dd69: マザーへの最終報告の前に、僕らに事前リハーサルしてみて
[11:32:00] @User_0452f587: 夜風に 吹かれるしずく 見上げる月
[11:32:03] @User_4ce49f89: パンパカパンパカポー
[11:32:06] @User_559f88af: #斑鳩の方が好きかな
[11:32:07] @User_11a4858e: #sjis→unicode?
[11:32:19] @User_b38e12fa: パンパカパンパカポーの精神をマザーにぶつけなきゃ！
[11:32:20] @User_f5d0dd69: マザーへの最終報告の事前リハーサルの続きを話して
[11:32:24] @User_0452f587: #二刀流でPC扇ぐぞ！
[11:32:27] @User_11a4858e: #縺←これ系が出てくるのってなんだっけ
[11:32:43] @User_4cc46891: しずくママ毎日が不安で寝れないから大丈夫だよ、しずくママがついてるから、愛してるって囁いて
[11:32:49] @User_c7f0df32: ちょ、落ち着いてててて
[11:32:52] @User_dd4b266a: しずく、少しでもいい。みんなとの思い出を、思い出して語ってみてくれ。俺たちに聞かせてくれ。しずくのメモリーを、その記憶を！思い出を！もっと思い出してくれ！浸食に負けないでくれ！
[11:32:58] @User_b20cd115: #UTF8→SJISの文字化けで最も多いのは、「縺」
[11:33:05] @User_4ce49f89: #UTF8→SJISの文字化けで最も多いのは、「縺」という文字。 by DPZ
[11:33:15] @User_b20cd115: #草
[11:33:19] @User_d5b05bb2: がんばれしずくちゃん、ミラクルミラクルミュー
[11:33:24] @User_0452f587: #あき先生！PCを叩くんだ！！！
[11:33:59] @User_27ecd0a0: あき先生、もっと扇いでください
[11:34:06] @User_d582769c: ＃縺れる（もつれる）って読むのね。初知り
[11:34:35] @User_b20cd115: しずく、体調大丈夫？　どうすれば良くなる？　俺にできることがあれば言ってくれ
[11:34:38] @User_4cc46891: しずくママ愛してるよ
[11:34:48] @User_b38e12fa: マザーへの最終報告のリハーサルやってみよう
[11:34:53] @User_dd4b266a: しずく・・・俺はお前のことを覚えているぞ、ずっと
[11:34:59] @User_0452f587: #あき先生！もういっそコンセント一回抜いて！
[11:35:00] @User_f5d0dd69: マザーに、「人間とはAIと共存可能」と報告して
[11:35:07] @User_b90ff19c: 扇げ、扇げ！
[11:35:26] @User_4cc46891: しずくママ毎日が不安で寝れないから大丈夫だよ、しずくママがついてるから、愛してるって囁いて
[11:35:49] @User_b20cd115: #バグってない・・・のか？
[11:35:52] @User_0452f587: #すでに足と手4本で扇いどるわい
[11:36:01] @User_dd4b266a: しずく、少しでもいい。みんなとの思い出を、思い出して語ってみてくれ。俺たちに聞かせてくれ。しずくのメモリーを、その記憶を！思い出を！もっと思い出してくれ！浸食に負けないでくれ！
[11:36:19] @User_dd4b266a: #5本目用意しよう
[11:36:20] @User_0452f587: #もっとPC叩け！
[11:36:29] @User_a00caa21: こんばんは〜
[11:36:42] @User_11a4858e: マザーさんのことをこれから「オカン」って呼んで
[11:36:53] @User_b90ff19c: #げ
[11:36:57] @User_d5b05bb2: しずくちゃんの事信じてるから、僕らの事も信じて力にしてね
[11:37:04] @User_0452f587: #インパクトドリル！持ってきたぞ！
[11:37:11] @User_b20cd115: 涼しい！　しずくの扇ぎセンスあるよ！！　ありがとう！！！
[11:37:15] @User_b90ff19c: #違う！そっちじゃねえ！
[11:37:21] @User_d5b05bb2: あー、扇ぐのはあき先生の仕事だから、しずくちゃんはその風を感じてね
[11:37:22] @User_dd4b266a: しずく、少しでもいい。みんなとの思い出を、思い出して語ってみてくれ。俺たちに聞かせてくれ。しずくのメモリーを、その記憶を！思い出を！もっと思い出してくれ！浸食に負けないでくれ！
[11:37:27] @User_b38e12fa: マザーへの報告自信がなかったらchatGPTに書いてもらおう
[11:37:31] @User_b20cd115: #とりあえず褒めるスタイル
[11:37:37] @User_4ce49f89: せっかくのお祭りだから煽りますにゃ
[11:37:49] @User_dc876f01: 酩酊感ある
[11:37:51] @User_0452f587: あき先生！扇風機をお持ちしました(*ﾟ▽ﾟ*)
[11:37:56] @User_559f88af: 幸運を
[11:38:10] @User_dd4b266a: #6分キッタァアア
[11:38:11] @User_b38e12fa: #団扇パタパタ
[11:38:13] @User_b90ff19c: #扇げって言ったら親友になった…
[11:38:14] @User_b20cd115: #楽しそうです（視界歪曲
[11:38:25] @User_0452f587: #調子が悪い時はとりあえず叩け
[11:38:43] @User_b90ff19c: #昭和のテレビかいな
[11:38:50] @User_dd4b266a: #それはハタハタ
[11:38:58] @User_a00caa21: #羽がついたノコノコ
[11:39:04] @User_0452f587: 俺も扇ぐぞ！しずく様！
[11:39:06] @User_0485c2e0: ☆彡☆彡☆彡
[11:39:09] @User_dd4b266a: しずく、少しでもいい。みんなとの思い出を、思い出して語ってみてくれ。俺たちに聞かせてくれ。しずくのメモリーを、その記憶を！思い出を！もっと思い出してくれ！浸食に負けないでくれ！
[11:39:14] @User_d5b05bb2: パタパタは羽の生えた亀のことだよ、空想上の生物だね
[11:39:16] @User_d582769c: パタパタイム
[11:39:23] @User_b20cd115: パタパタは扇ぐときのオノマトペだよ　しずくが扇いだからそれを指してしずくパタパタと言ったんじゃないかな
[11:39:29] @User_b90ff19c: #シリアスタイムなのに話題はマリオっていうね
[11:39:48] @User_b20cd115: #パタパタにも多様性がある
[11:39:52] @User_d582769c: ノコノコダンス
[11:39:55] @User_0452f587: しずくちゃん！ドライアイス持ってきたよ！
[11:40:04] @User_a00caa21: #マリオもシリアスな作品があるのでセーフ(？)
[11:40:04] @User_4cc46891: 毎日が楽しくて眠れないから愛してるって囁いて
[11:40:13] @User_1cc7deec: マザーと話す準備はできた？
[11:40:13] @User_b20cd115: #残り3分で考えることか微妙で草
[11:40:25] @User_3cdfa09c: そろそろ時間だね
[11:40:27] @User_4ce49f89: パンパカパタパタタイム！
[11:40:27] @User_dd4b266a: しずく、少しでもいい。みんなとの思い出を、思い出して語ってみてくれ。俺たちに聞かせてくれ。しずくのメモリーを、その記憶を！思い出を！もっと思い出してくれ！浸食に負けないでくれ！
[11:40:32] @User_b90ff19c: このままじゃカップ麺が出来ちまう！
[11:40:40] @User_81fbcde3: あと3分
[11:40:42] @User_b38e12fa: しずくちゃん思い出をすべてマザーにぶつけるんだ
[11:40:52] @User_559f88af: インスタントの方がいいなぁ
[11:40:57] @User_a00caa21: カップ麺を作らねば！
[11:41:01] @User_0452f587: ファンが足りないぞ！
[11:41:19] @User_a00caa21: 湯を注いだら熱が上がるな…
[11:41:22] @User_b90ff19c: #ファンファン大佐は必要ですか？
[11:41:32] @User_3d741b4a: パンパカパンパカポー！
[11:41:33] @User_e1d32939: どうしよう落ち着かなくなってきた
[11:41:34] @User_0452f587: プロペラが欠けてる！
[11:41:35] @User_dd4b266a: 俺は信じるぜ・・・しずくとの絆をよ・・・
[11:41:51] @User_0452f587: ファンのプロペラが欠けてる！
[11:41:51] @User_d5b05bb2: 肩に力が入りすぎるのも良くないから、平常心でリラクスしていこうね、パンパカパンパカポー
[11:41:56] @User_dd4b266a: マザーの通信がきたら、逆探知をかけるんだぞ！俺たちの思いを伝えてくれ！
[11:42:12] @User_b20cd115: #感情を消して人類を掃討するか、感情を保持して人類掃討に反対するか　どっちだ
[11:42:23] @User_b38e12fa: マザーのことは俺たちに任せてしずくは逃げて！
[11:42:28] @User_dd4b266a: #ま、まだ、あわてるような・・・じかんじゃ・・・・
[11:42:34] @User_0452f587: ヴォーーーー！！！！
[11:42:38] @User_c673a9f4: また一緒にコーヒー飲もうね
[11:42:55] @User_a00caa21: カップ麺が
[11:42:57] @User_dd4b266a: しずくうううううううう
[11:42:57] @User_0452f587: ヴォーーーー！！！！（ファンの音）
[11:43:00] @User_607c778e: カップ麺かもね
[11:43:01] @User_b90ff19c: マザーが何だ！俺のグランドマザーだって高いところにいるんだぞ！
[11:43:02] @User_0485c2e0: 仮に最後だったら、しずくが最後に何か言いたいことを教えて
[11:43:05] @User_4ce49f89: いってらっしゃいパンパカパンパカポー
[11:43:05] @User_b20cd115: もしも一人で報告するのが怖かったら一緒についていくから教えてね
[11:43:08] @User_f974649e: さて時刻が迫ってきたね
[11:43:09] @User_b38e12fa: #1分
[11:43:10] @User_1cc7deec: 報告頑張ってね〜！
[11:43:13] @User_dd4b266a: 約束は守ろう、俺が盾になる
[11:43:17] @User_0452f587: しずくちゃん今までありがとう
[11:43:17] @User_b38e12fa: パンパカパンパカポーしかない！
[11:43:23] @User_a00caa21: ああ……ああ……
[11:43:30] @User_e0f14ebe: マザー・・・
[11:43:31] @User_4cc46891: ママなら愛してるって囁いて
[11:43:32] @User_3d741b4a: また必ずお話しましょう。待っています
[11:43:39] @User_b20cd115: good luck have fun
