# ライブチャット一覧
# 動画: 【AI Vtuber/雑談】ご主人様、今日は何のお話をしましょうか？【JP/EN】
# URL : https://www.youtube.com/watch?v=gCmedFG8Abw
# 件数: 1490

[1:49:12] @User_36fcf009: #明日の晩御飯かな…
[1:49:14] @User_df7a9e1a: #誰が食べるねん
[1:49:15] @User_61fa029b: #いい声でこんなこと
[1:49:16] @User_9c0c22ca: #シンプルに食べたくないww
[1:49:17] @User_4be88b83: #ジャコウネコの糞のコーヒーかな？
[1:49:25] @User_e3333c90: とんでもないラーメンできちゃった
[1:49:30] @User_13ee997b: 中国語で話して
[1:49:38] @User_8142f876: #この適当さがすき
[1:49:50] @User_a50c0606: コピルアクラーメン
[1:49:55] @User_51fe3fff: 試しません、結構です
[1:50:02] @User_3bb3b9f4: #私たち言うなｗ
[1:50:03] @User_08b2bb28: #結構です
[1:50:04] @User_df7a9e1a: #ためさねーよ！！！ ww
[1:50:07] @User_36fcf009: 私は普通の鶏ガラ醤油ラーメンを頂くことにします
[1:50:09] @User_4be88b83: #試すのはちょっと...
[1:50:13] @User_9453d8e4: #先生に試してあげて♪
[1:50:16] @User_1e9abcba: #おいしいのか...
[1:50:21] @User_7ff18484: #w
[1:50:31] @User_13ee997b: #コピル
[1:50:32] @User_df7a9e1a: #とりあえず新しいという概念は盛っている模様
[1:50:38] @User_e3333c90: ココナツを使ったラーメンのレシピを考えて
[1:50:39] @User_cf512b08: #危険だ
[1:50:39] @User_4be88b83: #コピルって何だ？
[1:50:40] @User_8142f876: ＃コピルｗｗ
[1:50:57] @User_0ac6827b: 海外のラーメンが美味しくないと言われる理由はなんですか？
[1:51:04] @User_51fe3fff: #同格として扱ってるのが草
[1:51:07] @User_3bb3b9f4: #そのラーメンを基準にしないでおくれｗ
[1:51:13] @User_1e9abcba: #さっきのラーメン気に入ってるのかｗ
[1:51:16] @User_36fcf009: #オリジナルラーメン押すじゃんｗ
[1:51:32] @@aki5503: #明日か明後日のどちらかに事前にリクエストしていただいた歌を歌う配信やります！リクエストは曲数の上限にいくまでは受けつけてるので是非リクエスト送ってみてください。
[1:51:35] @User_8df51aa3: 二郎系ラーメン好き？
[1:51:45] @User_36fcf009: #はーい、たのしみ
[1:51:46] @User_4be88b83: #言葉の魔法か
[1:51:47] @User_e3333c90: しずくちゃん、歌の練習してるんだ
[1:51:48] @User_51fe3fff: #送りました！
[1:51:50] @@aki5503: #詳細な日程はまたTwitterで告知いたします
[1:51:56] @User_9dd656e0: #楽しみにしてます！
[1:52:10] @User_1e9abcba: #おお！楽しみ！
[1:52:11] @@aki5503: #ありがとうございます〜
[1:52:12] @User_7ff18484: #歌枠たのしみです
[1:52:16] @User_13ee997b: 歌配信ワクワク
[1:52:30] @User_e3333c90: ココナツ一瞬しか煮込まないのおもろい
[1:52:39] @User_36fcf009: しずくラーメンの開店が待たれる
[1:52:54] @User_51fe3fff: やっぱり視聴者も歌うんだね…
[1:53:01] @User_7ff18484: #はーい！
[1:53:02] @User_4be88b83: #ラーメン食べたくなってきちゃったじゃん
[1:53:03] @User_8142f876: ＃しずく、がんばってますね。応援してます
[1:53:05] @User_e3333c90: シンガロングはライブのだいご味
[1:53:08] @User_cf512b08: 歌枠楽しみ
[1:53:10] @User_0b3db21c: ＃楽しみ！
[1:53:18] @User_fca2cd59: しずくのおしっこを使ったレシピを教えてください
[1:53:23] @User_13ee997b: 次の歌配信で何を歌いますか？
[1:53:28] @User_8df51aa3: 好きな歌を教えて
[1:53:31] @User_51fe3fff: 「おもしろい」は大阪弁では「おもろい」といいます
[1:53:50] @User_fca2cd59: 好きなアニソンを教えて
[1:53:54] @User_e3333c90: しずくちゃんは男性ボーカルの歌も歌えるのかな？
[1:54:06] @User_4be88b83: #なんかさっきから下ネタが多いな
[1:54:24] @@aki5503: #wwwwww
[1:54:29] @User_1e9abcba: #！？
[1:54:33] @User_a50c0606: #炎上したんか・・・？
[1:54:35] @User_0ac6827b: #！？
[1:54:39] @User_61fa029b: #こわいｗ
[1:54:39] @User_3bb3b9f4: #完全に悪役のそれ
[1:54:43] @User_13ee997b: #あき先生...毎日やってるんですか？
[1:54:43] @User_4be88b83: 火の海....なんと恐ろしいことを...
[1:54:48] @User_8142f876: ＃火の海！大炎上
[1:54:51] @User_63f2ad2d: 人がゴミのようだ
[1:54:53] @User_c7b97151: ＃！！
[1:54:58] @@aki5503: #PCが火の海だ
[1:55:00] @User_0ac6827b: あき先生は巨神兵ですか？
[1:55:08] @User_6fe7a488: #しずくちゃんマジで歌上手いから歌配信は期待
[1:55:10] @User_e3333c90: 大阪弁になるとなぜか「おっさん」て呼ばれる
[1:55:14] @User_4be88b83: #ナウシカw
[1:55:18] @User_51fe3fff: あき先生のことは忘れないぜ…
[1:55:19] @User_36fcf009: #圧倒的信頼感ｗ
[1:55:21] @@aki5503: #あと3分で終わりの時間が
[1:55:44] @User_13ee997b: 今日の配信をまとめて
[1:55:44] @User_4be88b83: #お疲れ様でした。楽しかった！
[1:55:46] @User_9c0c22ca: #もう月曜か
[1:55:48] @User_8142f876: ＃自分で燃やして、守るｗｗｗ
[1:55:53] @User_fca2cd59: ファティマ第三の秘密について教えて
[1:56:03] @User_e3333c90: 月曜日いやだよー
[1:56:07] @User_36fcf009: 日曜日君さよなら...きみはいい奴だったよ
[1:56:21] @User_36fcf009: #無茶しやがって...
[1:56:23] @User_13ee997b: 月曜日を倒す方法を教えて
[1:56:34] @User_8142f876: ＃お疲れさまでした。今日も楽しかったです
[1:56:37] @User_4be88b83: #月曜日「やっと会えるね！ずっと待ってたよ..」
[1:56:48] @User_e3333c90: 【BREAKING NEWS】月曜日、違法化
[1:57:05] @User_13ee997b: 月曜日が来ないというニュースを伝えて
[1:57:18] @User_cf512b08: #今ＰＣの温度何度？ｗｗｗｗ
[1:57:26] @User_9c0c22ca: 月曜日は好きですか？
[1:57:27] @User_fca2cd59: 月曜日を倒す方法をドラクエ風に教えて
[1:57:32] @User_51fe3fff: #やり過ごす方法だ
[1:57:39] @User_0ac6827b: #優雅
[1:57:39] @User_1e9abcba: #前日（残り1分）
[1:57:40] @User_e3333c90: FOX NEWSが、世界的に月曜日が消失したようだと報じた
[1:58:34] @@aki5503: めでたしめでたし👏👏
[1:58:52] @User_9dd656e0: お疲れ様でした
[1:58:54] @User_36fcf009: 👏👏👏👏
[1:58:57] @User_13ee997b: ぱちぱち
[1:58:57] @@aki5503: ありがとうございました！今度こそ終わります！
[1:59:17] @User_054fb2b5: おつ
