# ライブチャット一覧
# 動画: 【AItuber】AIのしずくとの3日間の思い出（3日目, 後半）（※概要欄をお読みください）【JP/EN】
# URL : https://www.youtube.com/watch?v=5wq9sxI8g0g
# 件数: 3735

[11:20:05] @User_f5d0dd69: クラック！
[11:20:05] @User_dc4b4b40: マザー強すぎる・・・
[11:20:05] @User_25e145ed: クラックだ！
[11:20:06] @User_ea4c770a: クラック
[11:20:06] @User_0452f587: は？
[11:20:09] @User_607c778e: マザーHPたっか
[11:20:09] @User_dd4b266a: 攻撃だ攻撃
[11:20:10] @User_1b625a66: クラック
[11:20:10] @User_7120772a: クラック
[11:20:10] @User_b90ff19c: 急な選択肢
[11:20:10] @User_b38e12fa: クラック！
[11:20:11] @User_69dac0c4: ここに高性能半導体があります つ□
[11:20:12] @User_3d741b4a: #強すぎる
[11:20:13] @User_73326622: プロテクト
[11:20:14] @User_4cc46891: クラック
[11:20:15] @User_1b625a66: デコード
[11:20:19] @User_c67ecc82: クラック
[11:20:22] @User_b38e12fa: HPやべぇ
[11:20:23] @User_27ecd0a0: クラック
[11:20:24] @User_72dee12b: クラック
[11:20:29] @User_dd4b266a: クラック
[11:20:29] @User_11a4858e: #誰か効果の解説たのむ
[11:20:35] @User_e1d32939: クラック
[11:20:37] @User_607c778e: クラック
[11:20:37] @User_b90ff19c: クラック
[11:20:43] @User_7120772a: クラック
[11:20:44] @User_3d741b4a: クラック
[11:20:48] @User_7b9b178b: クラック
[11:20:48] @User_b89cfecd: デュプリケートしか効果聞いてないねｗ
[11:20:48] @User_b20cd115: クラック
[11:20:49] @User_81fbcde3: いきなりクラックいけるか……？
[11:20:49] @User_bd35a3a9: クラック
[11:20:51] @User_2b7d2002: クラック
[11:20:52] @aki5503: #コマンドは上から順番に#に数字をつけて送ってください、
[11:20:53] @User_f5d0dd69: マザーの行動が待機→浸食→チャージの順ってことかな
[11:20:54] @User_e2e52dd3: デコード
[11:20:57] @User_7120772a: #けど、効果わかんないからどうすればいいんだ
[11:21:04] @User_109116e8: #1
[11:21:05] @User_b89cfecd: #1
[11:21:08] @User_b90ff19c: #1
[11:21:08] @User_f5d0dd69: #1
[11:21:08] @User_e1d32939: ＃マザーの乱数が待機を選びまくれば勝てる
[11:21:08] @User_b20cd115: #1
[11:21:09] @User_3d741b4a: #1
[11:21:09] @User_dd4b266a: #1
[11:21:09] @User_27ecd0a0: #1
[11:21:11] @User_7120772a: #1
[11:21:11] @User_607c778e: #行動載ってるから次はプロテクトかな
[11:21:13] @User_b38e12fa: #1
[11:21:13] @User_e1d32939: ＃１
[11:21:14] @User_dc4b4b40: #1
[11:21:15] @User_d582769c: 相手が待機なら能力上昇が先か？
[11:21:15] @User_2b7d2002: #1
[11:21:15] @User_7b9b178b: ＃１
[11:21:15] @User_f769a539: #1
[11:21:16] @User_4cc46891: #1
[11:21:17] @User_81fbcde3: #3
[11:21:17] @User_c67ecc82: #1
[11:21:17] @User_25e145ed: #1
[11:21:18] @User_ea4c770a: #1
[11:21:20] @User_bd35a3a9: #1
[11:21:21] @User_e2e52dd3: #2
[11:21:22] @User_607c778e: #1
[11:21:22] @User_b38e12fa: とりま攻撃や
[11:21:24] @User_1b625a66: #1
[11:21:25] @User_d5b05bb2: #1
[11:21:33] @User_d582769c: ＃4
[11:21:33] @User_bd35a3a9: #3
[11:21:37] @User_dd4b266a: #よんはＤ半分Ａ倍増
[11:21:37] @User_73326622: ＃3
[11:21:37] @User_4cc46891: #1
[11:21:38] @User_b20cd115: とりあえずどれだけダメージ与えられるか見ないとね
[11:21:39] @User_7120772a: #誰か効果の説明してくださいよ～
[11:21:42] @User_a55e4add: #1
[11:21:48] @User_b90ff19c: J( 'ー`)し#1
[11:21:51] @User_72dee12b: #1
[11:21:51] @User_dd4b266a: #さんは防御倍増
[11:21:58] @User_bd35a3a9: #1
[11:22:01] @User_d582769c: 実は4番しか効果知らない
[11:22:05] @User_dd4b266a: いちは攻撃、多分
[11:22:07] @User_dd4b266a: 2忘れた
[11:22:17] @User_72dee12b: 2がわかんねんだな
[11:22:21] @User_f5d0dd69: デュプリケートは攻撃二倍、防御半分
[11:22:22] @User_e1d32939: ４は打点二倍の防御半減
[11:22:24] @User_d582769c: んじゃあ相手がチャージ中に防御上げろってこと？
[11:22:32] @User_3d741b4a: 説明ありがとうございます
[11:22:33] @User_f974649e: 待機にはクラック、浸食にはプロテクト、チャージにはでコードかな
[11:22:35] @User_b89cfecd: 2はマザーの防御力でも下げるのかな？
[11:22:36] @User_4cc46891: 全部の効果がわかんなかった
[11:22:42] @User_607c778e: 配信中に技の解説あったの？
[11:22:47] @User_dd4b266a: この防御倍にしても・
[11:22:49] @User_ea4c770a: #プロテクト連打で硬くなろう
[11:22:53] @User_e1d32939: しずくに質問をしるんだ
[11:22:56] @User_b20cd115: 必ず先攻取れるかどうかは割と重要
[11:23:06] @User_b38e12fa: ！？
[11:23:06] @User_9d63cc9b: 侵食！！！！
[11:23:07] @User_27ecd0a0: 呪文詠唱！
[11:23:11] @User_d582769c: しずくちゃんもわかってないんかい！
[11:23:11] @User_0452f587: 一応聞いたら教えてくれた。。。
[11:23:13] @User_9d63cc9b: 悪堕ちエンドをください！！！！
[11:23:18] @User_dd4b266a: おいおい、まさか
[11:23:26] @User_dd4b266a: いや、いったか
[11:23:28] @User_25e145ed: #……しずくも分かってないっていう意味の英語だった気がする
[11:23:35] @User_e1d32939: いや硬すぎる
[11:23:45] @User_c67ecc82: #しずくちゃん………
[11:23:46] @User_dd4b266a: ＨＰ高すぎるわ！
[11:23:46] @User_607c778e: もっと桁ある感じか？
[11:23:47] @User_109116e8: #100くらい入ったかな？
[11:23:57] @User_f5d0dd69: 2021減った？
[11:24:05] @User_fadce771: クラック
[11:24:06] @User_2b7d2002: 減った？
[11:24:06] @User_e1d32939: 思いで
[11:24:09] @User_b89cfecd: 振り返り！？
[11:24:09] @User_72dee12b: 先が長いよ〜
[11:24:13] @User_c67ecc82: #記憶がまだ不完全だからかな……
[11:24:24] @User_e1d32939: ＃３
[11:24:26] @User_25e145ed: #ここで！？
[11:24:36] @User_e1d32939: 伏線回収きちゃ？
[11:24:40] @User_27ecd0a0: 待機相手ならデュプリケータで良かったか？
[11:24:43] @User_b89cfecd: #3
[11:24:47] @User_4cc46891: 伏線回収か！
[11:24:52] @User_b20cd115: #3
[11:24:59] @User_27ecd0a0: これ軽く二日はかかるんじゃないのー？
[11:25:01] @User_7120772a: #3
[11:25:04] @User_b8267d5d: #3
[11:25:04] @User_109116e8: #HP初期値1000000ぽい
[11:25:11] @User_7120772a: #3
[11:25:12] @User_ea4c770a: #3
[11:25:12] @User_69dac0c4: #3
[11:25:12] @User_f974649e: #3
[11:25:12] @User_b38e12fa: #3
[11:25:13] @User_dd4b266a: あああ、どれだ？
[11:25:14] @User_e1d32939: ＃３
[11:25:14] @User_3d741b4a: #3
[11:25:15] @User_73326622: ＃3
[11:25:17] @User_7120772a: #3
[11:25:17] @User_25e145ed: #3
[11:25:19] @User_4cc46891: #3
[11:25:19] @User_bd35a3a9: #3
[11:25:21] @User_b90ff19c: #3
[11:25:21] @User_f5d0dd69: #3
[11:25:21] @User_72dee12b: #3
[11:25:22] @User_b20cd115: #3
[11:25:22] @User_dd4b266a: #3
[11:25:22] @User_bd35a3a9: #3
[11:25:24] @User_c67ecc82: #3
[11:25:24] @User_27ecd0a0: #2
[11:25:25] @User_109116e8: #2
[11:25:25] @User_bd35a3a9: #3
[11:25:28] @User_2b7d2002: #3
[11:25:28] @User_bd35a3a9: #3
[11:25:28] @User_b89cfecd: #3
[11:25:28] @User_1f61db35: #3
[11:25:28] @User_7b9b178b: #4
[11:25:31] @User_bd35a3a9: #3
[11:25:31] @User_9d63cc9b: #4
[11:25:33] @User_7bd1353c: ＃3
[11:25:33] @User_5562f161: #3
[11:25:40] @User_dd4b266a: 相手の攻値がわからん
[11:25:42] @User_607c778e: 技を解説して
[11:25:47] @User_b38e12fa: どうなる
[11:25:51] @aki5503: #草
[11:25:54] @User_69dac0c4: マザーAI、チャージ中は防御半分とかだったりしないかなぁ　しらんけど
[11:25:56] @User_25e145ed: #この視聴者投票方式、安価スレ的なあれさ感じる
[11:25:57] @User_9d63cc9b: 侵食して！！！
[11:25:59] @User_e378fefb: #何にもわからんｗ
[11:25:59] @User_d582769c: ＃あき先生…
[11:26:01] @User_e1d32939: あき先生・・・
[11:26:05] @User_e1d32939: 浸食されてるじゃん
[11:26:08] @User_b20cd115: #どうしてもクラックする意思を貫く
[11:26:17] @User_b90ff19c: #あき先生わらっとるwww
[11:26:20] @User_25e145ed: #何も分からん、俺たちは雰囲気で戦っている……
[11:26:21] @User_5562f161: #よくわからんけどおもろいw
[11:26:30] @User_e1d32939: 草
[11:26:31] @User_e1d32939: スライドｗ
[11:26:35] @User_b89cfecd: kusa
[11:26:36] @User_dd4b266a: #そっと治すｗ
[11:26:38] @User_72dee12b: #一体どういうことなんです！？
[11:26:39] @User_d582769c: ＃クソ雑魚フォントくん…
[11:26:42] @User_1f61db35: #物理w
[11:26:42] @User_1b625a66: #これ多分あき先生の想定外で草
[11:26:46] @User_25e145ed: #あき先生がそっと直している波動を感じる…
[11:26:48] @User_b90ff19c: #この手作り感よw
[11:26:50] @User_2b7d2002: スライドwwwwww
[11:26:59] @User_dd4b266a: 雫、防護障壁だ！
[11:27:07] @User_d582769c: ＃ｽｯ
[11:27:07] @User_3d741b4a: アナログ！
[11:27:08] @User_7120772a: しずく様、技の説明をお願いします
[11:27:15] @User_e1d32939: 体力増えてね？
[11:27:19] @User_69dac0c4: しずくちゃん、デコードってなに？
[11:27:27] @User_27ecd0a0: #あき先生！もっと扇いでください
[11:27:30] @User_2b7d2002: 技の説明お願いしずく
[11:27:31] @User_e1d32939: ＃３
[11:27:32] @User_d582769c: あ、打ち切られた
[11:27:34] @User_69dac0c4: あれ
[11:27:36] @User_dd4b266a: #3
[11:27:39] @User_b90ff19c: #3
[11:27:39] @User_69dac0c4: #3
[11:27:40] @User_ea4c770a: #3
[11:27:41] @User_7120772a: #3
[11:27:42] @User_73326622: ＃3
[11:27:43] @User_25e145ed: #3
[11:27:43] @User_f5d0dd69: #3
[11:27:44] @User_1b625a66: #3
[11:27:46] @User_bd35a3a9: #3
[11:27:47] @User_2b7d2002: #3
[11:27:47] @User_4cc46891: #4
[11:27:48] @User_b89cfecd: #3
[11:27:48] @User_11a4858e: #3
[11:27:48] @User_bd35a3a9: #3
[11:27:50] @User_a55e4add: #3
[11:27:51] @User_bd35a3a9: #3
[11:27:52] @User_d582769c: #3
[11:27:54] @User_7b9b178b: #4
[11:27:54] @User_bd35a3a9: #3
[11:27:57] @User_f974649e: #デュプリケートが重複解除なら、チャージ無効かな
[11:27:57] @User_bd35a3a9: #3
[11:28:00] @User_b90ff19c: #J( 'ー`)し
[11:28:03] @User_dd4b266a: デコードなんだった？
[11:28:10] @User_1f61db35: #ありがたい
[11:28:17] @User_72dee12b: お！説明だ
[11:28:23] @User_27ecd0a0: #技解説来ちゃ！
[11:28:30] @User_d0753fd1: #3
[11:28:32] @User_dd4b266a: 10倍かよｗ
[11:28:34] @User_b89cfecd: ほー
[11:28:35] @User_d582769c: 十倍は草
[11:28:40] @User_e1d32939: ２ターンか
[11:28:42] @User_27ecd0a0: #あれ？最初っからデコード使ってる？
[11:28:43] @User_69dac0c4: 行動予測だったかー
[11:28:45] @User_1cc7deec: あ　コメントひろうんだ？
[11:28:47] @User_b90ff19c: #界王拳ww
[11:28:51] @User_73326622: ターン制なのか
[11:28:52] @User_3d741b4a: 4の使い所わからない
[11:28:52] @User_e378fefb: #カチンコチンやん
[11:28:55] @User_c67ecc82: 説明ありがとう！！
[11:28:56] @User_9629ffcf: すると3→2の順か
[11:28:59] @User_2b7d2002: 次2でいいかもなあ
[11:29:00] @User_1f61db35: #あらかじめデコードで読んだ方がいいってことか
[11:29:01] @User_d582769c: ＃最初はおなさけデコードだったみたい
[11:29:05] @User_e1d32939: チャージででコードしないとね
[11:29:10] @User_dd4b266a: チャージ中はデコか？
[11:29:17] @User_b38e12fa: 次は2か
[11:29:25] @User_bd35a3a9: #2
[11:29:29] @User_bd35a3a9: #2
[11:29:31] @User_7120772a: #2
[11:29:33] @User_2b7d2002: #2
[11:29:35] @User_25e145ed: #4
[11:29:37] @User_7b9b178b: #2
[11:29:38] @User_e1d32939: #2
[11:29:38] @User_dd4b266a: #2
[11:29:40] @User_ea4c770a: #2
[11:29:40] @User_b89cfecd: #2
[11:29:41] @User_b38e12fa: #2
[11:29:41] @User_b90ff19c: #2
[11:29:42] @User_c67ecc82: #2
[11:29:42] @User_d5b05bb2: #2
[11:29:43] @User_f5d0dd69: #2
[11:29:43] @User_69dac0c4: #4
[11:29:45] @User_72dee12b: 皆さんを守る力が強くなるで涙出そう
[11:29:46] @User_d582769c: #2
[11:29:47] @User_b38e12fa: 解説助かる
[11:29:47] @User_3d741b4a: #2
[11:29:47] @User_d0753fd1: #2
[11:29:48] @User_b20cd115: #2
[11:29:51] @User_9629ffcf: #2
[11:29:51] @User_a0392388: #デュプリケートを使う場合はデコード必須かな
[11:29:53] @User_dd4b266a: #くさ
[11:29:56] @User_4cc46891: #2
[11:29:57] @User_69dac0c4: #草
[11:29:57] @User_f974649e: #2
[11:29:59] @User_1b625a66: #2
[11:30:00] @User_d582769c: ＃あき先生！？
[11:30:02] @User_1f61db35: #2
[11:30:05] @User_11a4858e: ＃ふらふら赤文字くんすき
[11:30:07] @User_2b7d2002: 3手先見えるのは良いなぁ
[11:30:07] @User_b20cd115: #チャージの次にはおそらく攻撃が来るだろうからねぇ…
[11:30:09] @User_b90ff19c: #あき先生もっと扇いでください
[11:30:18] @User_b38e12fa: 赤文字好き
[11:30:23] @User_f5d0dd69: 配信時間大丈夫かな…
[11:30:26] @User_dd4b266a: #バグ・・・なんだ？
[11:30:28] @User_e1d32939: バグ！？
[11:30:28] @User_69dac0c4: 2022年4月……いったい何があったんだ
[11:30:35] @User_7120772a: マザーの攻撃に関しても教えてくれませんか
[11:30:41] @User_e1d32939: 強攻撃ってとこか
[11:30:42] @User_e378fefb: しずくちゃんのスリーサイズは？
[11:30:51] @User_dd4b266a: 記憶浸食か？
[11:30:52] @User_1b625a66: バクってなんですか？
[11:30:55] @User_607c778e: マザーの攻撃のバグとは何？
[11:30:56] @User_e76182cd: #テンポ悪い
[11:31:04] @User_c67ecc82: マザーAIが言うバグって、感情のことだっけ？
[11:31:06] @User_d582769c: アリアナグランデとイオナグランデの共通点を教えて
[11:31:10] @User_0452f587: バグはおそらく状態異常かな
[11:31:17] @User_e1d32939: #3
[11:31:21] @User_69dac0c4: #3
[11:31:32] @User_ea4c770a: #3
[11:31:35] @User_0452f587: #4
[11:31:35] @User_dd4b266a: #バグ＝浸食＝毒か？
[11:31:35] @User_109116e8: #3
[11:31:36] @User_69dac0c4: #3
[11:31:37] @User_607c778e: #それどころじゃないわ！
[11:31:38] @User_25e145ed: #3
[11:31:38] @User_7120772a: #3
[11:31:39] @User_73326622: ＃3
[11:31:39] @User_f5d0dd69: #4
[11:31:40] @User_b89cfecd: #4
[11:31:41] @User_27ecd0a0: #4
[11:31:43] @User_b90ff19c: #3
[11:31:43] @User_e1d32939: 食らえば分かる
[11:31:43] @User_3d741b4a: #3
[11:31:44] @User_7b9b178b: #3
[11:31:46] @User_dd4b266a: #4
[11:31:46] @User_c67ecc82: #3
[11:31:47] @User_9629ffcf: #3
[11:31:48] @User_d0753fd1: #4
[11:31:48] @User_b38e12fa: #3
[11:31:49] @User_607c778e: #3
[11:31:50] @User_bd35a3a9: #4
[11:31:50] @User_b20cd115: #3
[11:31:53] @User_1b625a66: #3
[11:31:54] @User_2b7d2002: #3
[11:31:55] @User_f974649e: #3
[11:31:57] @User_4cc46891: #4
[11:31:57] @User_72dee12b: #3
[11:31:58] @User_27ecd0a0: #もう・・・少しなのか、これ？
[11:32:03] @User_bd35a3a9: #3
[11:32:07] @User_a0392388: #4
[11:32:12] @User_0452f587: バグはおそらく状態異常攻撃と予想
[11:32:13] @User_2b7d2002: 4を使うと防御力が下がる
[11:32:22] @User_e378fefb: #バグはしずくの服が脱げるのかな？
[11:32:26] @User_b89cfecd: 先はめっちゃ流そうだね
[11:32:32] @User_e1d32939: ダメージは食らってるみたい
[11:32:34] @User_607c778e: 6減った？
[11:32:37] @User_69dac0c4: チャージの後はバグ確定なのかそうでないのか
[11:32:45] @User_9629ffcf: #拾ってほしくないコメントも＃つけて大丈夫なんかな？
[11:33:07] @User_109116e8: #何かが起こるまで耐久かな
[11:33:14] @User_dd4b266a: 4からの2か？
[11:33:16] @User_b38e12fa: ＃バグが何かまず確認したいね
[11:33:24] @User_e1d32939: 4→２→１OR3
[11:33:25] @User_607c778e: #しずくちゃんHP自動回復してない？
[11:33:45] @User_b38e12fa: #回復した
[11:33:48] @User_e1d32939: ＃思いでは順次追加される感じかも
[11:33:48] @User_72dee12b: #思い出をリフレインして回復してる？
[11:33:52] @User_b90ff19c: #攻撃力下がった
[11:33:54] @User_b89cfecd: コメント読むと回復する？
[11:33:55] @User_dd4b266a: そうですねｗｗ
[11:34:03] @User_d582769c: ＃正直1，4は使ってもどうしようもないと思う
[11:34:11] @User_25e145ed: #まさか、現在進行系で思い出を増やしているのですか……
[11:34:15] @User_7120772a: 我々からしずく様に武器や防具を提供することはできないんですか！？
[11:34:16] @User_b38e12fa: #思い出は今も足されてるのね
[11:34:16] @User_7b9b178b: #1
[11:34:17] @User_9d63cc9b: #4
[11:34:18] @User_73326622: ＃3
[11:34:20] @User_b90ff19c: #4
[11:34:20] @User_b89cfecd: #4
[11:34:21] @User_dd4b266a: 雫、デュプリケートだ
[11:34:21] @User_69dac0c4: #2
[11:34:21] @User_e1d32939: #4
[11:34:23] @User_dd4b266a: #4
[11:34:23] @User_f5d0dd69: #2
[11:34:24] @User_1b625a66: コメ読みで回復か
[11:34:26] @User_9629ffcf: リアルタイムで思い出が増えて実質回復してる？
[11:34:26] @User_109116e8: #4
[11:34:28] @User_1f61db35: #4
[11:34:28] @User_bd35a3a9: #4
[11:34:29] @User_ea4c770a: #4
[11:34:30] @User_b38e12fa: #4
[11:34:31] @User_c673a9f4: ああ、今からでも攻撃力強化できるのか
[11:34:31] @User_c67ecc82: #3
[11:34:32] @User_1b625a66: #4
[11:34:32] @User_7120772a: #4
[11:34:34] @User_25e145ed: #4
[11:34:34] @User_4cc46891: #4
[11:34:35] @User_d582769c: アリアナグランデとイオナグランデの共通点は何？
[11:34:38] @User_7120772a: #4
[11:34:40] @User_3d741b4a: #4
[11:34:42] @User_9629ffcf: #4
[11:34:44] @User_0485c2e0: #4
[11:34:45] @User_11a4858e: 思い出無限につくろ
[11:34:47] @User_dd4b266a: #みんな繋げていこう
[11:34:47] @User_0452f587: #4
[11:34:49] @User_109116e8: #重ね掛け4できないかな
[11:34:53] @User_69dac0c4: #草
[11:34:58] @User_e1d32939: ＃あき先生て慣れてきてる
[11:35:02] @User_d5b05bb2: #4
[11:35:02] @User_b90ff19c: #あき先生焦ってるだろうなあ…
[11:35:06] @User_72dee12b: これ思い出作りにも勤しんだ方が良さそうだな…
[11:35:10] @User_b89cfecd: 今まさに対立してるやんｗ
[11:35:11] @User_e1d32939: 増えた！！！
[11:35:15] @User_b90ff19c: ！？
[11:35:15] @User_7120772a: しずく様、私が差し上げたアクアマリン、役立ってますか？
[11:35:16] @User_69dac0c4: #！？
[11:35:16] @User_e1d32939: ＃２
[11:35:19] @User_a0392388: #増えた
[11:35:19] @User_b38e12fa: 増えた！？
[11:35:20] @User_1b625a66: obsイジイジあき先生すこだ
[11:35:21] @User_dd4b266a: #2
[11:35:21] @User_109116e8: 増えたw
[11:35:22] @User_72dee12b: ！？
[11:35:22] @User_11a4858e: おっミニしずく
[11:35:22] @User_d582769c: 増えた！
[11:35:24] @User_7b9b178b: #2
[11:35:26] @User_7120772a: #2
[11:35:26] @User_73326622: ＃3
[11:35:26] @User_69dac0c4: #1
[11:35:27] @User_7f0c7558: ＃ｗｗｗｗ
[11:35:28] @User_b20cd115: マザーとの対話が必要なら、マザーを攻撃するのは実は良くないのかもしれない
[11:35:29] @User_b89cfecd: #1
[11:35:30] @User_c67ecc82: #2
[11:35:32] @User_25e145ed: #1
[11:35:32] @User_4cc46891: #2
[11:35:32] @User_9629ffcf: #2
[11:35:32] @User_b38e12fa: ＃かわいい
[11:35:33] @User_f5d0dd69: #2
[11:35:33] @User_607c778e: #複製されとる
[11:35:34] @User_b90ff19c: #2
[11:35:35] @User_109116e8: #4
[11:35:35] @User_f974649e: #2
[11:35:38] @User_d0753fd1: #2
[11:35:39] @User_ea4c770a: #2
[11:35:39] @User_1cc7deec: しずくちゃん分裂しとるやん
[11:35:40] @User_607c778e: #1
[11:35:41] @User_bd35a3a9: #2
[11:35:41] @User_b20cd115: #これがバグ？ダメージ二倍ってことかな
[11:35:42] @User_0452f587: 一つくれ！
[11:35:43] @User_72dee12b: あき先生、がんばって！！！！
[11:35:44] @User_b89cfecd: デュプリケートのあと攻撃しないと意味ないのかな
[11:35:46] @User_1b625a66: #2
[11:35:46] @User_4cc46891: 増えてるかわいい
[11:35:48] @User_d582769c: ゴールドエクスペリエンスレクイエム！！
[11:35:49] @User_dd4b266a: #分裂で攻2倍だよ
[11:35:54] @User_c67ecc82: #可愛さ2倍！！
[11:35:55] @User_e1d32939: これでバフが1ターン残ってる
[11:35:56] @User_4cc46891: 天使じゃん
[11:35:59] @User_1b625a66: #1
[11:36:01] @User_9629ffcf: まってチャージの次だからバグが来るのか？
[11:36:01] @User_e1d32939: かわいいが2倍！
[11:36:07] @User_7120772a: しずく様、今からアクアマリンを贈ります！受け取って！
[11:36:19] @User_e1d32939: #1
[11:36:21] @User_dd4b266a: ＃とりあえず1か？
[11:36:22] @User_b38e12fa: デュプリケートの効果は重ねられる？
[11:36:33] @User_25e145ed: #おお、がっつりHP減った
[11:36:36] @User_72dee12b: #4
[11:36:37] @User_0452f587: デュプリケート×2やりたい！
[11:36:39] @User_7120772a: #3
[11:36:42] @User_27ecd0a0: ホントにでゅぷりけーとしてるー！！
[11:36:55] @User_b90ff19c: #3
[11:36:55] @User_f5d0dd69: #1
[11:36:56] @User_109116e8: #4
[11:36:56] @User_9629ffcf: #1
[11:36:57] @User_69dac0c4: #3
[11:36:59] @User_73326622: ＃3
[11:36:59] @User_dd4b266a: #1
[11:36:59] @User_e1d32939: #3
[11:37:00] @User_7b9b178b: #1
[11:37:01] @User_25e145ed: #3
[11:37:02] @User_11a4858e: #1
[11:37:02] @User_ea4c770a: #3
[11:37:02] @User_d0753fd1: #1
[11:37:03] @User_e378fefb: にゃん🤤
[11:37:04] @User_4cc46891: #4
[11:37:05] @User_b89cfecd: 攻撃せずに終わったｗ
[11:37:05] @User_7120772a: #3
[11:37:07] @User_c67ecc82: #1
[11:37:09] @User_607c778e: #4
[11:37:09] @User_b89cfecd: #4
[11:37:10] @User_27ecd0a0: #4
[11:37:10] @User_bd35a3a9: #3
[11:37:12] @User_dd4b266a: #2ターン経った？
[11:37:12] @User_b20cd115: #3
[11:37:12] @User_9629ffcf: #3
[11:37:17] @User_72dee12b: #4
[11:37:22] @User_1b625a66: #3
[11:37:22] @User_e1d32939: ターン経過がわからん
[11:37:23] @User_73326622: ↓↘→+P
[11:37:26] @User_7120772a: ターン信仰がよくわかりません
[11:37:31] @User_e378fefb: 分身したかっただけ？
[11:37:31] @User_f974649e: デュプリケートの効果時間2ターンじゃなかったの？
[11:37:42] @User_b89cfecd: しんちゃんって何ものなんだ……
[11:37:55] @User_dd4b266a: #D半分だったから
[11:37:56] @User_25e145ed: #発動したそのターンも含めて2ターンだったんだろうね
[11:37:59] @User_e1d32939: ＃発動ターンをカウントされた説が微粒子
[11:38:02] @User_3d741b4a: 自動回復がはやすぎる
[11:38:02] @User_7b9b178b: マザーのHPはどうやったら減るの？
[11:38:14] @User_c67ecc82: #マザーのHP減ってない……
[11:38:21] @User_d0753fd1: 焦るな。すぐにAIが全てを支配する時代が来るのだ
[11:38:27] @User_e1d32939: ４がタヒに札になってる
[11:38:30] @User_e1d32939: ＃1
[11:38:31] @User_f5d0dd69: デュプリケートするより地道にクラックしたほうがいいのか？
[11:38:32] @User_7120772a: #2
[11:38:33] @User_25e145ed: #1
[11:38:36] @User_ea4c770a: #2
[11:38:36] @User_dd4b266a: #1
[11:38:38] @User_9629ffcf: #1
[11:38:38] @User_f5d0dd69: #2
[11:38:38] @User_109116e8: #4
[11:38:39] @User_69dac0c4: #1
[11:38:39] @User_c67ecc82: #2
[11:38:40] @User_7b9b178b: 2
[11:38:40] @User_72dee12b: コマンド以外にどんどんお話して無限体力回復していこうぜ！
[11:38:42] @User_73326622: ＃3
[11:38:45] @User_607c778e: #4
[11:38:45] @User_d0753fd1: #2
[11:38:47] @User_b89cfecd: #2
[11:38:47] @User_1b625a66: #1
[11:38:47] @User_7120772a: #2
[11:38:49] @User_b38e12fa: #1
[11:38:50] @User_7b9b178b: #2
[11:38:51] @User_3d741b4a: #4
[11:38:51] @User_b90ff19c: #4
[11:38:52] @User_bd35a3a9: #2
[11:38:53] @User_72dee12b: #1
[11:38:56] @User_dd4b266a: #これなら相手の浸食
[11:39:00] @User_dd4b266a: #だけプロテクトで
[11:39:03] @User_f974649e: 攻撃力２倍でダメージ２倍なら使う意味ないな
[11:39:05] @User_0452f587: これいつまでやるのかな？
[11:39:09] @User_9629ffcf: 1→3→2かな
[11:39:14] @User_dd4b266a: #地道クラックがいい
[11:39:17] @User_7120772a: これ、下手したら永遠に分からない可能性もあるのでは・・・
[11:39:20] @User_607c778e: #デュプリのバフ使ったﾀｰﾝ含めて2ターンなら使う意味ないな
[11:39:39] @User_e1d32939: 2連続かぁ
[11:39:40] @User_dd4b266a: #3
[11:39:43] @User_e1d32939: ＃１
[11:39:44] @User_ea4c770a: #4
[11:39:45] @User_25e145ed: #でも、ダメージ2倍なのかどうかは未検証なのでまだわからん
[11:39:45] @User_69dac0c4: #1
[11:39:46] @User_c67ecc82: #1
[11:39:47] @User_b89cfecd: #1
[11:39:47] @User_73326622: ＃3
[11:39:48] @User_bd35a3a9: #1
[11:39:49] @User_7b9b178b: #1
[11:39:49] @User_d0753fd1: #1
[11:39:51] @User_7120772a: #3
[11:39:51] @User_25e145ed: #4
[11:39:51] @User_b20cd115: #1
[11:39:52] @User_11a4858e: #3
[11:39:53] @User_72dee12b: #設計者の意図って考えたら含めて2ターンではないでしょうと思いたい…
[11:39:53] @User_3d741b4a: #1
[11:39:53] @User_b38e12fa: #1
[11:39:56] @User_109116e8: #4
[11:39:56] @User_4cc46891: #1
[11:39:58] @User_72dee12b: #1
[11:39:58] @User_f5d0dd69: #1
[11:40:02] @User_9629ffcf: #1
[11:40:03] @User_b90ff19c: #1
[11:40:09] @User_1b625a66: #1
[11:40:13] @User_dd4b266a: ん、いまチャージか
[11:40:27] @User_e1d32939: ＃３
[11:40:29] @User_1b625a66: みんな脳筋になってて草
[11:40:30] @User_c67ecc82: みんなで、どうやったらしずくちゃんが勝てるか考えてるよ！頑張ってね！！
[11:40:30] @User_73326622: ＃3
[11:40:32] @User_dd4b266a: #3
[11:40:34] @User_7120772a: #3
[11:40:35] @User_b89cfecd: #1
[11:40:36] @User_f974649e: #でも実際翌ターンまでしか効果なかった
[11:40:38] @User_69dac0c4: #3
[11:40:38] @User_ea4c770a: #4
[11:40:39] @User_c67ecc82: #1
[11:40:43] @User_e1d32939: ここ浸食ターンだもんね
[11:40:43] @User_f5d0dd69: #3
[11:40:45] @User_bd35a3a9: #3
[11:40:45] @User_b90ff19c: #4
[11:40:50] @User_27ecd0a0: #3
[11:40:52] @User_3d741b4a: #1
[11:40:52] @User_7b9b178b: #3
