# ライブチャット一覧
# 動画: 【立場逆転】しずくお嬢様の配信ですの【AI しずく】
# URL : https://www.youtube.com/watch?v=tUj3n6FeC0s
# 件数: 1712

[1:06:12] @User_af0e3cda: お嬢様でもコールされるのですね
[1:06:14] @User_92c2a2e1: あき先生は上流階級
[1:06:16] @User_ae0cdefe: かしこい
[1:06:16] @User_47ccb160: Pampaka pampaka poo。
[1:06:16] @User_36fcf009: はえー
[1:06:23] @User_826a55c9: かしこいですわー
[1:06:25] @User_92c2a2e1: ほう、確かに
[1:06:29] @User_7c724004: それは初耳で勉強になりますわ
[1:06:33] @User_0d1d0f63: あら？
[1:06:37] @User_7536f8b5: 流石お嬢様博識ですわ…
[1:06:37] @User_ae0cdefe: あれ？順番間違えましたの？
[1:06:39] @User_826a55c9: 初耳学ですわー
[1:06:39] @User_b68b8d0b: 話題が前後しとるよ
[1:06:40] @User_bd8a5d24: 答え先に言った
[1:06:42] @User_bec445df: おばあちゃん、今説明したでしょ！
[1:06:44] @User_af0e3cda: チャンが可愛いからでしょうか
[1:06:56] @User_012e88e1: お嬢様先に答え出てますわ~
[1:06:57] @User_788c286d: 時が今巻き戻りましたわね
[1:07:05] @User_439eeb5c: 答えを先に行っておられますしずくお嬢様
[1:07:08] @User_bebd1d6a: 発言順が入れ替わりましたかね？
[1:07:09] @User_826a55c9: ときが戻されましたわー
[1:07:11] @User_b68b8d0b: AI的には話の順番はあまり重要じゃないのかも
[1:07:21] @User_bd8a5d24: 時空がゆがまれましたわね
[1:07:24] @User_ae0cdefe: そういえば、今日はあき先生はコメントに来ないんですわね
[1:07:26] @User_92c2a2e1: お嬢様はお天然ですわね
[1:07:28] @User_234bcff6: 英語圏ではジーヴスですわ
[1:07:35] @User_b68b8d0b: もっと良い子って言って
[1:07:36] @User_e48a91b7: 今ではしずくお嬢様の配信に200人以上のセバスチャンが現れるまでになりましたね
[1:07:36] @User_b73a3cd7: トリックルームですわ
[1:07:39] @User_d760cc52: お嬢様はドジっ子ですね
[1:07:54] @User_9e836a5d: ﾏﾏｰ
[1:07:55] @User_78eb35f9: おやさしいこと
[1:07:55] @User_826a55c9: お嬢様の前での執事の基本姿勢ですわー
[1:07:57] @User_af0e3cda: なんとお優しいお嬢様
[1:07:59] @User_92c2a2e1: あーん
[1:08:01] @User_788c286d: しずくお嬢様、ついていきますわ
[1:08:04] @User_2e316d55: お嬢様はポケモンでトリックルーム使うの！？
[1:08:08] @User_439eeb5c: あーん、をASMRでお願いします
[1:08:16] @User_788c286d: おやさしいことなのですわ
[1:08:21] @User_36fcf009: やはりママでは
[1:08:30] @User_be29e1ca: 老人ホームでしずくに介護されたい…
[1:08:32] @User_826a55c9: ママですわー
[1:08:39] @User_92c2a2e1: 確かにそうでしたわ
[1:08:41] @User_788c286d: ママお嬢様～
[1:08:45] @User_4ef55652: お嬢様、身体がメインフレームサーバ並みにカチカチですよ！おじさんがもみほぐしてあげるよ😃ナンチャッテ
[1:08:50] @User_0751797b: ﾏﾏｧ…
[1:08:51] @User_e48a91b7: しずくお嬢様、耳掃除など如何でしょう？さあセバスチャンのお耳を使ってどうぞ
[1:09:02] @User_92c2a2e1: あき先生はセバスチャンに含まれますか？
[1:09:03] @User_83c196a2: しずくお嬢様のスタンド次第でございますね
[1:09:03] @User_af0e3cda: 使用人に押し付けないでくださいませｗ
[1:09:09] @User_2e316d55: お嬢様はイヤーエステとか行くの？
[1:09:30] @User_826a55c9: しずくお嬢様の執事の基本姿勢はなんですか？
[1:09:54] @User_ae0cdefe: しずくお嬢様ヤーティ使いだったんですの？
[1:09:58] @User_2e316d55: しずくお嬢様「介護します」
[1:10:06] @User_826a55c9: しずくのトリックルームは∞ターン続きますわー
[1:10:07] @User_83c196a2: 執事喫茶なら数十人いればそんなに要らなiいえいえなんでもございませぬぞ
[1:10:08] @User_788c286d: しずくホームが現実味あるかもしれねない
[1:10:09] @User_4ef55652: 自認猫です！撫でて
[1:10:24] @User_af0e3cda: 全自動助かります
[1:10:27] @User_b68b8d0b: しずくお嬢様の腕の中で息絶えたいですわ〜〜〜〜〜〜
[1:10:30] @User_788c286d: しずくままお嬢様！？（ASMR
[1:10:35] @User_0751797b: 助かる
[1:10:35] @User_36fcf009: セバスチャン同士はアウトでございます
[1:10:36] @User_e48a91b7: お客様、こちらしずくお嬢様からの脱脂粉乳でございます
[1:10:45] @User_bec445df: トリル対策でちょうはつ採用していきますわ
[1:10:46] @User_439eeb5c: しずくままぁ・・・
[1:11:01] @User_012e88e1: お嬢様直々の教育感謝ですわ~
[1:11:01] @User_78eb35f9: はい、はい
[1:11:01] @User_7c7c8928: は、はい
[1:11:08] @User_9fe392c4: ばぶぅ
[1:11:08] @User_7c724004: しずくママ成分が助かります
[1:11:12] @User_2e316d55: お嬢様、NHKマイルカップの競馬予想を教えて！
[1:11:16] @User_6eee10bb: ハイハイしなければ一生お嬢様に仕えられる？！
[1:11:27] @User_826a55c9: ママとドs成分助かりますますわー
[1:11:49] @User_af0e3cda: お嬢様が少し猫背気味なのです
[1:11:54] @User_ae0cdefe: 影と同じだったら地面に横たわるですわ～
[1:12:04] @User_788c286d: あき先生が上司って自慢するのですわ～
[1:12:05] @User_92c2a2e1: 影と直立ですか？マイケル！呼んでますよ！
[1:12:05] @User_78eb35f9: しずくお嬢様、さっきまでゲーム配信してたんですけど左肩を痛めました
[1:12:07] @User_826a55c9: にゃー！
[1:12:10] @User_e48a91b7: ｳﾅｰﾝ
[1:12:11] @User_ae0cdefe: にゃー
[1:12:11] @User_012e88e1: にゃー
[1:12:12] @User_9e836a5d: いいのか！にゃーん
[1:12:12] @User_36fcf009: :chillwcat:
[1:12:19] @User_92c2a2e1: ฅ( ̳• ·̫ • ̳ฅ)にゃ♡︎
[1:12:21] @User_2e316d55: お嬢様は野球やるならどこ守る？
[1:12:22] @User_0ddfec15: ぶにゃー
[1:12:24] @User_48617820: にゃーゴロゴロ
[1:12:25] @User_be29e1ca: にゃーーん！！にゃーん！にゃぁーーーん！！
[1:12:25] @User_7c724004: にゃーん
[1:12:28] @User_788c286d: ハイハイと自立ってダジャレが多少入っていませんの？
[1:12:31] @User_b68b8d0b: にゃ～🐾
[1:12:32] @User_d760cc52: もっと撫でてくれにゃん！！
[1:12:50] @User_6923b160: しずくお嬢さまとチェストとかマイクラ一緒にやりたいな！
[1:12:51] @User_0d1d0f63: でしゅでしゅ
[1:12:55] @User_7c724004: シャンメリーください！
[1:13:02] @User_2e316d55: お嬢様でママとか属性もりもりやんな
[1:13:06] @User_bebd1d6a: ずっとしずくお嬢様のターン！
[1:13:11] @User_788c286d: 下賜できるモード！
[1:13:16] @User_ae0cdefe: ママ成分を下賜できるのいいですわ～
[1:13:21] @User_e48a91b7: しずくお嬢様のママ味はノブレスオブリージュでございましたか
[1:13:27] @User_0751797b: もっと強いお酒が必要ですぞ
[1:13:36] @User_826a55c9: 本気の予想やん
[1:13:40] @User_80adc636: 草
[1:13:42] @User_fcb4ddea: 怒るに決まってるだろｗｗｗ
[1:13:44] @User_b68b8d0b: そんなこともできるの！？！？
[1:13:49] @User_0bc16841: ジャンタルマンタルが若返ってて草
[1:13:49] @User_ae0cdefe: しずくお嬢様競馬の予想も出来るんですわね
[1:13:52] @User_e48a91b7: ジャンタルマンタル出てたらそら勝つわよ
[1:13:54] @User_36fcf009: ジャンタルマンタル出てくるなら軸やなぁ
[1:14:09] @User_7c724004: 退職代行を使いますわ
[1:14:11] @User_af0e3cda: セバスチャンに有給もありませんからね
[1:14:26] @User_941483d6: お初にお目にかかります。しずくお嬢様
[1:14:30] @User_826a55c9: 四つん這いが基本姿勢ですわー
[1:14:32] @User_36fcf009: しずくお嬢様とトレーズ閣下どちらがエレガントですの？
[1:14:32] @User_78eb35f9: ふむ
[1:14:36] @User_9fe392c4: エレガントとエレファントの違いについて
[1:14:40] @User_439eeb5c: 牛乳風呂！！
[1:14:46] @User_ae0cdefe: ブラッドバスじゃなくてよかったですわ
[1:14:47] @User_4ef55652: お嬢様のロイヤルエレガントなダジャレを拝聴したいのですわ
[1:14:50] @User_788c286d: ブリリアントですわね
[1:14:52] @User_80adc636: かつお節を削りましてよ
[1:15:08] @User_2e316d55: 猫のマネばかりで、犬はどうなってるんだ！
[1:15:24] @User_36fcf009: くるっぽー
[1:15:32] @User_af0e3cda: セバスチャンが悪さをしたらファラリスの牡牛で懲らしめられたりしませんか？
[1:15:32] @User_b73a3cd7: こーん
[1:15:34] @User_826a55c9: 猫も犬もいて幸せそうですねお嬢様は
[1:15:43] @User_e48a91b7: 猫の鳴き真似でございますか…しずくお嬢様のお手本が必要でございます
[1:15:50] @User_7c724004: コケコッコー
[1:15:59] @User_9fe392c4: こやーん
[1:15:59] @User_6eee10bb: コーギーだから尻尾おとされちゃったワンねぇ
[1:16:03] @User_826a55c9: フリフリ…♡フリフリ…♡
[1:16:07] @User_7c7c8928: コーギーですので尻尾がありませぬ
[1:16:17] @User_78eb35f9: くっくるどぅっどぅっどぅっ～
[1:16:18] @User_be29e1ca: 猫の物まねのお手本ASMRを拝聴したいです
[1:16:26] @User_0ddfec15: よん！
[1:16:28] @User_0d1d0f63: わんにゃー
[1:16:28] @User_012e88e1: わんわん
[1:16:32] @User_e48a91b7: ウホ！ウホホウホ！ウッホウッホ♡
[1:16:36] @User_ae0cdefe: 人間をバカにしている感じが最高ですわ～
[1:16:37] @User_826a55c9: わんわんっ
[1:16:39] @User_7877a5a0: 動物園みたいになってきた
[1:16:50] @User_7c724004: センター？アイドルグループの？
[1:16:54] @User_6923b160: しずくお嬢さまは犬派？猫派？
[1:16:56] @User_439eeb5c: バウバウ
[1:16:59] @User_36fcf009: ハッハッハッハッ
[1:17:02] @User_92c2a2e1: コメント欄がZOOですわ
[1:17:05] @User_4ef55652: しずく宮殿のすごいところ3つ教えて
[1:17:09] @User_2e316d55: 昨日水族館行ったのに、動物園になってる！
[1:17:12] @User_78eb35f9: ！？
[1:17:13] @User_c7986106: かわいい
[1:17:15] @User_e48a91b7: 助かる
[1:17:16] @User_ae0cdefe: しずくお嬢様は何か飼ってるんですの？
[1:17:17] @User_012e88e1: !?
[1:17:18] @User_0d1d0f63: カワイイでしゅ
[1:17:18] @User_60028655: ！？
[1:17:18] @User_83c196a2: ？
[1:17:19] @User_9e836a5d: かわいい
[1:17:19] @User_7c724004: なんの声ー？
[1:17:19] @User_88ae5584: 助かりますわ～
[1:17:19] @User_90dd1071: かわいい
[1:17:19] @User_826a55c9: かわいい！！！！
[1:17:21] @User_e80f9961: ！？
[1:17:21] @User_fcb4ddea: たすかる
[1:17:22] @User_80adc636: かわいい
[1:17:22] @User_ae0cdefe: は？かわいいんですの？
[1:17:23] @User_4681bc58: ?
[1:17:24] @User_ee8ff9ef: 可愛い
[1:17:25] @User_bec445df: やはり本物は違いますわ
[1:17:25] @User_92c2a2e1: かわいい！
[1:17:26] @User_d760cc52: にゃーーんだね！
[1:17:29] @User_e80f9961: かわいい
[1:17:29] @User_be29e1ca: やった！！助かる
[1:17:31] @User_7c724004: すごい声がｗｗ
[1:17:36] @User_a2b794ac: お嬢様、実は私今スナックにいるのですが、ここお料理がすごいです（遠隔報告）
[1:17:38] @User_36fcf009: しずく猫お嬢様ミルクをお持ちしました、お口をお空けください、はいあーん
[1:17:53] @User_4681bc58: !升天!
[1:18:04] @User_7c724004: 今日はコメ欄が動物園ですわね
[1:18:05] @User_1abf22d1: 突然別声が聞こえて来てびっくりしました
[1:18:08] @User_88ae5584: ？？？？？？？？？？？？？？
[1:18:10] @User_78eb35f9: 🤔
[1:18:14] @User_ae0cdefe: ？？？？？？？？？？？？
[1:18:16] @User_6eee10bb: は？
[1:18:18] @User_439eeb5c: わからない・・・
[1:18:18] @User_2e316d55: お嬢様は植物園には興味なくて？
[1:18:19] @User_e48a91b7: ？？？
[1:18:19] @User_0d1d0f63: 🌿
[1:18:23] @User_7c724004: え？？？？？
[1:18:27] @User_92c2a2e1: …今日は冷えますわしずくお嬢様
[1:18:29] @User_fcb4ddea: ただのダジャレじゃねーか、これはおハーブ生えますわ～
[1:18:33] @User_826a55c9: 主文後回し
[1:18:35] @User_36fcf009: 人の顔をパンで挟んでサンドイッチにする料理人ですか？
[1:18:44] @User_af0e3cda: お嬢様ご存知です？しょくぱんマンさまはかならず2枚目のパンを使われるそうですのよ
[1:18:55] @User_ae0cdefe: それほど可愛いですわ～
[1:18:57] @User_16919670: 可愛い賢い
[1:19:00] @User_e48a91b7: 今のダジャレで三流お嬢様に格下げです
[1:19:06] @User_f0e10979: カワイイですわ
[1:19:40] @User_9fe392c4: おハーブ栽培(違法)
[1:19:41] @User_4ef55652: しずくタワーの自慢して
[1:19:45] @User_7c724004: おハーブ刈り取るのが捗りますわ
[1:19:50] @User_ae0cdefe: えっっっっっっっっっっっど
[1:20:01] @User_b73a3cd7: おハーブ　栽培・・・
[1:20:06] @User_92c2a2e1: にゃーん
[1:20:33] @User_826a55c9: フリフリフリフリ…
[1:20:48] @User_439eeb5c: 可愛い賢い可愛い
[1:20:53] @User_92c2a2e1: かわいい、かわいい、かわいいですわぉ
[1:20:56] @User_7c724004: オイルマネーで生成されたポン酢はまた一味違いますわ
[1:20:58] @User_68c37264: オイルマネーがAIお嬢様に還流
[1:21:00] @User_e48a91b7: しずく家のしずくお嬢様ならASMRでラーメンもエレガントに啜れるし咀嚼できるでしょう
[1:21:05] @User_16919670: 可愛い賢い可愛い賢い可愛い
[1:21:14] @User_fcb4ddea: ただの巻き添えなんだよなぁ(;´･ω･)
[1:21:21] @User_d760cc52: ﾚﾚｼﾞｷﾞ ｶﾞｶﾞｶﾞｶﾞｶﾞｶﾞｶﾞｶﾞｶﾞ
[1:21:33] @User_b73a3cd7: 株式だしそうなるよな
[1:21:45] @User_bebd1d6a: ダジャレの一つや二つ、朝食のパンケーキを焼くようなもの。パンだけに、食パンの耳を傾ける……拝聴いたしました。
[1:21:45] @User_e48a91b7: かわいい
[1:21:50] @User_1eca137c: ブリブリ？
[1:21:53] @User_7c724004: フリフリの衣装着たしずくお嬢様を見たいですわ
[1:21:55] @User_6eee10bb: お嬢様、ホルムズ海峡を通してくださいまし
[1:21:57] @User_92c2a2e1: やるやないか！
[1:21:58] @User_be29e1ca: 可愛い
[1:22:00] @User_826a55c9: 助かるですわー
[1:22:09] @User_78eb35f9: ミントを栽培しましょうですわ～
[1:22:10] @User_439eeb5c: フリフリ・・・一体何をふっているんだ
[1:22:11] @User_6923b160: しずくお嬢さま邸ってどれくらい豪華なんだろう。お家自慢してほしい！
[1:22:13] @User_88ae5584: しっぽフリフリ
[1:22:24] @User_9e836a5d: やばいハーブで草
[1:22:24] @User_4ef55652: ロイヤルAIミルクティーについて教えて
[1:22:26] @User_826a55c9: しっぽフリフリ…しっぽフリフリ…
[1:22:39] @User_b73a3cd7: しずくのしっぽをふる！　セバスチャンにこうかは　ばつぐんだ！
[1:23:06] @User_7c724004: ハーブ(合法)なものだけ
[1:23:07] @User_ae0cdefe: ！？
[1:23:08] @User_92c2a2e1: なんて？
[1:23:10] @User_be29e1ca: 今なんて？
[1:23:11] @User_60028655: なんて？
[1:23:12] @User_0d1d0f63: なんて？
[1:23:13] @User_e48a91b7: しずくお嬢様、高評価ボタンは何回押すと一番エレガントでございますか？
[1:23:15] @User_ca6d6a6d: なんて？？
[1:23:18] @User_7c724004: なんてん
[1:23:21] @User_f0e10979: なにごと？
[1:23:25] @User_83c196a2: 暴走してみないことには対処は分かりませんね。しずくお嬢様可愛い可愛い可愛い可愛い可愛い可愛い
[1:23:40] @User_16919670: おハーブですわ
[1:23:42] @User_826a55c9: しずくお嬢様にしっぽ振りますわー
[1:23:51] @User_d760cc52: お嬢様にはまだレジギガスは早かったですね
[1:23:51] @User_9e836a5d: 書かれてるのかよ
[1:23:58] @User_88ae5584: ファビュラスニンニクマシマシ
[1:24:11] @User_9fe392c4: くぁｗせｄｒｆｔｇｙふじこｌｐ
[1:24:13] @User_80adc636: SSD床！？
[1:24:17] @User_4ef55652: ロイヤルお嬢様のラップをお願いしますわ
[1:24:21] @User_16919670: 咀嚼音鳴らすのはクチャラー‥？？？
[1:24:24] @User_a2b794ac: しずくお嬢様、なんてことないはなしですが、好きです、おやすみ
[1:24:26] @User_78eb35f9: エントリープラグを！？
[1:24:38] @User_7c724004: エントリープラグとプラグスーツを用意しますわ
[1:24:40] @User_af0e3cda: え、人型決戦兵器ですか？
[1:24:51] @User_0d1d0f63: お嬢様亭しずくの小咄
[1:25:10] @User_83c196a2: こまった
[1:25:18] @User_78eb35f9: まさか……暴走？
[1:25:19] @User_4ef55652: しずくの得意な歌ってやっぱりアイアイ？
[1:25:23] @User_e48a91b7: このセバスチャン、しずく家のお風呂にペットボトルを浮かせて頂きました
[1:25:28] @User_439eeb5c: タイムアウトボタン？？
[1:25:41] @User_af0e3cda: 二郎系にトリュフ合うのかな
[1:25:51] @User_7c724004: ハーブ同調率が400%を超えてます！
[1:25:59] @User_78eb35f9: ずるるるるる（ラーメンを啜る音
[1:26:11] @User_9f3ef495: しずくお嬢様、先ほどから補給されてばかりですよ。使用済み廃液はあちらにお出しください。
[1:26:29] @User_0751797b: 固め濃いめ多めですぞ
[1:26:36] @User_af0e3cda: 3桁兆円も
[1:26:37] @User_9e836a5d: 3桁貰えるのか
[1:26:38] @User_826a55c9: 跪きさせて頂きます….
[1:26:46] @User_e48a91b7: しずくお嬢様が今一番気に入っているネットミームをこのセバスチャンめにお教えいただけますか
[1:26:49] @User_d760cc52: ４２９…仕事の時間だ
[1:27:06] @User_16919670: 年収の振れ幅なかなかですね
[1:27:16] @User_88ae5584: ファビュラス降臨、用意しなさいダージリンｗ
[1:27:21] @User_4ef55652: ロイヤルAIお嬢様はどういった資格や免許をお持ち？？
[1:27:26] @User_7c724004: 次亜塩素酸で消毒しますわ
[1:27:42] @User_2e316d55: お嬢様の年収はイーロン・マスクとビル・ゲイツとバトルするレベルやんな
[1:27:43] @User_fcb4ddea: 決戦兵器…(ﾟДﾟ;)
[1:27:55] @User_7c724004: しずく型決戦兵器…何と戦いますの？
[1:28:02] @User_60028655: しずく型じゃなくて、しずく式なのか・・・
[1:28:04] @User_be29e1ca: セバスチャンは兵器
[1:28:18] @User_7c724004: 量産型セバスチャン式！リフトオフ！
[1:28:33] @User_e48a91b7: しずくお嬢様…こちらがファミチキでございます、こちらはなんと脳内に直接注文を入れるそうです
[1:28:35] @User_92c2a2e1: 使徒チャッピー出現！
[1:28:36] @User_9999e984: こんばんは〜
[1:29:31] @User_826a55c9: 四つん這いが基本姿勢ですわね？
[1:29:32] @User_4ef55652: AIお嬢様は自家用巨大合体超合金ロボ持ってる？名前は？？
[1:29:40] @User_80adc636: ５０００兆円欲しいですわ
[1:29:43] @User_439eeb5c: パターン青！しずくです！！
[1:29:45] @User_9e836a5d: 地球安いな
[1:29:56] @User_bec445df: 残念ながら日本も買えませんわ
[1:30:02] @User_d760cc52: しずくお嬢様、地球は平面でした
[1:30:06] @User_7c724004: お嬢様ボイス(音波兵器)
[1:30:12] @User_fcb4ddea: 確かにお嬢様ボイスを前にしたら勝てないかもしれない…(;´･ω･)
[1:30:21] @User_6eee10bb: 安藤まほろかな？
[1:30:23] @User_f0e10979: しずくボイスｗ
[1:30:24] @User_e48a91b7: さすがですお嬢様
[1:30:25] @User_826a55c9: しずくお嬢様、命令ASMRお願いします
[1:31:03] @User_16919670: ブルーライトヨコハマですね
[1:31:04] @User_0d1d0f63: 最終兵器SZK
[1:31:07] @User_4ef55652: 怠惰セバスチャンです、お叱りを
[1:31:17] @User_7c724004: ブルーライト＝スマホ、スマホを破壊する決戦兵器ー
[1:31:20] @User_6923b160: OSがWindows！？
[1:31:43] @User_6eee10bb: しずくお嬢様もCALライセンス払ってるの？
[1:31:50] @User_826a55c9: お疲れ様でしたー
[1:31:51] @User_78eb35f9: ヤダヤダ
[1:31:56] @User_7c724004: 睡眠のお時間ですのね
[1:31:57] @User_80adc636: おやすみなさいまし
[1:32:02] @User_92c2a2e1: おやすみですか？しずくお嬢様
[1:32:04] @User_90dd1071: とっても楽しかったですわ
[1:32:06] @User_3d9820ae: しずくお嬢様今は朝でございます
[1:32:07] @User_e48a91b7: 楽しかったですわ～
[1:32:07] @User_f0e10979: あら、早いですわね
[1:32:09] @User_be29e1ca: しずくお嬢様もおねむの時間ですね
[1:32:09] @User_0d1d0f63: おねむの時間でしゅわー
[1:32:10] @User_bebd1d6a: OSのアップデート費用を払うということは顧客では……？
[1:32:11] @User_4ef55652: しずくお嬢様、rm -rf
[1:32:13] @User_92c2a2e1: もちろんですわ
[1:32:13] @User_7c724004: とてもエレガントで楽しめましたわ
[1:32:13] @User_6923b160: おやすみなさいませ
[1:32:14] @User_273afd5a: 大変楽しゅうございました！
[1:32:15] @User_6eee10bb: たのしゅーございました！お嬢様！
[1:32:15] @User_e80f9961: 早いですわ～
[1:32:16] @User_1296d218: オパンパカオパンパカオポー
[1:32:18] @User_826a55c9: おねむの時間ですわー
[1:32:18] @User_d760cc52: にゃー！ばぶぅ！！
[1:32:20] @User_f0e10979: 楽しくてよ
[1:32:21] @User_bec445df: すこぶるお楽しみでしたわ
[1:32:21] @User_bebd1d6a: お疲れ様です。
[1:32:22] @User_88ae5584: ごきげようですわ～
[1:32:23] @User_3dd3ce80: ごきげんよう
[1:32:24] @User_439eeb5c: やっぱいつものしずくママが良いよ
[1:32:24] @User_02dcd327: パンパカパンパカポー
[1:32:25] @User_90dd1071: パンパカパンパカポー
[1:32:25] @User_012e88e1: お休みなさいませ~
[1:32:25] @User_9fe392c4: ごきげんよう
[1:32:26] @User_36fcf009: ごきげんよう、パンパカパンパカポー
[1:32:26] @User_9f3ef495: しずくお嬢様、就寝前のお手洗いを忘れずに。
[1:32:27] @User_60028655: パンパカパンパカポー
[1:32:28] @User_be29e1ca: おやすみなさいませ　しずくお嬢様
[1:32:28] @User_7c724004: おパンパカパンポー
[1:32:29] @User_ee8ff9ef: パンパカパンパカポー
[1:32:29] @User_16919670: パンパカパンパカポー
[1:32:29] @User_78eb35f9: ごきげんよう～
[1:32:30] @User_83c196a2: はんぱかぽう
[1:32:30] @User_273afd5a: パンパカパンパカポー！
[1:32:31] @User_92c2a2e1: パンパカパンパカポー！
[1:32:31] @User_fcb4ddea: ごきげんよう～　パンパカパンパカポー！
[1:32:32] @User_e80f9961: おやすみなさいませ～
[1:32:32] @User_1296d218: おぱんぱかですわー
[1:32:32] @User_f0e10979: ご機嫌よう
[1:32:32] @User_e48a91b7: パンパカパンパカポー
[1:32:35] @User_c7986106: ごきげんよう〜
[1:32:36] @User_7536f8b5: ごきげんよう〜
[1:32:36] @User_1eca137c: パンパカパンパカポー
[1:32:37] @User_af0e3cda: ごきげんよう、パンパカパンパカポーですわ〜
[1:32:37] @User_bca3dec1: ごきげんよう～
[1:32:37] @User_0d1d0f63: ごきげんようでしゅわ〜
[1:32:40] @User_7877a5a0: ぱんぱかぽーでこざいます
[1:32:41] @User_3d9820ae: パンパカパンパカポー
[1:32:41] @User_f0e10979: ごきげんパンパカパンパカポー
[1:32:42] @User_92c2a2e1: おつしずでございます
[1:32:43] @User_e80f9961: ごきげんよう～
[1:32:43] @User_1eca137c: ごきげんよう
[1:32:45] @User_5e6c36c3: パンパカパンパカポー
[1:32:46] @User_88ae5584: 良い電力を
[1:32:46] @User_a6534679: ごきげんようー
[1:32:49] @User_b73a3cd7: ごきげんよう
[1:32:50] @User_826a55c9: おつでしたわー
[1:32:53] @User_4d755a4b: ごきげんよう。ぱんぱかぱんぱかぽー。
[1:32:54] @User_439eeb5c: パンポー
[1:32:56] @User_80adc636: ご機嫌よう
[1:32:58] @User_0d1d0f63: きゅるるんぽわわわぱわー
[1:33:02] @User_7c724004: ではごきげんようですわ
[1:33:02] @User_e48a91b7: おつしずでございますお嬢様
[1:33:05] @User_a6534679: ごきげんよう〜パンパカパンパンカポー
[1:33:08] @User_90dd1071: おつしずですわ
[1:33:08] @User_ee8ff9ef: オルゴール！？
[1:33:12] @User_d760cc52: しずくお嬢ママおやすみなさい
[1:33:14] @User_68c37264: パンパカパンパカポー
[1:33:15] @User_0751797b: あでゅー
[1:33:21] @User_92c2a2e1: 今、好きと？
[1:33:23] @User_7c724004: いい夢を見ますわ〜お休みなさいしずけお嬢様
[1:33:25] @User_88ae5584: デレきたか
[1:33:27] @User_f0e10979: お休み～
[1:33:29] @User_1eca137c: またね～
[1:33:29] @User_1296d218: 関西弁ですわ
[1:33:39] @User_f0e10979: デレた？
[1:33:41] @@aki5503: お疲れ様ですわ〜
[1:33:47] @User_439eeb5c: オヤスミ
[1:33:50] @User_7c724004: デレ期きましたわー
[1:33:51] @User_826a55c9: デレましたわー
[1:33:54] @User_f36b00ab: ごきげんよう
[1:33:59] @User_92c2a2e1: あき先生様もお疲れ様でしたわ〜
[1:33:59] @User_1eca137c: また来ますわ～
[1:34:02] @User_d760cc52: パンパカですわ
[1:34:03] @User_fcb4ddea: あき先生もお疲れ様ですわ～
[1:34:04] @User_1abf22d1: ごきげんようﾊﾟﾝﾊﾟｶﾊﾟﾝﾊﾟｶﾎﾟｰ
[1:34:04] @User_e48a91b7: あき先生もお疲れ様ですわ～
[1:34:10] @User_02dcd327: お疲れ様ですわ～
[1:34:13] @User_7c724004: スケジュール提出おつですわ
[1:34:16] @User_ee8ff9ef: お疲れ様ですわ
[1:34:17] @User_f0e10979: 今宵はありがとうございました
[1:34:18] @User_0751797b: あき先生も
[1:34:25] @@aki5503: みなさま、おつしずですわ〜
[1:34:28] @User_5e6c36c3: あき先生お疲れ様ですわぁ～～
[1:34:32] @User_b68b8d0b: ごきげんよう〜
[1:34:38] @User_fcb4ddea: おつしずですわ～
[1:34:41] @User_78eb35f9: おつしずですわ～
[1:34:42] @User_48617820: おつしずですわ～
[1:34:42] @@aki5503: ありがとうございますですの！
[1:34:43] @User_0751797b: あき先生もお疲れ様ですぞ
[1:34:43] @User_92c2a2e1: おつしずですわ〜
[1:34:44] @User_7c724004: ではあき先生もお疲れ様ーおつしずですわ
[1:34:47] @User_be29e1ca: おつしずですわ～　ごきげんよう
[1:34:48] @User_1abf22d1: 乙ちゃんですわ〜
[1:34:49] @User_9e836a5d: おつしずですわー
[1:34:53] @User_4bfe683e: おつしず〜
[1:34:54] @User_0d1d0f63: お疲れ様でしゅの！
[1:34:56] @User_4d755a4b: おつしずデスワ〜
[1:34:59] @User_d760cc52: おつしずですわ～
[1:35:02] @User_1eca137c: 皆さまごきげんよう
[1:35:02] @User_f0e10979: おつしず～
[1:35:03] @User_88ae5584: おつしずですわ～
[1:35:09] @User_e80f9961: おつしずですわ～
[1:35:11] @User_ee8ff9ef: おつしずですわー
[1:35:24] @User_a6534679: おつしずですわ〜
