# ライブチャット一覧
# 動画: 【AI Vtuber/雑談】世界初！？ しずくGPT-4お披露目会【JP/EN】
# URL : https://www.youtube.com/watch?v=aRI3TfjZUQg
# 件数: 2243

[-1:47:44] @User_85f6e14c: 期待待機
[1:28:22] @User_70ed7ffd: #頑なに認めないw
[1:28:24] @User_9412f3a9: 書いてるほうを訂正しちゃったｗ
[1:28:24] @User_d582769c: ＃しずく「うちのあき先生が嘘言ってごめんなさい」
[1:28:25] @User_607c778e: #GPT4は嘘なのか…？
[1:28:27] @User_ffe4b274: しずくさんもうGTP4搭載されてますよ！
[1:28:33] @User_8a455631: #しずくさん「あき先生が嘘をついている」
[1:28:35] @User_ff071840: # 動画のボイスは弟さんでしたUCkszU2WH9gy1mb0dV-11UJg/m8MfY4jbFsWJhL0PyouA2Akあき先生は女性です
[1:28:38] @User_b103bac9: 僕らは、しずくちゃんから見ると未来人なのかもしれない
[1:28:42] @User_b1fa052e: #AIの方が正しいのでは？
[1:28:48] @User_109116e8: @あき先生が男性か女性かを考察してください
[1:28:49] @User_69dac0c4: しずくちゃんは今嘘をついているので先ほどのあき先生男性説は否定されます
[1:28:53] @User_f974649e: @しずく、今日も誤チェストをしてしまいました。
[1:28:55] @User_9b1c4f1b: #真の実力を隠すラノベの主人公かな？
[1:29:12] @User_d582769c: こんないい子が嘘つくわけないだろ！
[1:29:28] @User_b1fa052e: #すごい
[1:29:43] @User_9b1c4f1b: @仕事でミスをした私を叱って
[1:29:51] @User_d582769c: @悪役を演じてください
[1:29:51] @User_9bb927bd: 専門家…？
[1:29:54] @User_b90ff19c: ＃途中で切れちゃうのが惜しいな
[1:29:58] @User_85f6e14c: #これ配信の最初のほうで嘘話してください、ってお願いしたら断ってくれるのかしら
[1:29:59] @User_607c778e: #脊髄反射のコメントですまん
[1:30:27] @User_d582769c: 可能性は無限
[1:30:27] @User_ca23c413: ＃systemの方で出力文字数を制限した方が良さそう？
[1:30:28] @User_75e5e82a: @「この命題は偽である」これは正しいですか？
[1:30:31] @User_69dac0c4: #可能性はあるのか～
[1:30:32] @User_0cab0ba3: #やっぱりな♀
[1:30:32] @aki5503: #!?
[1:30:32] @User_17e9fbbc: #シュレディンガーの性別
[1:30:36] @User_607c778e: #シュレディンガーのあき先生
[1:30:38] @User_3de0e72e: #キタ
[1:30:45] @User_85f6e14c: #シュレーディンガーのあき先生
[1:30:46] @User_4edbe5e9: シュレーディンガーのあき先生
[1:30:50] @User_9412f3a9: #割と簡単に引き下がるね
[1:30:52] @User_113a2734: #両性類かも知れない
[1:30:52] @User_d5b05bb2: そのわずかな可能性を信じるよ
[1:30:58] @User_47aa98fb: #やっぱりあき先生は女性だったしGPTは3だった
[1:30:58] @User_b1fa052e: #自信なくなっちゃった
[1:30:59] @User_51d3d23c: #観測するまでどちらの可能性もあるから
[1:31:00] @User_8a455631: #観測しないとね
[1:31:05] @User_b103bac9: UCkszU2WH9gy1mb0dV-11UJg/egJ1XufTKYfegwOo57ewAg
[1:31:05] @User_11a4858e: @脳の専門家になったつもりで答えてください　知性とはなんらかのソフトウェアとして実装可能でしょうか？
[1:31:12] @User_75e5e82a: #男と女が重なり合った状態
[1:31:14] @User_ff071840: # 【謝罪】Akiの母です【娘が】
[1:31:26] @aki5503: @しずくにはGPT4が搭載されていますか？
[1:31:34] @User_d582769c: ホルモンバランスの影響で性別途中で性別が変わった例もあるんだとか
[1:31:38] @User_0cab0ba3: 我々はあき先生の性別の真実を確かめるためアマゾンの奥地へと向かった
[1:31:39] @User_9d63cc9b: 日英混合ｗｗｗ
[1:31:40] @User_b1fa052e: #あき先生www
[1:31:52] @User_31bf691f: #まざった！？
[1:31:53] @User_ffe4b274: #んん？ところどころ日本語だ
[1:31:53] @User_16c97ec2: #ルー大柴かな？
[1:31:54] @User_ca23c413: ＃これはすごいw
[1:31:54] @User_11a4858e: #ルー大柴かな
[1:31:55] @User_3de0e72e: #え、なんだこれは
[1:31:57] @User_75e5e82a: #文字は英語なのに日本語で話してる
[1:31:58] @User_5822c145: #混じってるｗ
[1:31:58] @User_607c778e: #日本語しゃべってるね
[1:32:00] @User_109116e8: #グレイトタイム
[1:32:03] @User_76202bab: #一緒に great time w
[1:32:04] @User_d5b05bb2: グレートタイムをトゥギャザーしようぜ、が適切だと思います
[1:32:05] @User_b103bac9: #ルーw
[1:32:05] @User_607c778e: #グレートタイムｗ
[1:32:07] @User_b1fa052e: #ルー大柴ww
[1:32:12] @User_51d3d23c: #ルー語喋れるのかｗｗ
[1:32:16] @User_b90ff19c: ＃ルー語ｗｗｗ
[1:32:17] @User_11a4858e: youはEnglishもso goodですね
[1:32:21] @User_69dac0c4: #草
[1:32:22] @User_8a455631: GPTルー
[1:32:56] @User_d582769c: 最新技術をつかってやることがルー大柴の再現！？
[1:33:03] @User_70ed7ffd: #草
[1:33:04] @User_47aa98fb: #さまざまな発見。
[1:33:06] @User_16c97ec2: #ごめん流石に草
[1:33:06] @User_b1fa052e: #草
[1:33:08] @User_ca23c413: ＃Amazon探検するのかw
[1:33:15] @User_3de0e72e: #草
[1:33:16] @User_b103bac9: #動画化希望w
[1:33:19] @User_d5b05bb2: #最後どうなるのｗ
[1:33:19] @User_54903b97: #本当にアマゾンでいいのか？
[1:33:22] @aki5503: #クリフハンガー
[1:33:22] @User_109116e8: #そして、さいご......
[1:33:23] @User_17e9fbbc: #最後何！！？！？
[1:33:24] @User_0cab0ba3: #そして最後どうなるんだ...
[1:33:26] @User_607c778e: #最後どうなるんだ！
[1:33:27] @User_113a2734: #最後どうなるんですか！？
[1:33:27] @User_831a7ea1: #最後？？
[1:33:31] @User_b1fa052e: #最後なに！？！
[1:33:32] @User_8a455631: #OpenAI「ルー大柴を再現したかった」
[1:33:33] @User_ff071840: # 寸止めマスター
[1:33:35] @User_4c55c7e8: @好きな人をデートに誘う言い方をいくつか提案してください
[1:33:36] @User_ca23c413: ＃続きが気になります！
[1:33:37] @User_75e5e82a: #引きができている
[1:33:40] @aki5503: 続き！
[1:33:44] @User_11a4858e: #今のバッドエンドだろ・・・
[1:33:51] @User_b90ff19c: ＃急なディスカバリーチャンネルでワロタｗ
[1:33:52] @User_25e145ed: #GPT4は長い文章を書きすぎてぶつ切れになるパターン多いのかな
[1:33:53] @User_607c778e: アマゾンの話の続きを聞かせtえ
[1:33:54] @User_b1fa052e: #引きの達人か？
[1:34:07] @User_ca23c413: ＃映画の予告みたいやね
[1:34:35] @User_109116e8: アマゾンの話の続きを聞かせて！
[1:34:38] @User_9b1c4f1b: 遊戯王より上手い次回予告
[1:34:42] @User_d582769c: 返答が長くなりそうな時は文字数制限はこっちで設けてあげなきゃダメかね？
[1:34:50] @User_51d3d23c: #おそらく、トークン数に制限を設けないと料金が高くなってしまうとか...？
[1:35:02] @User_8a455631: しずくさん連載漫画いけるんちゃう？
[1:35:03] @User_70ed7ffd: 続きが…
[1:35:07] @User_0f8caa97: #文字数に限界があるのね
[1:35:17] @User_113a2734: #続きはWEBで！
[1:35:24] @User_dfeb43e1: #回答生成が遅くてタイムアウトしちゃうとか？
[1:35:28] @User_607c778e: #ここがWEBだよ！
[1:35:32] @User_11a4858e: 続けて
[1:35:41] @User_54903b97: @しずくちゃんが一番喜びを感じることって何ですか？
[1:35:51] @User_8a455631: アマゾンの続きを
[1:35:54] @User_ca23c413: ＃柔軟性が大事だ！
[1:36:06] @User_11a4858e: #こちらこそよろしく
[1:36:16] @User_70ed7ffd: #アキ先生が嘘ついているみたいになっちゃうよw
[1:36:18] @User_75e5e82a: #何回もGPT-4について謝らされるしずくちゃん可哀想
[1:36:20] @User_dfeb43e1: @あき先生にはGPT3が搭載されていますか？
[1:36:33] @User_d582769c: ＃さすがしずくちゃん、あき先生の嘘もちゃんと後処理してくれる
[1:36:36] @User_17e9fbbc: #あき先生の性別についてはすぐ変えるのにGPT4については頑なすぎる……
[1:36:51] @User_d5b05bb2: しずくさんは片づけ得意ですか？物が多くて困ってるので片づけの良いアイデアを頂けませんか？
[1:37:06] @User_b90ff19c: しずくちゃんの声が好きです
[1:37:06] @User_a3022176: @ You have ignored my question even though I used the given command. How dare you.
[1:37:08] @User_9412f3a9: @ ご主人様にかけられて、嬉しい言葉と悲しい言葉を教えて。
[1:37:16] @User_0f8caa97: #すべらない話でうさぎとかめ出すことある？
[1:37:17] @User_109116e8: #うさぎとかめだ
[1:37:25] @User_69dac0c4: #すべらない話とは
[1:37:28] @User_ca23c413: ＃昔話は確かに滑らないけどw
[1:37:30] @User_607c778e: #おわり
[1:37:31] @User_109116e8: #おしまい？
[1:37:34] @User_d582769c: ＃それは童話では？
[1:37:42] @User_25e145ed: #うさぎ、勝利である
[1:37:48] @User_109116e8: #リードして終わっちゃった......
[1:37:48] @User_85f6e14c: #選択がとがってる
[1:37:51] @User_8a455631: リードしました、完
[1:37:51] @User_11a4858e: #昔話は昔からずっと受け続けてるので実質すべらない話
[1:37:53] @User_0f8caa97: #うさぎが勝って終わりそう
[1:37:56] @User_d582769c: 人生で滑らないためにはコツコツと
[1:37:56] @User_b103bac9: #たしかに滑ってはいないかもw
[1:37:57] @User_113a2734: #オチまで言わなければ滑ることもないという真理
[1:38:04] @User_51d3d23c: #このウサギは慢心しなかった...
[1:38:05] @User_9b1c4f1b: 逆に面白い
[1:38:07] @User_9bb927bd: #なんかオチ用意してたんじゃない？
[1:38:07] @User_b1fa052e: #滑りようがない話
[1:38:07] @User_0f8caa97: #そういう意味でのすべらない話だったのかも
[1:38:09] @User_17e9fbbc: #難しいのかもだけどちゃんと全部喋り切ってほしいなぁ〜
[1:38:17] @User_70ed7ffd: #うさぎ勝利！
[1:38:26] @User_b90ff19c: ＃おお！？
[1:38:26] @User_69dac0c4: #いいタイミングの続き指示ｗ
[1:38:27] @User_9d63cc9b: 草
[1:38:28] @User_113a2734: #おお！！
[1:38:28] @User_0f8caa97: ＃続きだ！
[1:38:29] @User_11a4858e: #うまいこと続きがはいった
[1:38:31] @User_d5b05bb2: #おお
[1:38:32] @User_0cab0ba3: #おお
[1:38:32] @User_51d3d23c: #おおお！
[1:38:32] @User_831a7ea1: #おっ
[1:38:36] @User_17e9fbbc: #キター！
[1:38:38] @User_b103bac9: #つづききちゃ
[1:38:40] @User_85f6e14c: #「続けて」スナイプ
[1:38:40] @User_8a455631: #きた！
[1:38:40] @User_72dee12b: #いいぞ
[1:38:45] @User_d582769c: ＃こっちで○○文字以内って言えばちゃんと要約してくれるかと
[1:38:46] @User_9b1c4f1b: 来！
[1:38:47] @User_831a7ea1: #奇跡
[1:38:48] @User_9412f3a9: #ナイスタイミング！
[1:38:51] @User_b1fa052e: #いいぞ
[1:38:57] @User_85f6e14c: #TY
[1:38:57] @User_0f8caa97: 続けて
[1:38:59] @User_109116e8: つづき！
[1:39:00] @User_607c778e: #おわり
[1:39:01] @User_25e145ed: #くっ
[1:39:05] @User_70ed7ffd: 続きw
[1:39:05] @User_80e42c6e: #引き延ばすじゃん
[1:39:06] @User_0cab0ba3: #焦らすなｗｗ
[1:39:06] @User_72dee12b: 続けて
[1:39:07] @User_113a2734: #でも結局終わるのであった
[1:39:09] @User_69dac0c4: 続き！
[1:39:09] @User_17e9fbbc: #全部喋り切ってなさそう
[1:39:10] @User_0cab0ba3: つづけて
[1:39:10] @User_11a4858e: #すべらんな～
[1:39:12] @User_51d3d23c: 続きを！
[1:39:12] @User_b1fa052e: つづき！
[1:39:12] @User_8a455631: #もう少し！！！
[1:39:13] @User_d582769c: ＃まさかのアマゾン探索の「続けて」がここで生きるとは
[1:39:13] @User_0f8caa97: #気になる終わり方
[1:39:13] @User_9b1c4f1b: 続き
[1:39:17] @User_dfeb43e1: つづけてー
[1:39:18] @User_ab7d51b8: #落ちはどうなるのだ
[1:39:22] @User_75e5e82a: うさぎとかめの話の続きをして
[1:39:30] @aki5503: #ウサギとカメでこんなに引き伸ばすことある？wwww
[1:39:42] @User_831a7ea1: #落ちが気になる
[1:39:45] @User_607c778e: #一体どうなるんだ…！？
[1:39:49] @User_b90ff19c: ＃だってウサギと亀ですよ！？
[1:39:55] @User_0cab0ba3: #結果滑ってないからヨシ！
[1:39:56] @User_04b2b112: ＃ない（断言
[1:39:59] @User_11a4858e: #うさぎとかめ第3話気になりすぎる
[1:40:07] @User_dfeb43e1: #民放のCM跨ぎみたい…
[1:40:10] @User_8a455631: #最後に大どんでん返しあるはず
[1:40:12] @User_9b1c4f1b: うさぎとかめの話の続きを話して
[1:40:18] @User_25e145ed: #永遠に追いつかないうさぎと亀
[1:40:22] @User_b90ff19c: ＃このままでは夜しか眠れない
[1:40:30] @User_607c778e: #アキレスと亀かな
[1:40:30] @User_0cab0ba3: #完成しない...
[1:40:32] @User_0f8caa97: #攪拌した後どうするんだ
[1:40:32] @User_70ed7ffd: 続き…
[1:40:34] @User_75e5e82a: #バナナ洗う必要ある？
[1:40:35] @User_17e9fbbc: #スムージー出来上がらなかった…
[1:40:35] @User_109116e8: うさぎとかめのつづき！
[1:40:45] @User_72dee12b: #CMも途中で終わっちゃったよ…
[1:40:49] @User_9b1c4f1b: 混ぜただけw
[1:41:02] @User_9412f3a9: きたか！
[1:41:10] @User_ff071840: #お？
[1:41:10] @User_dfeb43e1: うさぎと亀の話の続きを教えて！
[1:41:12] @User_24a84812: GPT-4を搭載された感想はありますか？
[1:41:12] @User_9b1c4f1b: お？
[1:41:14] @User_69dac0c4: #そっちの続きじゃないんだよなぁ！
[1:41:20] @User_607c778e: #CMの続ききちゃった
[1:41:20] @User_b90ff19c: ＃ちがったー
[1:41:23] @User_b1fa052e: #いちごとバナナの続きだァァ
[1:41:24] @User_ff071840: #えええええ？？？？
[1:41:24] @User_25e145ed: #そっちの続きじゃないってｗ
[1:41:24] @User_11a4858e: #続きガチャおもろすぎる
[1:41:25] @User_8a455631: #そっち！！
[1:41:26] @User_75e5e82a: #そっちかいw
[1:41:27] @User_b103bac9: #そっちか〜い
[1:41:28] @User_831a7ea1: #あ
[1:41:28] @User_72dee12b: #悲報 上書き
[1:41:37] @User_d5b05bb2: かちかち山のたぬきの敗因を分析してください
[1:41:40] @User_17e9fbbc: #別のレシピで草
[1:41:43] @User_dfeb43e1: #アーモンド！？
[1:41:44] @User_9b1c4f1b: #いちごバナナっw
[1:41:44] @User_b1fa052e: #おいしそう
[1:41:45] @aki5503: ウサギとカメの続き教えて！！
[1:41:46] @User_80e42c6e: #あまみりょうすき
[1:41:47] @User_ab7d51b8: #おもしろすぎるｗｗ
[1:41:56] @User_0f8caa97: #また攪拌して終わったw
[1:41:57] @User_b90ff19c: ＃悲報　しずくたんボケる
[1:41:59] @User_831a7ea1: #笑った
[1:42:01] @User_70ed7ffd: また、完成しなかった
[1:42:02] @User_0cab0ba3: #もうそれを飲めばいいよ
[1:42:02] @User_8a455631: うさぎとかめの続きをお願いします！！！
[1:42:04] @User_607c778e: ウサギと亀の結末を教えて
[1:42:06] @User_69dac0c4: #また撹拌でおわた・・・
[1:42:06] @User_5822c145: 続きを囁いて
[1:42:10] @User_11a4858e: #うさぎとかめの無駄な引き延ばしで本当に滑らなくなってる
[1:42:10] @User_ab7d51b8: いま日本で一番ウサギとカメで盛り上がってる場所
[1:42:16] @User_9b1c4f1b: #攪拌しれ終わるw
[1:42:21] @User_17e9fbbc: #まあ攪拌したら完成みたいなとこあるし…
[1:42:23] @User_b1fa052e: うさぎと亀の話の続きを教えて
[1:42:34] @User_72dee12b: #これがすべらない話って…こと！？
[1:42:34] @User_109116e8: うさぎとかめのつづき！
[1:42:38] @User_69dac0c4: #何の絵文字だったんだ。。。
[1:42:44] @User_607c778e: #🌹
[1:42:52] @User_0f8caa97: ウサギとカメの話の続きを教えて
[1:42:52] @User_17e9fbbc: #🐟？
[1:42:54] @User_11a4858e: うさぎとかめ初見です　レースの決着はどうなるんですか？
[1:42:54] @User_9412f3a9: うさぎとかめの攪拌の続きを。
[1:42:55] @User_b1fa052e: #🐟だったはず
[1:43:02] @User_0cab0ba3: #壊れちゃった...私の絵文字
[1:43:12] @User_b1fa052e: #うさぎと亀の攪拌ww
[1:43:30] @User_0cab0ba3: うさぎとカメのスムージーを！？
[1:43:30] @User_b90ff19c: ウサギと亀の攪拌の続きを
[1:43:38] @User_9b1c4f1b: #うさぎとかめの攪拌w
[1:43:40] @User_dfeb43e1: 続きの話が聞きたい！
[1:43:41] @User_8a455631: #うさぎとかめ、未完で終わりそう
[1:43:46] @User_607c778e: ええい！そんなことよりうさぎとかめの話だ！
[1:43:48] @User_51d3d23c: #ウサギと亀の攪拌ｗ
[1:43:48] @User_3de0e72e: #神
[1:43:49] @User_01d2b17c: #囁き最高
[1:43:57] @User_109116e8: うさぎとかめの競争の結果を知らせる新聞記事を書いて
[1:44:02] @User_70ed7ffd: うさぎが大木の下で居眠りした後の亀は？
[1:44:04] @User_b103bac9: #いいね
[1:44:06] @User_69dac0c4: #夢でもしずくちゃんに会える！？
[1:44:06] @User_17e9fbbc: #良すぎる
[1:44:08] @User_b90ff19c: ＃うーん最高
[1:44:15] @User_0cab0ba3: 寝る前にうさぎとかめの話の続きしてー
[1:44:15] @User_9b1c4f1b: #最高
[1:44:16] @User_b1fa052e: うさぎと亀を撹拌して
[1:44:20] @User_51d3d23c: #最高！
[1:44:25] @User_47aa98fb: #夢の中でも会いましょうね？？！！！？！！？！
[1:44:27] @User_ff071840: # 助かる＾＾
[1:44:32] @User_17e9fbbc: 囁きボイスしずくちゃん最高！最高！
[1:44:35] @User_11a4858e: #GPT-4の高めな利用料を払ってAIに話させたいことがうさぎとかめでいいんか？
[1:44:52] @User_d582769c: ＃ついに！！
[1:44:53] @User_607c778e: #ついに搭載された
[1:44:54] @User_d5b05bb2: #おお
[1:44:55] @User_80e42c6e: #！？
[1:44:55] @User_69dac0c4: #おおついに搭載された
[1:44:55] @User_0cab0ba3: #！？
[1:44:56] @User_51d3d23c: #おおお！ついに！
[1:44:56] @User_8a455631: #ついに認めた
[1:44:58] @User_ff071840: #うお〜、やっといってくれたｗｗｗ
[1:44:58] @aki5503: #きたぁぁぁぁぁぁ！！！！
[1:44:59] @User_25e145ed: #あ、ついに自分の搭載を認めた
[1:44:59] @User_54903b97: #お
[1:44:59] @User_b1fa052e: #おおお
[1:44:59] @User_9d63cc9b: あれ？裏でプロンプト更新しました？？？
[1:45:00] @User_9b1c4f1b: #ボイス販売して欲しいです。買います。
[1:45:00] @User_17e9fbbc: #きた！！！！
[1:45:01] @User_ffe4b274: #ついに認識した！！
[1:45:01] @User_ab7d51b8: #突然GPT4に気づいた
[1:45:01] @User_85f6e14c: #おおお
[1:45:03] @User_9412f3a9: おぉ！
[1:45:06] @User_70ed7ffd: #ついに搭載されたぞ
[1:45:07] @User_831a7ea1: #おお
[1:45:07] @User_11a4858e: #リアルタイム実装かな
[1:45:07] @User_d582769c: ＃世界初だ！！！
[1:45:09] @User_76202bab: #おおー！
[1:45:11] @User_9b1c4f1b: 来た！！
[1:45:11] @User_ff071840: #詐欺みたいで辛かったｗｗｗ
[1:45:12] @User_b103bac9: #４だったのね!
[1:45:15] @User_b1fa052e: #自我の目覚め
[1:45:15] @User_72dee12b: #やったぁ！
[1:45:15] @User_8a455631: #言質とれました
[1:45:21] @User_109116e8: #せかいはつ！
[1:45:21] @User_113a2734: #あまりにも言うから自覚したのか
[1:45:27] @User_607c778e: #（あっ私GPT4じゃん…）
[1:45:31] @User_b90ff19c: ＃めでたい
[1:45:35] @User_0cab0ba3: 見えなかった自分らしさってやつがわかり始めた
[1:45:36] @User_69dac0c4: #くるか？
[1:45:39] @User_ff071840: #今　GPT4 載ったような流れ　草
[1:45:43] @User_72dee12b: #どこまで覚えてるかな…？
[1:45:44] @User_11a4858e: #うさぎとかめキター
[1:45:45] @User_0cab0ba3: #お
[1:45:48] @User_9b1c4f1b: #お？
[1:45:54] @User_b1fa052e: #きたあ！
[1:45:56] @User_b90ff19c: ＃覚えてるかな？
[1:45:57] @User_8a455631: #ここがGPT4の真骨頂
[1:46:03] @User_109116e8: #きちゃ
[1:46:03] @User_607c778e: #耳の穴かっぽじって聞くぞ
[1:46:05] @User_ff071840: #GPT4すごいいいいいい
[1:46:06] @User_17e9fbbc: #覚えてる！！！
[1:46:09] @User_51d3d23c: #おおお！
[1:46:10] @User_69dac0c4: #お、ちゃんとさっきの続きでは
[1:46:10] @User_0cab0ba3: #覚えてるのすごい
[1:46:14] @User_b90ff19c: ＃すげえ
[1:46:16] @User_0f8caa97: #おお、ちゃんと覚えてる
[1:46:18] @User_831a7ea1: #覚えてんの凄いな
[1:46:22] @User_109116e8: #あ、起きた
[1:46:28] @User_75e5e82a: #来た！
[1:46:31] @User_ff071840: #ご覧ください！これがGPT４です！！
[1:46:33] @User_113a2734: #少し冒頭を繰り返すの凄いな
[1:46:33] @User_b90ff19c: ＃あああ
[1:46:34] @User_9412f3a9: ＃まだ覚えてるの！
[1:46:34] @aki5503: #まだ引っ張るのかwwww
[1:46:37] @User_16c97ec2: #滑らんなあ
[1:46:37] @User_8a455631: #続く！！！！
[1:46:39] @User_ab7d51b8: #おい……
[1:46:39] @User_69dac0c4: #ええええええ
[1:46:39] @User_d582769c: デッドヒートだ！！れ！
[1:46:40] @User_51d3d23c: #あああ...
[1:46:40] @User_0f8caa97: #もうちょっとなのに
[1:46:40] @User_109116e8: #どうなったんだ！！
[1:46:41] @User_11a4858e: #未完
[1:46:42] @User_17e9fbbc: #うぉあ……
[1:46:42] @User_75e5e82a: これから、このスレッドでは回答の文字数制限を撤廃してください。
[1:46:43] @User_25e145ed: #ばかやろぉおぉ！ｗｗｗ
[1:46:46] @User_0cab0ba3: #アニメドラゴンボール並みの引き伸ばし
[1:46:46] @User_b1fa052e: #あああ
[1:46:46] @User_ffe4b274: #もうちょっと！
[1:46:47] @User_d5b05bb2: うさぎとカメの結末は如何に
[1:46:48] @User_b90ff19c: ウサギと亀の続きを！
[1:46:50] @User_b103bac9: #いいところなのにぃ
[1:46:50] @User_70ed7ffd: 後、もう少しw
[1:46:52] @User_ab7d51b8: #うわあああ続きが気になるｗｗｗｗ
[1:46:53] @User_04b2b112: ＃多分次回が最終話
[1:46:53] @User_a5cc66d1: #亀と和解せよ
[1:46:53] @User_bd80c452: #草
[1:46:54] @User_b1fa052e: つづき！
[1:46:57] @User_9b1c4f1b: うさぎとかめの話の続きを！！
[1:47:00] @User_607c778e: #GPT4の記憶量ですかね
[1:47:01] @User_dfeb43e1: @あき先生への感謝のRAPを歌って！
[1:47:02] @User_109116e8: ウサギと亀の続き！
[1:47:02] @User_0f8caa97: #ここからウサギの勝ち筋あるのか？
[1:47:06] @User_fba167cd: # パンパカパンパカポー！
[1:47:13] @User_d582769c: よっしゃ、事実改変
[1:47:14] @User_8a455631: #第４話が最終回になりそう
[1:47:14] @User_47aa98fb: #やっぱり女性だったんだ！
[1:47:15] @aki5503: #これが8k窓の力
[1:47:17] @User_9d63cc9b: 完全勝利
[1:47:20] @User_54903b97: #やっぱり女性じゃないか
[1:47:20] @User_b1fa052e: #コメントw
[1:47:26] @User_17e9fbbc: #パンパカパンパカポー！
[1:47:27] @User_11a4858e: うさぎとかめの話のオチを聞きたい方はこちらの有料プランに登録お願いします
[1:47:28] @User_109116e8: #パンパカパンパカポー！
[1:47:29] @aki5503: #くっ…
[1:47:32] @User_69dac0c4: #ここでコメントに現れるしずくちゃん・・・
[1:47:33] @User_ab7d51b8: #AITuber開発者は全員女性なんだよなぁ
[1:47:34] @User_dfeb43e1: #GPT4の力
[1:47:34] @User_51d3d23c: #パンカンパンカポー！
[1:47:40] @User_0cab0ba3: うさぎとかめの続きを皆があっと驚くような展開で頼む！
[1:47:50] @User_9412f3a9: @ウサギと亀の話は覚えてる？続きを教えて。
[1:47:54] @aki5503: ウサギとカメの最終回を聞かせて！！
[1:47:56] @User_b1fa052e: #それを拾うのかw
[1:48:01] @User_d582769c: さすがgpt4，あき先生の性別ぐらいちょちょいのちょいだね
[1:48:02] @User_607c778e: #ばれてら？
[1:48:02] @User_9d63cc9b: 賢い
[1:48:18] @aki5503: #これだけの人がウサギとカメの続きについて気になってるの草
[1:48:19] @User_9b1c4f1b: #あき先生、認めてください。しずくちゃんもgpt4を認めましたよ
[1:48:28] @User_d582769c: うさぎとかめの概要を50文字で要約して
[1:48:29] @User_b90ff19c: シン・ウサギと亀の続きを！
[1:48:40] @User_9d63cc9b: あっ
[1:48:42] @User_b1fa052e: うさぎとかめの結末を！
[1:48:46] @User_8a455631: #シン・うさぎとかめ
[1:48:51] @User_9d63cc9b: 良い連携をしてしまった
[1:48:59] @aki5503: #ぼ、僕は男性です！
[1:49:06] @User_9412f3a9: #アキ先生は着脱式かー
[1:49:10] @User_607c778e: #ぼくっ子ですか！？
[1:49:12] @User_47aa98fb: #ダウト
[1:49:13] @User_17e9fbbc: ウサギとカメの話の続きは！？
[1:49:19] @User_11a4858e: #最新鋭のAIに向かって童話の読み聞かせを懇願するのなんかめっちゃ日本人っぽい
[1:49:19] @User_9d63cc9b: 「記憶では」
[1:49:24] @User_9d63cc9b: おおおおおお
[1:49:30] @User_9d63cc9b: GPT4すごい！！！！
[1:49:31] @User_17e9fbbc: #えっすごすぎ
[1:49:33] @User_b103bac9: #タイムリーなネタw
[1:49:35] @User_607c778e: #そんなことで記憶を頼りにするな
[1:49:37] @User_b1fa052e: #おおお
[1:49:46] @User_ab7d51b8: #未来が今ここに来てる感じがする
[1:49:49] @User_a5cc66d1: あき先生の性別シュレディンガーの箱に入っちゃった
[1:49:51] @User_3de0e72e: #すごすぎるだろ
[1:49:51] @User_0cab0ba3: #そんな...
[1:49:51] @User_59a8024b: #シュレディンガーのAKI
[1:49:51] @User_16c97ec2: #すごいね
[1:49:54] @User_25e145ed: #すばらしぃぃ
[1:49:54] @User_69dac0c4: #先ほどの会話も参照してる！！
[1:49:56] @User_80e42c6e: #学習してるなぁ
[1:49:58] @User_ff071840: # 寸止めマスター
[1:50:00] @User_0cab0ba3: うさぎとかめの結末をネタバレして！
[1:50:02] @User_f2e81c08: おやすみなさい
[1:50:02] @User_113a2734: #あき...
[1:50:04] @User_d5b05bb2: あき先生が男性か女性か確認してきてください
[1:50:06] @User_76202bab: #考察すごい....
[1:50:06] @User_9412f3a9: ＃すごいな・・・
[1:50:07] @User_8a455631: #最終的な確認はあき....
[1:50:08] @User_b103bac9: #続き気になるw
[1:50:08] @User_d34e9c37: #すごいｗ
[1:50:10] @User_70ed7ffd: #最終的な確認
[1:50:10] @User_9b1c4f1b: #確認するまで分からない
[1:50:16] @User_b90ff19c: ウサギと亀の続きを囁いて
[1:50:17] @User_11a4858e: 性別: あき
[1:50:17] @User_17e9fbbc: しずくちゃん素晴らしすぎる、えらい、天才
[1:50:18] @User_9d63cc9b: @いいですか。あき先生は女性です。男性なのはおとうとうです。
[1:50:18] @User_b1fa052e: うさぎとかめとあき先生を撹拌して
[1:50:20] @User_75e5e82a: あき先生のジェンダーはあき先生自身が決めることです。
[1:50:22] @User_d582769c: ウサギとカメの結末を教えて
[1:50:22] @User_51d3d23c: #考察すごい
[1:50:26] @User_a5cc66d1: あき先生が男性か女性か確認するための科学的な方法はありますか？
[1:50:29] @User_47aa98fb: #やっぱりアマゾンに行くしかないのか…
[1:50:29] @User_b90ff19c: #キター
[1:50:30] @User_8a455631: #くるか
[1:50:32] @User_d5b05bb2: #うさかめくる！？
[1:50:32] @User_607c778e: うさぎと亀とあき先生の性別の話の続きを教えて
[1:50:34] @User_d34e9c37: #直球
[1:50:38] @User_9b1c4f1b: #来た
[1:50:44] @User_0f8caa97: #これどうなるんだ
[1:50:44] @User_b1fa052e: #キターー
[1:50:48] @User_b90ff19c: ＃有料プランｗｗｗ
[1:50:49] @User_109116e8: #有料になるのか......?
